,Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
48,Marvin Jones,DET,27,WR,16,16,,9,,,,,,9,,,,,,,,54,3.4
49,Jarvis Landry*,MIA,25,WR,16,16,,9,,,,,,9,,,,,,,,54,3.4
50,Michael Crabtree,OAK,30,WR,14,14,,8,,,,,,8,2,,,,,,,52,3.7
51,Doug Baldwin*,SEA,29,WR,16,16,,8,,,,,,8,1,,,,,,,50,3.1
52,Connor Barth,CHI,31,K,10,0,,,,,,,,,,,17,17,11,16,,50,5.0
53,Rob Gronkowski*+,NWE,28,TE,14,14,,8,,,,,,8,1,,,,,,,50,3.6
54,Rex Burkhead,NWE,27,rb,10,3,5,3,,,,,,8,,,,,,,,48,4.8
55,Tevin Coleman,ATL,24,fb/rb,15,3,5,3,,,,,,8,,,,,,,,48,3.2
56,Stefon Diggs,MIN,24,WR,14,14,,8,,,,,,8,,,,,,,,48,3.4
57,Zach Ertz*,PHI,27,TE,14,13,,8,,,,,,8,,,,,,,,48,3.4
58,Devonta Freeman,ATL,25,RB,14,14,7,1,,,,,,8,,,,,,,,48,3.4
59,Devin Funchess,CAR,23,WR,16,16,,8,,,,,,8,,,,,,,,48,3.0
60,,,,,,,,,,,,,,,,,,,,,,,
61,A.J. Green*,CIN,29,WR,16,16,,8,,,,,,8,,,,,,,,48,3.0
62,Tyreek Hill*,KAN,23,WR,15,13,,7,1,,,,,8,,,,,,,,48,3.2
63,Carlos Hyde,SFO,27,RB,16,16,8,,,,,,,8,,,,,,,,48,3.0
64,Travis Kelce*,KAN,28,TE,15,15,,8,,,,,,8,,,,,,,,48,3.2
65,LeSean McCoy*,BUF,29,RB,16,16,6,2,,,,,,8,,,,,,,,48,3.0
66,Latavius Murray,MIN,27,RB,16,11,8,,,,,,,8,,,,,,,,48,3.0
67,Jason Myers,JAX,26,k,6,0,,,,,,,,,,,15,17,11,15,,48,8.0
68,Mike Nugent,2TM,35,,8,0,,,,,,,,,,,15,17,11,13,,48,6.0
69,Kyle Rudolph*,MIN,28,TE,16,16,,8,,,,,,8,,,,,,,,48,3.0
70,JuJu Smith-Schuster,PIT,21,wr,14,7,,7,,1,,,,8,,,,,,,,48,3.4
71,Sammy Watkins,LAR,24,WR,15,14,,8,,,,,,8,,,,,,,,48,3.2
72,Brandin Cooks,NWE,24,WR,16,15,,7,,,,,,7,1,,,,,,,44,2.8
73,Nick Novak,LAC,36,K,7,0,,,,,,,,,,,17,18,9,13,,44,6.3
74,Keenan Allen*,LAC,25,WR,16,15,,6,,,1,,,7,,,,,,,,42,2.6
75,Robby Anderson,NYJ,24,WR,16,15,,7,,,,,,7,,,,,,,,42,2.6
76,Amari Cooper,OAK,23,WR,14,12,,7,,,,,,7,,,,,,,,42,3.0
77,Will Fuller,HOU,23,WR,10,10,,7,,,,,,7,,,,,,,,42,4.2
78,Duke Johnson,CLE,24,,16,0,4,3,,,,,,7,,,,,,,,42,2.6
79,Tyler Kroft,CIN,25,TE,16,16,,7,,,,,,7,,,,,,,,42,2.6
80,Marshawn Lynch,OAK,31,RB,15,15,7,,,,,,,7,,,,,,,,42,2.8
81,Christian McCaffrey,CAR,21,RB,16,10,2,5,,,,,,7,,,,,,,,42,2.6
82,DeMarco Murray,TEN,29,RB,15,15,6,1,,,,,,7,,,,,,,,42,2.8
83,Jonathan Stewart,CAR,30,RB,15,10,6,1,,,,,,7,,,,,,,,42,2.8
84,Corey Clement,PHI,23,,16,0,4,2,,,,,,6,1,,,,,,,38,2.4
85,Larry Fitzgerald*,ARI,34,WR,16,16,,6,,,,,,6,1,,,,,,,38,2.4
86,Cam Newton,CAR,28,QB,16,16,6,,,,,,,6,1,,,,,,,38,2.4
87,Javorius Allen,BAL,26,,16,0,4,2,,,,,,6,,,,,,,,36,2.3
88,Cameron Brate,TAM,26,te,16,6,,6,,,,,,6,,,,,,,,36,2.3
89,Dez Bryant,DAL,29,WR,16,16,,6,,,,,,6,,,,,,,,36,2.3
90,Alex Collins,BAL,23,RB,15,12,6,,,,,,,6,,,,,,,,36,2.4
91,,,,,,,,,,,,,,,,,,,,,,,
92,Josh Doctson,WAS,25,WR,16,14,,6,,,,,,6,,,,,,,,36,2.3
93,Evan Engram,NYG,23,TE,15,11,,6,,,,,,6,,,,,,,,36,2.4
94,Derrick Henry,TEN,23,rb,16,2,5,1,,,,,,6,,,,,,,,36,2.3
95,O.J. Howard,TAM,23,TE,14,14,,6,,,,,,6,,,,,,,,36,2.6
96,Lamar Miller,HOU,26,RB,16,13,3,3,,,,,,6,,,,,,,,36,2.3
97,Jordy Nelson,GNB,32,WR,15,15,,6,,,,,,6,,,,,,,,36,2.4
98,Dak Prescott,DAL,24,QB,16,16,6,,,,,,,6,,,,,,,,36,2.3
99,Paul Richardson,SEA,25,WR,16,13,,6,,,,,,6,,,,,,,,36,2.3
100,Kenny Stills,MIA,25,WR,16,16,,6,,,,,,6,,,,,,,,36,2.3
101,Chris Thompson,WAS,27,rb,10,1,2,4,,,,,,6,,,,,,,,36,3.6
102,Jamaal Williams,GNB,22,rb,16,7,4,2,,,,,,6,,,,,,,,36,2.3
103,Trey Burton,PHI,26,te,15,1,,5,,,,,,5,1,,,,,,,32,2.1
104,Orleans Darkwa,NYG,25,RB,15,11,5,,,,,,,5,1,,,,,,,32,2.1
105,Mike Evans,TAM,24,WR,15,15,,5,,,,,,5,1,,,,,,,32,2.1
106,Marcedes Lewis,JAX,33,TE,16,16,,5,,,,,,5,1,,,,,,,32,2.0
107,Jerick McKinnon,MIN,25,rb,16,1,3,2,,,,,,5,1,,,,,,,32,2.0
108,Ameer Abdullah,DET,24,RB,14,11,4,1,,,,,,5,,,,,,,,30,2.1
109,Travis Benjamin,LAC,28,wr,16,3,,4,1,,,,,5,,,,,,,,30,1.9
110,Austin Ekeler,LAC,22,,16,0,2,3,,,,,,5,,,,,,,,30,1.9
111,Mike Gillislee,NWE,27,rb,9,2,5,,,,,,,5,,,,,,,,30,3.3
112,Chris Hogan,NWE,30,wr,9,7,,5,,,,,,5,,,,,,,,30,3.3
113,Jermaine Kearse,NYJ,27,WR,16,14,,5,,,,,,5,,,,,,,,30,1.9
114,DeShone Kizer,CLE,21,QB,15,15,5,,,,,,,5,,,,,,,,30,2.0
115,Cooper Kupp,LAR,24,wr,15,6,,5,,,,,,5,,,,,,,,30,2.0
116,Marcus Mariota,TEN,24,QB,15,15,5,,,,,,,5,,,,,,,,30,2.0
117,Josh McCown,NYJ,38,QB,13,13,5,,,,,,,5,,,,,,,,30,2.3
118,Bilal Powell,NYJ,29,RB,15,10,5,,,,,,,5,,,,,,,,30,2.0
119,Theo Riddick,DET,26,rb,16,5,3,2,,,,,,5,,,,,,,,30,1.9
120,Mohamed Sanu,ATL,28,WR,15,15,,5,,,,,,5,,,,,,,,30,2.0
121,Rod Smith,DAL,25,rb,15,1,4,1,,,,,,5,,,,,,,,30,2.0
122,,,,,,,,,,,,,,,,,,,,,,,
123,Golden Tate,DET,29,WR,16,12,,5,,,,,,5,,,,,,,,30,1.9
124,Demaryius Thomas,DEN,30,WR,16,16,,5,,,,,,5,,,,,,,,30,1.9
125,Michael Thomas*,NOR,24,WR,16,14,,5,,,,,,5,,,,,,,,30,1.9
126,Jason Witten*,DAL,35,TE,16,16,,5,,,,,,5,,,,,,,,30,1.9
127,Robert Woods,LAR,25,WR,12,11,,5,,,,,,5,,,,,,,,30,2.5
128,C.J. Anderson,DEN,26,RB,16,16,3,1,,,,,,4,1,,,,,,,26,1.6
129,Randall Cobb,GNB,27,WR,15,14,,4,,,,,,4,1,,,,,,,26,1.7
130,Travis Coons,LAC,25,k,3,0,,,,,,,,,,,5,6,7,8,,26,8.7
131,Kenyan Drake,MIA,23,rb,16,6,3,1,,,,,,4,1,,,,,,,26,1.6
132,Cairo Santos,2TM,26,,5,0,,,,,,,,,,,14,14,4,5,,26,5.2
133,Nick Folk,TAM,33,k,4,0,,,,,,,,,,,7,9,6,11,,25,6.3
134,Cole Beasley,DAL,28,wr,15,4,,4,,,,,,4,,,,,,,,24,1.6
135,Giovani Bernard,CIN,26,rb,16,2,2,2,,,,,,4,,,,,,,,24,1.5
136,Jacoby Brissett,IND,25,QB,16,15,4,,,,,,,4,,,,,,,,24,1.5
137,Jaron Brown,ARI,27,WR,16,8,,4,,,,,,4,,,,,,,,24,1.5
138,Garrett Celek,SFO,29,fb/TE,16,13,,4,,,,,,4,,,,,,,,24,1.5
139,Tarik Cohen,CHI,22,rb/wr,16,4,2,1,1,,,,,4,,,,,,,,24,1.5
140,Kirk Cousins,WAS,29,QB,16,16,4,,,,,,,4,,,,,,,,24,1.5
141,Jack Doyle*,IND,27,TE,15,15,,4,,,,,,4,,,,,,,,24,1.6
142,Eric Ebron,DET,24,TE,16,9,,4,,,,,,4,,,,,,,,24,1.5
143,Ted Ginn,NOR,32,WR,15,10,,4,,,,,,4,,,,,,,,24,1.6
144,Frank Gore,IND,34,RB,16,16,3,1,,,,,,4,,,,,,,,24,1.5
145,Ryan Grant,WAS,27,wr,16,7,,4,,,,,,4,,,,,,,,24,1.5
146,Hunter Henry,LAC,23,fb/tb/TE,14,13,,4,,,,,,4,,,,,,,,24,1.7
147,T.Y. Hilton*,IND,28,WR,16,16,,4,,,,,,4,,,,,,,,24,1.5
148,Aaron Jones,GNB,23,rb,12,4,4,,,,,,,4,,,,,,,,24,2.0
149,Marlon Mack,IND,21,,14,0,3,1,,,,,,4,,,,,,,,24,1.7
150,Rishard Matthews,TEN,28,WR,14,11,,4,,,,,,4,,,,,,,,24,1.7
151,Joe Mixon,CIN,21,rb,14,7,4,,,,,,,4,,,,,,,,24,1.7
152,Ty Montgomery,GNB,24,rb,8,5,3,1,,,,,,4,,,,,,,,24,3.0
153,,,,,,,,,,,,,,,,,,,,,,,
154,Chris Moore,BAL,24,wr,13,4,,3,,,1,,,4,,,,,,,,24,1.8
155,David Njoku,CLE,21,te,16,5,,4,,,,,,4,,,,,,,,24,1.5
156,Tyrod Taylor,BUF,28,QB,15,14,4,,,,,,,4,,,,,,,,24,1.6
157,Adam Thielen*,MIN,27,WR,16,16,,4,,,,,,4,,,,,,,,24,1.5
158,Delanie Walker*,TEN,33,TE,16,11,1,3,,,,,,4,,,,,,,,24,1.5
159,Mike Wallace,BAL,31,WR,15,14,,4,,,,,,4,,,,,,,,24,1.6
160,Ben Watson,BAL,37,TE,16,12,,4,,,,,,4,,,,,,,,24,1.5
161,Charcandrick West,KAN,26,,13,0,2,2,,,,,,4,,,,,,,,24,1.8
162,Tyrell Williams,LAC,25,WR,16,15,,4,,,,,,4,,,,,,,,24,1.5
163,Luke Willson,SEA,27,te,16,7,,4,,,,,,4,,,,,,,,24,1.5
164,LeGarrette Blount,PHI,31,RB,16,11,2,1,,,,,,3,1,,,,,,,20,1.3
165,Martavis Bryant,PIT,26,WR,15,8,,3,,,,,,3,1,,,,,,,20,1.3
166,Marqise Lee,JAX,26,WR,14,14,,3,,,,,,3,1,,,,,,,20,1.4
167,Doug Martin,TAM,28,RB,11,8,3,,,,,,,3,1,,,,,,,20,1.8
168,Peyton Barber,TAM,23,rb,16,4,3,,,,,,,3,,,,,,,,18,1.1
169,C.J. Beathard,SFO,24,qb,7,5,3,,,,,,,3,,,,,,,,18,2.6
170,Odell Beckham,NYG,25,wr,4,2,,3,,,,,,3,,,,,,,,18,4.5
171,Kelvin Benjamin,2TM,26,,14,14,,3,,,,,,3,,,,,,,,18,1.3
172,Tommy Bohanon,JAX,27,FB,16,10,2,1,,,,,,3,,,,,,,,18,1.1
173,Matt Breida,SFO,22,,16,0,2,1,,,,,,3,,,,,,,,18,1.1
174,John Brown,ARI,27,wr,10,5,,3,,,,,,3,,,,,,,,18,1.8
175,Brice Butler,DAL,27,,13,0,,3,,,,,,3,,,,,,,,18,1.4
176,Damiere Byrd,CAR,24,wr,8,3,,2,,1,,,,3,,,,,,,,18,2.3
177,Keelan Cole,JAX,24,wr,16,6,,3,,,,,,3,,,,,,,,18,1.1
178,Brandon Coleman,NOR,25,wr,16,6,,3,,,,,,3,,,,,,,,18,1.1
179,Jamison Crowder,WAS,24,wr,15,6,,3,,,,,,3,,,,,,,,18,1.2
180,Vernon Davis,WAS,33,TE/wr,16,16,,3,,,,,,3,,,,,,,,18,1.1
181,Darren Fells,DET,31,TE,16,13,,3,,,,,,3,,,,,,,,18,1.1
182,Matt Forte,NYJ,32,rb,12,4,2,1,,,,,,3,,,,,,,,18,1.5
183,Bennie Fowler,DEN,26,wr,16,4,,3,,,,,,3,,,,,,,,18,1.1
184,,,,,,,,,,,,,,,,,,,,,,,
185,Antonio Gates,LAC,37,te,16,4,,3,,,,,,3,,,,,,,,18,1.1
186,Kenny Golladay,DET,24,k/wr,11,5,,3,,,,,,3,,,,,,,,18,1.6
187,Justin Hardy,ATL,26,wr,16,1,,3,,,,,,3,,,,,,,,18,1.1
188,Andre Holmes,BUF,29,wr,14,2,,3,,,,,,3,,,,,,,,18,1.3
189,Johnny Holton,OAK,26,wr,16,1,,3,,,,,,3,,,,,,,,18,1.1
190,Austin Hooper,ATL,23,TE,16,8,,3,,,,,,3,,,,,,,,18,1.1
191,DeSean Jackson,TAM,31,WR,14,13,,3,,,,,,3,,,,,,,,18,1.3
192,Jesse James,PIT,23,TE,16,14,,3,,,,,,3,,,,,,,,18,1.1
193,Julio Jones*,ATL,28,WR,16,16,,3,,,,,,3,,,,,,,,18,1.1
194,Robert Kelley,WAS,25,rb,7,7,3,,,,,,,3,,,,,,,,18,2.6
195,Tavarres King,NYG,27,wr,8,3,,3,,,,,,3,,,,,,,,18,2.3
196,Younghoe Koo,LAC,23,k,4,0,,,,,,,,,,,9,9,3,6,,18,4.5
197,Brandon LaFell,CIN,31,WR,16,15,,3,,,,,,3,,,,,,,,18,1.1
198,Tyler Lockett,SEA,25,WR,16,8,,2,,1,,,,3,,,,,,,,18,1.1
199,Jeremy Maclin,BAL,29,WR,12,12,,3,,,,,,3,,,,,,,,18,1.5
200,J.D. McKissic,SEA,24,rb,13,1,1,2,,,,,,3,,,,,,,,18,1.4
201,Jaydon Mickens,JAX,23,,10,0,,2,1,,,,,3,,,,,,,,18,1.8
202,Ricky Seals-Jones,ARI,22,te,10,1,,3,,,,,,3,,,,,,,,18,1.8
203,Austin Seferian-Jenkins,NYJ,25,TE,13,10,,3,,,,,,3,,,,,,,,18,1.4
204,Adam Shaheen,CHI,23,te,13,7,,3,,,,,,3,,,,,,,,18,1.4
205,Julius Thomas,MIA,29,TE,14,13,,3,,,,,,3,,,,,,,,18,1.3
206,DeAndre Washington,OAK,24,,15,0,2,1,,,,,,3,,,,,,,,18,1.2
207,James White,NWE,25,rb,14,4,,3,,,,,,3,,,,,,,,18,1.3
208,Albert Wilson,KAN,25,wr,13,7,,3,,,,,,3,,,,,,,,18,1.4
209,Russell Wilson*,SEA,29,QB,16,16,3,,,,,,,3,,,,,,,,18,1.1
210,Isaiah Crowell,CLE,24,RB,16,16,2,,,,,,,2,1,,,,,,,14,0.9
211,Cody Latimer,DEN,25,wr,11,1,,2,,,,,,2,1,,,,,,,14,1.3
212,Elijah McGuire,NYJ,23,rb,16,2,1,1,,,,,,2,1,,,,,,,14,0.9
213,Mitchell Trubisky,CHI,23,QB,12,12,2,,,,,,,2,1,,,,,,,14,1.2
214,Deshaun Watson,HOU,22,qb,7,6,2,,,,,,,2,1,,,,,,,14,2.0
215,,,,,,,,,,,,,,,,,,,,,,,
216,Jamal Agnew+,DET,22,,13,0,,,2,,,,,2,,,,,,,,12,0.9
217,Jay Ajayi,2TM,24,,14,8,1,1,,,,,,2,,,,,,,,12,0.9
218,Danny Amendola,NWE,32,WR,15,8,,2,,,,,,2,,,,,,,,12,0.8
219,Blake Bortles,JAX,25,QB,16,16,2,,,,,,,2,,,,,,,,12,0.8
220,Tyler Boyd,CIN,23,wr,10,1,,2,,,,,,2,,,,,,,,12,1.2
221,Drew Brees*,NOR,38,QB,16,16,2,,,,,,,2,,,,,,,,12,0.8
222,Kenny Britt,2TM,29,,12,4,,2,,,,,,2,,,,,,,,12,1.0
223,Malcolm Brown,LAR,24,rb,11,1,1,,,,,,1,2,,,,,,,,12,1.1
224,Michael Campanaro,BAL,26,,13,0,,1,1,,,,,2,,,,,,,,12,0.9
225,Charles Clay,BUF,28,TE,13,13,,2,,,,,,2,,,,,,,,12,0.9
226,Corey Coleman,CLE,23,WR,9,8,,2,,,,,,2,,,,,,,,12,1.3
227,Justin Coleman,SEA,24,cb/lcb,16,5,,,,,,2,,2,,,,,,,,12,0.8
228,Dalvin Cook,MIN,22,rb,4,4,2,,,,,,,2,,,,,,,,12,3.0
229,Jared Cook,OAK,30,TE,16,16,,2,,,,,,2,,,,,,,,12,0.8
230,Benny Cunningham,CHI,27,,14,0,,2,,,,,,2,,,,,,,,12,0.9
231,A.J. Derby,2TM,26,,11,1,,2,,,,,,2,,,,,,,,12,1.1
232,Bruce Ellington,HOU,26,wr,11,6,,2,,,,,,2,,,,,,,,12,1.1
233,Rhett Ellison,NYG,29,TE,16,14,,2,,,,,,2,,,,,,,,12,0.8
234,Gerald Everett,LAR,23,te,16,2,,2,,,,,,2,,,,,,,,12,0.8
235,Coby Fleener,NOR,29,,11,0,,2,,,,,,2,,,,,,,,12,1.1
236,D'Onta Foreman,HOU,21,rb,10,1,2,,,,,,,2,,,,,,,,12,1.2
237,Marquise Goodwin,SFO,27,WR,16,16,,2,,,,,,2,,,,,,,,12,0.8
238,Corey Grant,JAX,26,,16,0,2,,,,,,,2,,,,,,,,12,0.8
239,Jakeem Grant,MIA,25,,16,0,,2,,,,,,2,,,,,,,,12,0.8
240,Tion Green,DET,24,,5,0,2,,,,,,,2,,,,,,,,12,2.4
241,Jermaine Gresham,ARI,29,TE,14,14,,2,,,,,,2,,,,,,,,12,0.9
242,Jeff Heuerman,DEN,25,te,14,6,,2,,,,,,2,,,,,,,,12,0.9
243,Rashard Higgins,CLE,23,fb/wr,15,4,,2,,,,,,2,,,,,,,,12,0.8
244,Brett Hundley,GNB,24,QB,11,9,2,,,,,,,2,,,,,,,,12,1.1
245,Allen Hurns,JAX,26,WR,10,8,,2,,,,,,2,,,,,,,,12,1.2
246,,,,,,,,,,,,,,,,,,,,,,,
247,Chris Ivory,JAX,29,rb,14,3,1,1,,,,,,2,,,,,,,,12,0.9
248,Eddie Jackson,CHI,25,S,16,16,,,,,1,1,,2,,,,,,,,12,0.8
249,Janoris Jenkins,NYG,29,CB,9,8,,,,,,2,,2,,,,,,,,12,1.3
250,Reshad Jones*,MIA,29,S,16,16,,,,,2,,,2,,,,,,,,12,0.8
251,Zay Jones,BUF,22,WR,15,10,,2,,,,,,2,,,,,,,,12,0.8
252,George Kittle,SFO,24,te,15,7,,2,,,,,,2,,,,,,,,12,0.8
253,Roger Lewis,NYG,24,WR,15,8,,2,,,,,,2,,,,,,,,12,0.8
254,Zach Miller,CHI,33,te,8,6,,2,,,,,,2,,,,,,,,12,1.5
255,Donte Moncrief,IND,24,WR,12,8,,2,,,,,,2,,,,,,,,12,1.0
256,JJ Nelson,ARI,25,wr,16,5,,2,,,,,,2,,,,,,,,12,0.8
257,Roosevelt Nix*,PIT,25,fb/rb,16,4,1,1,,,,,,2,,,,,,,,12,0.8
258,Nick O'Leary,BUF,25,te,15,5,,2,,,,,,2,,,,,,,,12,0.8
259,Cordarrelle Patterson,OAK,26,wr,16,2,2,,,,,,,2,,,,,,,,12,0.8
260,Elijhaa Penny,ARI,24,,16,0,2,,,,,,,2,,,,,,,,12,0.8
261,Samaje Perine,WAS,22,RB,16,8,1,1,,,,,,2,,,,,,,,12,0.8
262,Adrian Peterson,2TM,32,,10,7,2,,,,,,,2,,,,,,,,12,1.2
263,Jordan Reed,WAS,27,te,6,5,,2,,,,,,2,,,,,,,,12,2.0
264,Patrick Ricard,BAL,23,,16,0,,2,,,,,,2,,,,,,,,12,0.8
265,Jalen Richard,OAK,24,rb,16,1,1,1,,,,,,2,,,,,,,,12,0.8
266,Aldrick Robinson,SFO,29,wr,16,1,,2,,,,,,2,,,,,,,,12,0.8
267,Emmanuel Sanders,DEN,30,WR,12,11,,2,,,,,,2,,,,,,,,12,1.0
268,Sterling Shepard,NYG,24,WR,11,10,,2,,,,,,2,,,,,,,,12,1.1
269,Jimmy Smith,BAL,29,RCB,12,12,,,,,1,1,,2,,,,,,,,12,1.0
270,Jonnu Smith,TEN,22,TE/wr,16,13,,2,,,,,,2,,,,,,,,12,0.8
271,Telvin Smith*,JAX,26,LB,14,14,,,,,1,1,,2,,,,,,,,12,0.9
272,Torrey Smith,PHI,28,WR,16,14,,2,,,,,,2,,,,,,,,12,0.8
273,Trent Taylor,SFO,23,wr,15,1,,2,,,,,,2,,,,,,,,12,0.8
274,De'Anthony Thomas,KAN,24,wr,16,2,,2,,,,,,2,,,,,,,,12,0.8
275,Deonte Thompson,2TM,28,,16,10,,2,,,,,,2,,,,,,,,12,0.8
276,Levine Toilolo,ATL,26,TE,15,12,,1,,,1,,,2,,,,,,,,12,0.8
277,,,,,,,,,,,,,,,,,,,,,,,
278,Terrance West,BAL,26,rb,5,4,2,,,,,,,2,,,,,,,,12,2.4
279,Jarius Wright,MIN,28,,16,0,,2,,,,,,2,,,,,,,,12,0.8
280,T.J. Yeldon,JAX,24,,10,0,2,,,,,,,2,,,,,,,,12,1.2
281,Sam Ficken,LAR,25,k,2,0,,,,,,,,,,,4,5,2,3,,10,5.0
282,Caleb Sturgis,PHI,28,k,1,0,,,,,,,,,,,1,2,3,3,,10,10.0
283,Ryan Griffin,HOU,27,te,7,6,,1,,,,,,1,1,,,,,,,8,1.1
284,T.J. Jones,DET,25,wr,14,6,,1,,,,,,1,1,,,,,,,8,0.6
285,Bobby Wagner*+,SEA,27,lb/MLB,16,16,,,,,1,,,1,,,,,,,1,8,0.5
286,Dwayne Allen,NWE,27,p/TE,16,8,,1,,,,,,1,,,,,,,,6,0.4
287,Adrian Amos,CHI,24,S,13,10,,,,,,1,,1,,,,,,,,6,0.5
288,Stephen Anderson,HOU,24,te,15,5,,1,,,,,,1,,,,,,,,6,0.4
289,Zaire Anderson,DEN,25,lb,16,2,,,,,1,,,1,,,,,,,,6,0.4
290,Cameron Artis-Payne,CAR,27,,13,0,1,,,,,,,1,,,,,,,,6,0.5
291,Tavon Austin,LAR,27,WR,16,9,1,,,,,,,1,,,,,,,,6,0.4
292,Kenjon Barner,PHI,27,rb,13,1,1,,,,,,,1,,,,,,,,6,0.5
293,Derek Barnett,PHI,21,,15,0,,,,,1,,,1,,,,,,,,6,0.4
294,Josh Bellamy,CHI,28,wr,15,7,,1,,,,,,1,,,,,,,,6,0.4
295,Nick Bellore,DET,28,mlb,13,2,,1,,,,,,1,,,,,,,,6,0.5
296,Justin Bethel,ARI,27,rcb,16,6,,,,,,1,,1,,,,,,,,6,0.4
