,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
77,Taiwan Jones,OAK,23,,10,0,,,,,,8,165,0,46,20.6,263
78,Kevin Ogletree,DAL,24,wr,14,1,2,35,0,25,17.5,6,114,0,25,19.0,316
79,Emmanuel Sanders,PIT,24,,11,0,3,22,0,10,7.3,5,93,0,25,18.6,403
80,Micheal Spurlock,TAM,28,,12,0,6,21,0,15,3.5,2,33,0,21,16.5,67
81,Bryan Walters,SDG,24,,4,0,8,45,0,13,5.6,,,,,,72
82,Wes Welker*+,NWE,30,WR,16,15,8,82,0,25,10.3,,,,,,1681
83,Felix Jones,DAL,24,RB,12,8,,,,,,7,186,0,69,26.6,982
84,Stevan Ridley,NWE,22,rb,16,2,,,,,,7,152,0,32,21.7,606
85,Cassius Vaughn,DEN,24,lcb,9,3,,,,,,7,210,0,67,30.0,265
86,Blair White,IND,24,,7,0,7,22,0,13,3.1,,,,,,22
87,Reggie Bush,MIA,26,RB,15,15,6,52,0,16,8.7,,,,,,1434
88,Kendall Hunter,SFO,23,rb,16,1,,,,,,6,156,0,43,26.0,815
89,Kyle Williams,SFO,23,wr,13,1,2,41,0,36,20.5,4,104,0,33,26.0,418
90,LaQuan Williams,BAL,23,,12,0,1,0,0,0,0.0,5,109,0,37,21.8,155
91,Quintin Demps,HOU,26,,9,0,,,,,,5,169,0,50,33.8,216
92,,,,,,,,,,,,,,,,,
93,Roscoe Parrish,BUF,29,wr,2,2,5,46,0,28,9.2,,,,,,62
94,Jeremy Maclin,PHI,23,WR,13,13,4,29,0,11,7.3,,,,,,889
95,Owen Marecic,CLE,23,fb,14,4,,,,,,4,46,0,13,11.5,85
96,Jordan Norwood,CLE,25,wr,14,4,4,35,0,14,8.8,,,,,,303
97,Andre Roberts,ARI,23,WR,16,16,2,-3,0,0,-1.5,2,33,0,21,16.5,643
98,Matthew Slater*,NWE,26,s,16,3,,,,,,4,68,0,22,17.0,114
99,Reggie Smith,SFO,25,,16,0,4,37,0,14,9.3,,,,,,48
100,Josh Baker,NYJ,25,,11,0,,,,,,3,60,0,29,20.0,87
101,Chris Carr,BAL,28,db,9,1,2,15,0,8,7.5,1,20,0,20,20.0,35
102,Rock Cartwright,OAK,32,,15,0,,,,,,3,15,0,14,5.0,84
103,Victor Cruz,NYG,25,wr,16,7,3,12,0,11,4.0,,,,,,1551
104,Jarett Dillard,JAX,26,wr,14,5,3,10,0,5,3.3,,,,,,294
105,Marcus Gilchrist,SDG,23,cb/lcb/rcb,14,4,,,,,,3,46,0,20,15.3,108
106,Jacob Hester,SDG,26,fb,16,3,,,,,,3,71,0,24,23.7,209
107,Domenik Hixon,NYG,27,,2,0,3,31,0,18,10.3,,,,,,81
108,Ed Reed*,BAL,33,FS,16,16,3,29,0,16,9.7,,,,,,54
109,Buster Skrine,CLE,22,,16,0,,,,,,3,72,0,32,24.0,77
110,Steve Slaton,2TM,25,,6,0,,,,,,3,85,0,42,28.3,172
111,Mike Adams,CLE,30,FS,16,16,,,,,,2,42,0,30,21.0,75
112,Kahlil Bell,CHI,25,rb,13,3,,,,,,2,45,0,25,22.5,515
113,Earl Bennett,CHI,24,wr,11,4,1,7,0,7,7.0,1,9,0,9,9.0,397
114,Tyvon Branch,OAK,25,SS,16,16,,,,,,2,31,0,16,15.5,31
115,Curtis Brinkley,SDG,26,rb,10,1,,,,,,2,34,0,22,17.0,176
116,Ronnie Brown,PHI,30,rb,16,2,,,,,,2,28,0,25,14.0,164
117,John Conner,NYJ,24,FB,16,8,,,,,,2,29,0,18,14.5,82
118,Rashied Davis,DET,32,,11,0,,,,,,2,34,0,18,17.0,97
119,Donald Driver,GNB,36,WR,16,15,,,,,,2,5,0,5,2.5,450
120,Kevin Faulk,NWE,35,rb,7,3,2,11,0,7,5.5,,,,,,102
121,Jeremy Horne,KAN,25,,9,0,,,,,,2,44,0,24,22.0,49
122,Adam Jones,CIN,28,rcb,8,7,2,67,0,63,33.5,0,-12,0,-12,,55
123,,,,,,,,,,,,,,,,,
124,Vonta Leach*+,BAL,30,FB,16,16,,,,,,2,29,0,15,14.5,133
125,DeMarco Murray,DAL,23,rb,13,7,,,,,,2,36,0,22,18.0,1116
126,Niles Paul,WAS,22,wr,13,2,1,0,0,0,0.0,1,15,0,15,15.0,47
127,Logan Paulsen,WAS,24,te,16,6,,,,,,2,7,0,7,3.5,145
128,John Phillips,DAL,24,fb/te/wr,16,7,,,,,,2,26,0,16,13.0,127
129,Jordan Pugh,CAR,23,ss,12,1,,,,,,2,51,0,28,25.5,51
130,Dominique Rodgers-Cromartie,PHI,25,db/lcb,13,3,0,-2,0,-2,,2,52,0,29,26.0,50
131,Antrel Rolle,NYG,29,FS,16,16,2,4,0,3,2.0,,,,,,3
132,Brandon Saine,GNB,23,,8,0,,,,,,2,40,0,20,20.0,178
133,Greg Salas,STL,23,,6,0,2,29,0,29,14.5,,,,,,301
134,Matt Spaeth,CHI,28,TE,15,8,,,,,,2,14,0,7,7.0,64
135,Danny Ware,NYG,26,rb,16,1,,,,,,2,17,0,17,8.5,350
136,Kyle Adams,CHI,23,,8,0,,,,,,1,0,0,0,0.0,0
137,Armando Allen,CHI,22,,2,0,,,,,,1,17,0,17,17.0,65
138,Danny Amendola,STL,26,wr,1,1,1,0,0,0,0.0,,,,,,45
139,Anthony Armstrong,WAS,28,wr,14,2,,,,,,1,28,0,28,28.0,150
140,Allen Bailey,KAN,22,,16,0,,,,,,1,4,0,4,4.0,4
141,Doug Baldwin,SEA,23,wr,16,1,,,,,,1,37,0,37,37.0,823
142,Lance Ball,DEN,26,,16,0,,,,,,1,9,0,9,9.0,559
143,Darryl Blackstock,OAK,28,mlb,16,1,1,0,0,0,0.0,,,,,,0
144,Dezmon Briscoe,TAM,22,wr,16,2,,,,,,1,12,0,12,12.0,399
145,Jalil Brown,KAN,24,,14,0,1,0,0,0,0.0,,,,,,0
146,Jarrett Bush,GNB,27,cb,16,2,1,0,0,0,0.0,,,,,,39
147,Dominique Byrd,2TM,27,,3,0,,,,,,1,10,0,10,10.0,10
148,Tommie Campbell,TEN,24,,15,0,1,0,0,0,0.0,0,84,1,84,,84
149,James Casey,HOU,27,fb,14,7,,,,,,1,0,0,0,0.0,271
150,Antoine Cason,SDG,25,RCB,16,14,1,17,0,17,17.0,,,,,,86
151,Mike Caussin,BUF,24,te,6,2,,,,,,1,12,0,12,12.0,53
152,Nate Clements,CIN,32,LCB,15,15,,,,,,1,4,0,4,4.0,9
153,Tyler Clutts,CHI,27,fb/wr,16,8,,,,,,1,9,0,9,9.0,57
154,,,,,,,,,,,,,,,,,
155,Jed Collins,NOR,25,FB,16,11,,,,,,1,7,0,7,7.0,61
156,Riley Cooper,PHI,24,wr,16,3,,,,,,1,16,0,16,16.0,331
157,Terrance Copper,KAN,29,wr,16,2,,,,,,1,12,0,12,12.0,126
158,Jerricho Cotchery,PIT,29,,13,0,,,,,,1,19,0,19,19.0,259
159,Tom Crabtree,GNB,26,TE,16,9,,,,,,1,11,0,11,11.0,49
160,Tim Crowder,TAM,26,,10,0,,,,,,1,0,0,0,0.0,0
161,Ryan D'Imperio,MIN,24,fb,12,1,,,,,,1,6,0,6,6.0,13
162,Daniel Fells,DEN,28,TE,16,15,,,,,,1,20,0,20,20.0,276
163,Andre Fluellen,DET,26,,13,0,,,,,,1,6,0,6,6.0,6
164,Justin Forsett,SEA,26,,16,0,,,,,,1,11,0,11,11.0,284
165,Dominique Franks,ATL,24,lcb,14,4,1,0,0,0,0.0,,,,,,0
166,Andre' Goodman,DEN,33,RCB,16,16,1,0,0,0,0.0,,,,,,46
167,Everson Griffen,MIN,24,,16,0,,,,,,1,7,0,7,7.0,16
168,Rob Gronkowski*+,NWE,22,TE,16,16,,,,,,1,11,0,11,11.0,1340
169,Lex Hilliard,MIA,27,fb/rb,16,4,,,,,,1,14,0,14,14.0,104
170,Jesse Holley,DAL,27,,16,0,1,15,0,15,15.0,,,,,,184
171,Trindon Holliday,HOU,25,,1,0,1,0,0,0,0.0,,,,,,0
172,T.J. Houshmandzadeh,OAK,34,,9,0,1,0,0,0,0.0,,,,,,146
173,Sam Hurd,CHI,26,,12,0,,,,,,1,24,0,24,24.0,135
174,Henry Hynoski,NYG,23,fb,11,4,,,,,,1,15,0,15,15.0,98
175,Edgar Jones,BAL,27,,9,0,,,,,,1,0,0,0,0.0,0
176,Shiloh Keo,HOU,24,,10,0,1,11,0,11,11.0,,,,,,11
177,Pat Lee,GNB,27,,16,0,,,,,,1,-1,0,0,-1.0,-1
178,Sean Lissemore,DAL,24,,16,0,,,,,,1,38,0,38,38.0,38
179,Mossis Madu,TAM,24,,9,0,,,,,,1,0,0,0,0.0,127
180,Curtis Marsh,PHI,23,,7,0,1,-5,0,0,-5.0,,,,,,-5
181,Devin McCourty,NWE,24,cb/LCB,14,14,,,,,,1,24,0,24,24.0,62
182,Brandon McDonald,DET,26,,13,0,1,0,0,0,0.0,,,,,,0
183,Garrett McIntyre,NYJ,27,lb,13,3,,,,,,1,0,0,0,0.0,0
184,Mewelde Moore,PIT,29,,12,0,,,,,,1,10,0,10,10.0,271
185,,,,,,,,,,,,,,,,,
186,Maurice Morris,DET,32,rb,16,5,,,,,,1,15,0,15,15.0,561
187,Matthew Mulligan,NYJ,26,TE/wr,16,9,,,,,,1,20,0,20,20.0,78
188,Haruki Nakamura,BAL,25,,15,0,,,,,,1,8,0,8,8.0,8
189,Rob Ninkovich,NWE,27,de/LB,16,16,,,,,,1,10,0,10,10.0,40
190,Montell Owens*,JAX,27,,13,0,,,,,,1,13,0,13,13.0,54
191,Cedric Peerman,CIN,25,,15,0,,,,,,1,10,0,10,10.0,25
192,Zack Pianalto,TAM,22,,13,0,,,,,,1,0,0,0,0.0,40
193,Sabby Piscitelli,KAN,28,s/ss,16,2,1,0,0,0,0.0,,,,,,0
194,Zach Potter,JAX,25,te,15,7,,,,,,1,0,0,0,0.0,50
195,Isaac Redman,PIT,27,rb,16,1,,,,,,1,18,0,18,18.0,575
196,Darrelle Revis*+,NYJ,26,CB,16,16,,,,,,1,3,0,3,3.0,187
197,Bernard Scott,CIN,27,rb,16,1,,,,,,1,26,0,26,26.0,444
198,Mike Sellers,WAS,36,,12,0,,,,,,1,15,0,15,15.0,30
199,Eugene Sims,STL,25,,16,0,,,,,,1,10,0,10,10.0,10
200,Steve Smith,PHI,26,wr,9,1,1,0,0,0,0.0,,,,,,124
201,Torrey Smith,BAL,22,WR,16,14,,,,,,1,24,0,24,24.0,904
202,Kory Sperry,SDG,26,te,16,4,,,,,,1,13,0,13,13.0,45
203,Golden Tate,SEA,23,wr,16,5,1,0,0,0,0.0,,,,,,396
204,Pierre Thomas,NOR,27,rb,16,7,,,,,,1,15,0,15,15.0,1002
205,Patrick Turner,NYJ,24,wr,15,1,,,,,,1,-1,0,-1,-1.0,95
206,Kyle Wilson,NYJ,24,cb/db/lb,16,6,,,,,,1,17,0,17,17.0,30
207,Charles Woodson*+,GNB,35,LCB,15,15,,,,,,1,9,0,9,9.0,71
