,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb
348,Bruce Ellington,SFO,23,,13,0,12,6,62,10.3,2,20,0.5,4.8,50.0%,5.2,6,28,1,15,4.7,2.2,0.5,12,7.5,90,3,1
349,Mike Brown,JAX,25,wr,5,1,15,7,88,12.6,0,17,1.4,17.6,46.7%,5.9,,,,,,,,7,12.6,88,0,1
350,T.J. Graham,NYJ,25,,12,0,8,3,87,29.0,1,67,0.3,7.3,37.5%,10.9,,,,,,,,3,29.0,87,1,0
351,Mark Sanchez,PHI,28,QB,9,8,0,0,0,,0,0,0.0,0.0,0.0%,,34,87,1,15,2.6,9.7,3.8,34,2.6,87,1,7
352,Ryan Hewitt,CIN,23,fb/RB,16,11,15,10,86,8.6,0,19,0.6,5.4,66.7%,5.7,1,0,0,0,0.0,0.0,0.1,11,7.8,86,0,0
353,Zurlon Tipton,IND,24,,6,0,6,6,68,11.3,1,32,1.0,11.3,100.0%,11.3,10,18,0,9,1.8,3.0,1.7,16,5.4,86,1,0
354,Zach Sudfeld,NYJ,25,fb/te,16,3,7,5,85,17.0,0,38,0.3,5.3,71.4%,12.1,,,,,,,,5,17.0,85,0,0
355,Rod Streater,OAK,26,wr,3,3,13,9,84,9.3,1,17,3.0,28.0,69.2%,6.5,,,,,,,,9,9.3,84,1,0
356,Storm Johnson,JAX,22,rb,6,1,1,1,-4,-4.0,0,-4,0.2,-0.7,100.0%,-4.0,29,86,2,20,3.0,14.3,4.8,30,2.7,82,2,0
357,Brian Tyms,NWE,25,wr,11,2,11,5,82,16.4,1,43,0.5,7.5,45.5%,7.5,,,,,,,,5,16.4,82,1,0
358,Will Ta'ufo'ou,JAX,28,fb,16,4,8,7,81,11.6,0,26,0.4,5.1,87.5%,10.1,,,,,,,,7,11.6,81,0,0
359,Anthony Sherman,KAN,26,fb,16,6,14,10,71,7.1,1,24,0.6,4.4,71.4%,5.1,2,8,0,4,4.0,0.5,0.1,12,6.6,79,1,0
360,Keshawn Martin,HOU,24,,16,0,12,6,78,13.0,0,32,0.4,4.9,50.0%,6.5,,,,,,,,6,13.0,78,0,0
361,Logan Paulsen,WAS,27,TE/wr,16,12,16,13,78,6.0,1,16,0.8,4.9,81.3%,4.9,,,,,,,,13,6.0,78,1,1
362,Virgil Green,DEN,26,TE,13,9,6,6,74,12.3,1,38,0.5,5.7,100.0%,12.3,2,3,0,3,1.5,0.2,0.2,8,9.6,77,1,0
363,Rex Burkhead,CIN,24,,9,0,10,7,49,7.0,0,15,0.8,5.4,70.0%,4.9,9,27,1,10,3.0,3.0,1.0,16,4.8,76,1,0
364,Zach Miller,SEA,29,te,3,3,7,6,76,12.7,0,24,2.0,25.3,85.7%,10.9,,,,,,,,6,12.7,76,0,0
365,DuJuan Harris,GNB,26,,15,0,2,1,11,11.0,0,11,0.1,0.7,50.0%,5.5,16,64,0,12,4.0,4.3,1.1,17,4.4,75,0,0
366,Joseph Fauria,DET,24,,7,0,12,6,74,12.3,1,26,0.9,10.6,50.0%,6.2,,,,,,,,6,12.3,74,1,0
367,George Winn,DET,24,,12,0,3,0,0,,0,0,0.0,0.0,0.0%,0.0,19,73,0,16,3.8,6.1,1.6,19,3.8,73,0,0
368,Danny Woodhead,SDG,29,,3,0,6,5,34,6.8,0,14,1.7,11.3,83.3%,5.7,15,38,0,13,2.5,12.7,5.0,20,3.6,72,0,0
369,Orleans Darkwa,2TM,22,,11,0,6,5,48,9.6,0,17,0.5,4.4,83.3%,8.0,9,23,1,12,2.6,2.1,0.8,14,5.1,71,1,0
370,Darren Fells,ARI,28,te,10,5,12,5,71,14.2,0,24,0.5,7.1,41.7%,5.9,,,,,,,,5,14.2,71,0,0
371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Joe Flacco,BAL,29,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,39,70,2,15,1.8,4.4,2.4,39,1.8,70,2,6
373,Marion Grice,ARI,23,,10,0,11,7,29,4.1,0,15,0.7,2.9,63.6%,2.6,15,41,1,8,2.7,4.1,1.5,22,3.2,70,1,0
374,Cedric Peerman,CIN,28,,16,0,5,3,27,9.0,0,17,0.2,1.7,60.0%,5.4,15,43,0,21,2.9,2.7,0.9,18,3.9,70,0,1
375,Brandon Pettigrew,DET,29,TE,14,9,15,10,70,7.0,0,13,0.7,5.0,66.7%,4.7,,,,,,,,10,7.0,70,0,0
376,Drew Brees*,NOR,35,QB,16,16,1,1,1,1.0,0,1,0.1,0.1,100.0%,1.0,27,68,1,13,2.5,4.3,1.7,28,2.5,69,1,7
377,Greg Little,CIN,25,wr,6,1,12,6,69,11.5,0,21,1.0,11.5,50.0%,5.8,,,,,,,,6,11.5,69,0,0
378,Nick Foles,PHI,25,QB,8,8,0,0,0,,0,0,0.0,0.0,0.0%,,16,68,0,14,4.3,8.5,2.0,16,4.3,68,0,4
379,Ryan Grant,WAS,24,wr,16,2,15,7,68,9.7,0,21,0.4,4.3,46.7%,4.5,,,,,,,,7,9.7,68,0,0
380,Santonio Holmes,CHI,30,wr,9,2,14,8,67,8.4,0,15,0.9,7.4,57.1%,4.8,,,,,,,,8,8.4,67,0,1
381,Joe McKnight,KAN,26,,2,0,7,6,64,10.7,2,26,3.0,32.0,85.7%,9.1,1,3,0,3,3.0,1.5,0.5,7,9.6,67,2,0
382,Colt McCoy,WAS,28,qb,5,4,0,0,0,,0,0,0.0,0.0,0.0%,,16,66,1,20,4.1,13.2,3.2,16,4.1,66,1,6
383,David Nelson,NYJ,28,wr,6,5,16,8,65,8.1,0,17,1.3,10.8,50.0%,4.1,,,,,,,,8,8.1,65,0,2
384,Chase Coffman,TEN,28,te,13,3,14,6,64,10.7,1,18,0.5,4.9,42.9%,4.6,,,,,,,,6,10.7,64,1,0
385,Quinton Patton,SFO,24,,4,0,8,3,44,14.7,0,35,0.8,11.0,37.5%,5.5,1,20,0,20,20.0,5.0,0.3,4,16.0,64,0,1
386,Dri Archer,PIT,23,,12,0,10,7,23,3.3,0,15,0.6,1.9,70.0%,2.3,10,40,0,15,4.0,3.3,0.8,17,3.7,63,0,0
387,Russell Shepard,TAM,24,,16,0,8,4,63,15.8,0,23,0.3,3.9,50.0%,7.9,,,,,,,,4,15.8,63,0,0
388,Drew Stanton,ARI,30,QB,9,8,0,0,0,,0,0,0.0,0.0,0.0%,,25,63,0,13,2.5,7.0,2.8,25,2.5,63,0,1
389,Patrick DiMarco,ATL,25,fb,16,7,14,9,62,6.9,1,16,0.6,3.9,64.3%,4.4,,,,,,,,9,6.9,62,1,0
390,Jorvorskie Lane,TAM,27,fb,9,4,1,1,3,3.0,0,3,0.1,0.3,100.0%,3.0,3,58,0,54,19.3,6.4,0.3,4,15.3,61,0,0
391,Tony Romo*,DAL,34,QB,15,15,0,0,0,,0,0,0.0,0.0,0.0%,,26,61,0,21,2.3,4.1,1.7,26,2.3,61,0,9
392,James White,NWE,22,,3,0,5,5,23,4.6,0,11,1.7,7.7,100.0%,4.6,9,38,0,11,4.2,12.7,3.0,14,4.4,61,0,0
393,James Casey,PHI,30,te,16,2,3,3,59,19.7,2,26,0.2,3.7,100.0%,19.7,,,,,,,,3,19.7,59,2,0
394,Jonathan Dwyer,ARI,25,,2,0,3,2,8,4.0,0,5,1.0,4.0,66.7%,2.7,16,51,1,20,3.2,25.5,8.0,18,3.3,59,1,0
395,Jed Collins,DET,28,fb,16,2,6,5,39,7.8,1,24,0.3,2.4,83.3%,6.5,8,19,0,3,2.4,1.2,0.5,13,4.5,58,1,0
396,Robert Herron,TAM,22,,8,0,12,6,58,9.7,1,16,0.8,7.3,50.0%,4.8,1,0,0,0,0.0,0.0,0.1,7,8.3,58,1,0
397,Tom Brady*,NWE,37,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,36,57,0,17,1.6,3.6,2.3,36,1.6,57,0,6
398,John Conner,NYJ,27,fb,12,3,3,2,35,17.5,1,26,0.2,2.9,66.7%,11.7,6,20,0,13,3.3,1.7,0.5,8,6.9,55,1,0
399,Cory Harkey,STL,24,fb/TE,16,13,11,8,55,6.9,1,21,0.5,3.4,72.7%,5.0,,,,,,,,8,6.9,55,1,0
400,Ace Sanders,JAX,23,,12,0,7,6,55,9.2,0,24,0.5,4.6,85.7%,7.9,,,,,,,,6,9.2,55,0,2
401,Bryan Walters,SEA,27,,13,0,11,6,57,9.5,0,17,0.5,4.4,54.5%,5.2,1,-2,0,-2,-2.0,-0.2,0.1,7,7.9,55,0,0
402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Kris Durham,TEN,26,,4,0,11,6,54,9.0,0,14,1.5,13.5,54.5%,4.9,,,,,,,,6,9.0,54,0,0
404,Garrett Celek,SFO,26,te,3,1,2,2,53,26.5,0,31,0.7,17.7,100.0%,26.5,,,,,,,,2,26.5,53,0,0
405,EJ Manuel,BUF,24,qb,5,4,0,0,0,,0,0,0.0,0.0,0.0%,,16,52,1,8,3.3,10.4,3.2,16,3.3,52,1,1
406,Corey Washington,NYG,23,,14,0,8,5,52,10.4,1,20,0.4,3.7,62.5%,6.5,,,,,,,,5,10.4,52,1,0
407,Marquise Goodwin,BUF,24,,10,0,9,1,42,42.0,0,42,0.1,4.2,11.1%,4.7,3,8,0,12,2.7,0.8,0.3,4,12.5,50,0,1
408,Chris Ogbonnaya,2TM,28,,7,0,1,0,0,,0,0,0.0,0.0,0.0%,0.0,14,50,1,9,3.6,7.1,2.0,14,3.6,50,1,0
409,Kevin Ogletree,NYG,27,,7,0,9,5,50,10.0,0,15,0.7,7.1,55.6%,5.6,,,,,,,,5,10.0,50,0,0
410,Adrien Robinson,NYG,26,te,16,1,7,5,50,10.0,1,29,0.3,3.1,71.4%,7.1,,,,,,,,5,10.0,50,1,0
411,Mike Glennon,TAM,25,qb,6,5,0,0,0,,0,0,0.0,0.0,0.0%,,10,49,0,19,4.9,8.2,1.7,10,4.9,49,0,2
412,James Develin,NWE,26,fb/rb,16,4,8,6,43,7.2,0,13,0.4,2.7,75.0%,5.4,3,5,0,5,1.7,0.3,0.2,9,5.3,48,0,1
413,Chris Gragg,BUF,24,te/wr,10,5,10,7,48,6.9,1,14,0.7,4.8,70.0%,4.8,,,,,,,,7,6.9,48,1,0
414,James Hanna,DAL,25,TE,16,12,6,4,48,12.0,0,27,0.3,3.0,66.7%,8.0,,,,,,,,4,12.0,48,0,0
415,Andrew Sendejo,MIN,27,ss,16,3,0,0,0,,0,0,0.0,0.0,0.0%,,1,48,0,48,48.0,3.0,0.1,1,48.0,48,0,0
416,Trey Watts,STL,23,,14,0,4,3,18,6.0,0,11,0.2,1.3,75.0%,4.5,7,30,0,9,4.3,2.1,0.5,10,4.8,48,0,0
417,Andre Caldwell,DEN,29,wr,16,2,15,5,47,9.4,0,15,0.3,2.9,33.3%,3.1,,,,,,,,5,9.4,47,0,0
418,Jeff Maehl,PHI,25,,8,0,5,5,46,9.2,0,15,0.6,5.8,100.0%,9.2,,,,,,,,5,9.2,46,0,0
419,Matt Spaeth,PIT,31,te/wr,15,8,4,3,46,15.3,1,33,0.2,3.1,75.0%,11.5,,,,,,,,3,15.3,46,1,0
420,Seyi Ajirotutu,SDG,27,wr,16,1,12,4,45,11.3,0,17,0.3,2.8,33.3%,3.8,,,,,,,,4,11.3,45,0,0
421,Frankie Hammond,KAN,24,wr,16,3,11,4,45,11.3,0,22,0.3,2.8,36.4%,4.1,,,,,,,,4,11.3,45,0,0
422,Michael Hoomanawanui,NWE,26,TE,16,12,6,3,44,14.7,0,23,0.2,2.8,50.0%,7.3,,,,,,,,3,14.7,44,0,0
423,Brandon Williams,CAR,27,,14,0,8,4,44,11.0,0,16,0.3,3.1,50.0%,5.5,,,,,,,,4,11.0,44,0,0
424,Michael Cox,NYG,26,,4,0,3,2,9,4.5,0,9,0.5,2.3,66.7%,3.0,4,33,0,17,8.3,8.3,1.0,6,7.0,42,0,0
425,Lee Smith,BUF,27,TE,14,10,8,7,42,6.0,1,18,0.5,3.0,87.5%,5.3,,,,,,,,7,6.0,42,1,0
426,Will Johnson,PIT,25,fb,16,5,9,6,41,6.8,0,18,0.4,2.6,66.7%,4.6,2,0,0,0,0.0,0.0,0.1,8,5.1,41,0,0
427,Luke Stocker,TAM,26,te/wr,13,7,11,7,41,5.9,0,11,0.5,3.2,63.6%,3.7,,,,,,,,7,5.9,41,0,0
428,Brian Hoyer,CLE,29,QB,14,13,0,0,0,,0,0,0.0,0.0,0.0%,,24,39,0,11,1.6,2.8,1.7,24,1.6,39,0,4
429,Chris Thompson,WAS,24,,2,0,7,6,27,4.5,1,9,3.0,13.5,85.7%,3.9,3,12,0,7,4.0,6.0,1.5,9,4.3,39,1,0
430,Fitzgerald Toussaint,BAL,24,,4,0,6,3,27,9.0,0,15,0.8,6.8,50.0%,4.5,6,12,0,12,2.0,3.0,1.5,9,4.3,39,0,0
431,Aaron Dobson,NWE,23,wr,4,1,5,3,38,12.7,0,16,0.8,9.5,60.0%,7.6,,,,,,,,3,12.7,38,0,0
432,Jerrel Jernigan,NYG,25,wr,2,1,9,6,40,6.7,0,11,3.0,20.0,66.7%,4.4,1,-2,0,-2,-2.0,-1.0,0.5,7,5.4,38,0,0
433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Troy Niklas,ARI,22,te,7,2,3,3,38,12.7,0,17,0.4,5.4,100.0%,12.7,,,,,,,,3,12.7,38,0,0
435,Jackie Battle,TEN,31,fb,16,1,5,5,28,5.6,0,12,0.3,1.8,100.0%,5.6,5,9,1,5,1.8,0.6,0.3,10,3.7,37,1,0
436,Tyler Eifert,CIN,24,te,1,1,3,3,37,12.3,0,20,3.0,37.0,100.0%,12.3,,,,,,,,3,12.3,37,0,0
437,Austin Johnson,NOR,25,fb,7,1,2,2,15,7.5,1,13,0.3,2.1,100.0%,7.5,8,22,0,8,2.8,3.1,1.1,10,3.7,37,1,0
438,Austin Davis,STL,25,QB,10,8,0,0,0,,0,0,0.0,0.0,0.0%,,16,36,0,12,2.3,3.6,1.6,16,2.3,36,0,5
439,Case Keenum,2TM,26,,2,2,0,0,0,,0,0,0.0,0.0,0.0%,,10,35,0,13,3.5,17.5,5.0,10,3.5,35,0,1
440,Brian Leonhardt,OAK,24,te,12,3,8,6,35,5.8,1,12,0.5,2.9,75.0%,4.4,,,,,,,,6,5.8,35,1,0
441,Tommy Bohanon,NYJ,24,fb,4,2,2,2,30,15.0,0,16,0.5,7.5,100.0%,15.0,1,3,0,3,3.0,0.8,0.3,3,11.0,33,0,0
442,Darrius Heyward-Bey,PIT,27,wr,16,1,5,3,33,11.0,0,17,0.2,2.1,60.0%,6.6,,,,,,,,3,11.0,33,0,1
443,Mike James,TAM,23,,11,0,1,1,-5,-5.0,0,-5,0.1,-0.5,100.0%,-5.0,19,37,0,9,1.9,3.4,1.7,20,1.6,32,0,0
444,Cyrus Gray,KAN,25,,9,0,0,0,0,,0,0,0.0,0.0,0.0%,,8,31,1,6,3.9,3.4,0.9,8,3.9,31,1,0
445,Erik Lorig,NOR,28,fb,10,6,10,9,27,3.0,1,14,0.9,2.7,90.0%,2.7,3,4,0,4,1.3,0.4,0.3,12,2.6,31,1,1
446,Eli Manning,NYG,33,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,12,31,1,18,2.6,1.9,0.8,12,2.6,31,1,7
447,Vance McDonald,SFO,24,te,8,4,8,2,30,15.0,0,21,0.3,3.8,25.0%,3.8,,,,,,,,2,15.0,30,0,1
448,DeVier Posey,HOU,24,wr,1,1,1,1,30,30.0,0,30,1.0,30.0,100.0%,30.0,,,,,,,,1,30.0,30,0,0
449,Alfonso Smith,SFO,27,,6,0,4,3,11,3.7,0,5,0.5,1.8,75.0%,2.8,7,19,0,12,2.7,3.2,1.2,10,3.0,30,0,0
450,Phillip Supernaw,2TM,24,,8,1,3,3,30,10.0,0,29,0.4,3.8,100.0%,10.0,,,,,,,,3,10.0,30,0,0
451,Derrick Coleman,SEA,24,fb,5,1,2,2,29,14.5,1,15,0.4,5.8,100.0%,14.5,,,,,,,,2,14.5,29,1,0
452,Johnny Manziel,CLE,22,qb,5,2,0,0,0,,0,0,0.0,0.0,0.0%,,9,29,1,10,3.2,5.8,1.8,9,3.2,29,1,1
453,C.J. Fiedorowicz,HOU,23,TE,15,8,7,4,28,7.0,1,9,0.3,1.9,57.1%,4.0,,,,,,,,4,7.0,28,1,0
454,Jerome Felton,MIN,28,fb,16,3,2,0,0,,0,0,0.0,0.0,0.0%,0.0,4,27,0,21,6.8,1.7,0.3,4,6.8,27,0,0
455,Craig Stevens,TEN,30,te,5,4,2,2,26,13.0,0,20,0.4,5.2,100.0%,13.0,,,,,,,,2,13.0,26,0,0
456,Frank Summers,BUF,29,fb,10,6,8,5,9,1.8,0,4,0.5,0.9,62.5%,1.1,6,17,1,4,2.8,1.7,0.6,11,2.4,26,1,0
457,Antwon Blake,PIT,24,lcb,16,1,1,1,25,25.0,0,25,0.1,1.6,100.0%,25.0,,,,,,,,1,25.0,25,0,0
458,Ryan Broyles,DET,26,,5,0,5,2,25,12.5,0,21,0.4,5.0,40.0%,5.0,,,,,,,,2,12.5,25,0,0
459,Chad Henne,JAX,29,qb,3,3,0,0,0,,0,0,0.0,0.0,0.0%,,4,25,0,12,6.3,8.3,1.3,4,6.3,25,0,1
460,Carson Palmer,ARI,35,qb,6,6,1,0,0,,0,0,0.0,0.0,0.0%,0.0,8,25,0,12,3.1,4.2,1.3,8,3.1,25,0,3
461,Derek Anderson,CAR,31,qb,6,2,0,0,0,,0,0,0.0,0.0,0.0%,,8,24,0,8,3.0,4.0,1.3,8,3.0,24,0,2
462,Jay Prosch,HOU,22,fb,16,5,4,1,24,24.0,0,24,0.1,1.5,25.0%,6.0,,,,,,,,1,24.0,24,0,0
463,Taylor Thompson,TEN,25,te,3,1,4,2,24,12.0,0,13,0.7,8.0,50.0%,6.0,,,,,,,,2,12.0,24,0,0
464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Jarrett Boykin,GNB,25,wr,13,3,12,3,23,7.7,0,11,0.2,1.8,25.0%,1.9,,,,,,,,3,7.7,23,0,0
466,Cody Latimer,DEN,22,,8,0,4,2,23,11.5,0,14,0.3,2.9,50.0%,5.8,,,,,,,,2,11.5,23,0,0
467,Griff Whalen,IND,24,,10,0,3,2,23,11.5,0,18,0.2,2.3,66.7%,7.7,,,,,,,,2,11.5,23,0,2
468,Jeremy Stewart,DEN,25,,6,0,0,0,0,,0,0,0.0,0.0,0.0%,,6,22,0,16,3.7,3.7,1.0,6,3.7,22,0,0
469,Kevin Brock,CIN,28,te,14,2,6,5,21,4.2,0,10,0.4,1.5,83.3%,3.5,,,,,,,,5,4.2,21,0,0
470,Gator Hoskins,2TM,23,,15,0,4,3,21,7.0,0,14,0.2,1.4,75.0%,5.3,,,,,,,,3,7.0,21,0,0
471,Ben Roethlisberger*,PIT,32,QB,16,16,0,0,-6,,0,-6,0.0,-0.4,0.0%,,33,27,0,8,0.8,1.7,2.1,33,0.6,21,0,9
472,Kirk Cousins,WAS,26,qb,6,5,0,0,0,,0,0,0.0,0.0,0.0%,,7,20,0,12,2.9,3.3,1.2,7,2.9,20,0,2
473,Demetrius Harris,KAN,23,te,8,3,5,3,20,6.7,0,10,0.4,2.5,60.0%,4.0,,,,,,,,3,6.7,20,0,0
474,Shaun Draughn,3TM,27,,10,0,0,0,0,,0,0,0.0,0.0,0.0%,,10,19,0,6,1.9,1.9,1.0,10,1.9,19,0,0
475,Solomon Patton,2TM,24,,13,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,19,0,19,19.0,1.5,0.1,1,19.0,19,0,1
476,Matt Cassel,MIN,32,qb,3,3,0,0,0,,0,0,0.0,0.0,0.0%,,9,18,0,13,2.0,6.0,3.0,9,2.0,18,0,3
477,Jamize Olawale,OAK,25,,16,0,6,5,18,3.6,2,7,0.3,1.1,83.3%,3.0,2,0,0,0,0.0,0.0,0.1,7,2.6,18,2,0
478,Devin Street,DAL,23,,16,0,7,2,18,9.0,0,9,0.1,1.1,28.6%,2.6,,,,,,,,2,9.0,18,0,0
479,Ray Agnew,CLE,23,FB,12,9,9,3,15,5.0,0,12,0.3,1.3,33.3%,1.7,2,2,0,2,1.0,0.2,0.2,5,3.4,17,0,0
480,Cameron Brate,TAM,23,te,5,1,1,1,17,17.0,0,17,0.2,3.4,100.0%,17.0,,,,,,,,1,17.0,17,0,0
481,Josh Harris,PIT,23,,5,0,0,0,0,,0,0,0.0,0.0,0.0%,,9,16,0,4,1.8,3.2,1.8,9,1.8,16,0,0
482,Nic Jacobs,JAX,23,te,13,4,3,2,16,8.0,1,14,0.2,1.2,66.7%,5.3,,,,,,,,2,8.0,16,1,0
483,Jeff Janis,GNB,23,,3,0,2,2,16,8.0,0,9,0.7,5.3,100.0%,8.0,,,,,,,,2,8.0,16,0,0
484,Christian Ponder,MIN,26,qb,2,1,0,0,0,,0,0,0.0,0.0,0.0%,,4,16,1,8,4.0,8.0,2.0,4,4.0,16,1,0
485,Joe Webb,CAR,28,,7,0,3,1,16,16.0,0,16,0.1,2.3,33.3%,5.3,,,,,,,,1,16.0,16,0,0
486,Chase Daniel,KAN,28,qb,3,1,0,0,0,,0,0,0.0,0.0,0.0%,,4,15,0,9,3.8,5.0,1.3,4,3.8,15,0,0
487,Brian Leonard,NOR,30,,1,0,1,1,15,15.0,0,15,1.0,15.0,100.0%,15.0,,,,,,,,1,15.0,15,0,0
488,David Ausberry,OAK,27,,6,0,4,2,14,7.0,0,7,0.3,2.3,50.0%,3.5,,,,,,,,2,7.0,14,0,0
489,Kyle Orton,BUF,32,QB,12,12,0,0,0,,0,0,0.0,0.0,0.0%,,15,14,1,10,0.9,1.2,1.3,15,0.9,14,1,3
490,Damian Williams,2TM,26,,3,0,1,1,14,14.0,0,14,0.3,4.7,100.0%,14.0,,,,,,,,1,14.0,14,0,0
491,David Bruton,DEN,27,s,14,1,0,0,0,,0,0,0.0,0.0,0.0%,,1,13,0,13,13.0,0.9,0.1,1,13.0,13,0,0
492,Henry Hynoski,NYG,26,fb,16,4,0,0,0,,0,0,0.0,0.0,0.0%,,7,13,0,4,1.9,0.8,0.4,7,1.9,13,0,0
493,Tavarres King,2TM,24,,2,0,3,2,13,6.5,0,7,1.0,6.5,66.7%,4.3,,,,,,,,2,6.5,13,0,0
494,Antonio Andrews,TEN,22,,4,0,2,2,11,5.5,0,6,0.5,2.8,100.0%,5.5,,,,,,,,2,5.5,11,0,0
495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Courtney Roby,ATL,31,,4,0,2,1,11,11.0,0,11,0.3,2.8,50.0%,5.5,,,,,,,,1,11.0,11,0,0
497,Brad Smith,PHI,31,,13,0,3,1,11,11.0,0,11,0.1,0.8,33.3%,3.7,,,,,,,,1,11.0,11,0,0
498,Trey Burton,PHI,23,,15,0,0,0,0,,0,0,0.0,0.0,0.0%,,5,10,0,4,2.0,0.7,0.3,5,2.0,10,0,0
499,Shaun Hill,STL,34,QB,9,8,1,1,0,0.0,0,0,0.1,0.0,100.0%,0.0,10,10,1,9,1.0,1.1,1.1,11,0.9,10,1,7
500,Jimmy Clausen,CHI,27,qb,4,1,0,0,0,,0,0,0.0,0.0,0.0%,,3,9,0,4,3.0,2.3,0.8,3,3.0,9,0,0
501,Jimmy Garoppolo,NWE,23,,6,0,0,0,0,,0,0,0.0,0.0,0.0%,,10,9,0,9,0.9,1.5,1.7,10,0.9,9,0,0
502,LaMichael James,2TM,25,,3,0,1,0,0,,0,0,0.0,0.0,0.0%,0.0,5,9,0,5,1.8,3.0,1.7,5,1.8,9,0,0
503,Karl Klug,TEN,26,,16,0,1,1,9,9.0,0,9,0.1,0.6,100.0%,9.0,,,,,,,,1,9.0,9,0,0
504,Connor Shaw,CLE,23,qb,1,1,0,0,0,,0,0,0.0,0.0,0.0%,,7,9,0,7,1.3,9.0,7.0,7,1.3,9,0,1
505,Josh Cribbs,IND,31,,6,0,1,1,8,8.0,0,8,0.2,1.3,100.0%,8.0,,,,,,,,1,8.0,8,0,3
506,Marcel Jensen,JAX,24,,1,0,1,1,8,8.0,0,8,1.0,8.0,100.0%,8.0,,,,,,,,1,8.0,8,0,0
507,Micheal Spurlock,CHI,31,,1,0,3,1,8,8.0,0,8,1.0,8.0,33.3%,2.7,,,,,,,,1,8.0,8,0,0
508,Jalen Saunders,4TM,22,,15,0,1,1,7,7.0,0,7,0.1,0.5,100.0%,7.0,,,,,,,,1,7.0,7,0,2
509,Aldrick Robinson,2TM,26,,7,0,,1,6,6.0,0,6,0.1,0.9,0.0%,,,,,,,,,1,6.0,6,0,0
510,Brian Schwenke,TEN,23,C,11,11,1,1,6,6.0,0,6,0.1,0.5,100.0%,6.0,,,,,,,,1,6.0,6,0,1
511,Will Tukuafu,SEA,30,fb,9,2,2,1,4,4.0,0,4,0.1,0.4,50.0%,2.0,1,2,0,2,2.0,0.2,0.1,2,3.0,6,0,0
512,Blaine Gabbert,SFO,25,,1,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,5,0,5,5.0,5.0,1.0,1,5.0,5,0,0
513,Jon Ryan,SEA,33,P,16,0,0,0,0,,0,0,0.0,0.0,0.0%,,2,5,0,5,2.5,0.3,0.1,2,2.5,5,0,2
514,Kevin Dorsey,GNB,24,,3,0,2,1,4,4.0,0,4,0.3,1.3,50.0%,2.0,,,,,,,,1,4.0,4,0,0
515,David Johnson,SDG,27,,14,2,,1,4,4.0,0,4,0.1,0.3,0.0%,,,,,,,,,1,4.0,4,0,0
516,Zach Mettenberger,TEN,23,qb,7,6,0,0,0,,0,0,0.0,0.0,0.0%,,5,4,0,8,0.8,0.6,0.7,5,0.8,4,0,4
517,J.J. Watt*+,HOU,25,DE,16,16,3,3,4,1.3,3,2,0.2,0.3,100.0%,1.3,,,,,,,,3,1.3,4,3,0
518,Isa Abdul-Quddus,DET,25,db/ss,16,4,1,1,3,3.0,0,3,0.1,0.2,100.0%,3.0,,,,,,,,1,3.0,3,0,0
519,Brandon Bostick,GNB,25,,13,0,4,2,3,1.5,1,2,0.2,0.2,50.0%,0.8,,,,,,,,2,1.5,3,1,0
520,Craig Dahl,SFO,29,fs,16,1,0,0,0,,0,0,0.0,0.0,0.0%,,1,3,0,3,3.0,0.2,0.1,1,3.0,3,0,0
521,Matt McGloin,OAK,25,,1,0,0,0,0,,0,0,0.0,0.0,0.0%,,2,3,0,3,1.5,3.0,2.0,2,1.5,3,0,0
522,Bear Pascoe,ATL,28,te,16,2,2,2,3,1.5,1,2,0.1,0.2,100.0%,1.5,,,,,,,,2,1.5,3,1,0
523,Donald Penn,OAK,31,LT,16,16,1,1,3,3.0,1,3,0.1,0.2,100.0%,3.0,,,,,,,,1,3.0,3,1,0
524,Edwin Baker,NOR,23,,3,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,2,0,2,2.0,0.7,0.3,1,2.0,2,0,0
525,Danny McCray,CHI,26,,15,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,2,0,2,2.0,0.1,0.1,1,2.0,2,0,0
526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Matt Simms,NYJ,26,,1,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,2,0,2,2.0,2.0,1.0,1,2.0,2,0,0
528,Tress Way,WAS,24,P,16,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,2,0,2,2.0,0.1,0.1,1,2.0,2,0,1
529,Khalif Barnes,OAK,32,lg/RT/t,14,13,1,1,1,1.0,0,1,0.1,0.1,100.0%,1.0,,,,,,,,1,1.0,1,0,1
