,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
19,Jordan Norwood,DEN,30,wr,14,6,25,204,0,17,8.2,3,65,0,27,21.7,501
20,Jamison Crowder,WAS,23,WR,16,9,27,328,1,85,12.1,,,,,,1173
21,Cordarrelle Patterson*+,MIN,25,WR,16,8,1,9,0,9,9.0,25,792,1,104,31.7,1297
22,Isaiah Burse,SDG,25,wr,9,1,15,96,0,21,6.4,9,188,0,30,20.9,284
23,Danny Amendola,NWE,31,wr,12,4,18,121,0,30,6.7,5,129,0,73,25.8,493
24,Jeremy Kerley,SFO,28,WR,16,13,21,158,0,26,7.5,2,32,0,20,16.0,857
25,Marcus Sherels,MIN,29,,11,0,21,292,2,79,13.9,2,35,0,18,17.5,327
26,Benny Cunningham,LAR,26,,11,0,,,,,,22,599,0,61,27.2,791
27,Tommylee Lewis,NOR,24,wr,12,1,14,160,0,59,11.4,8,152,0,26,19.0,399
28,Rashad Greene,JAX,24,,8,0,21,131,0,42,6.2,,,,,,163
29,JaCorey Shepherd,SFO,23,,11,0,,,,,,21,456,0,41,21.7,456
30,,,,,,,,,,,,,,,,,
31,Marqise Lee,JAX,25,wr,16,6,2,3,0,3,1.5,18,545,1,100,30.3,1434
32,Pharoh Cooper,LAR,21,wr,10,3,5,5,0,6,1.0,14,323,0,51,23.1,434
33,Cyrus Jones,NWE,23,db,10,1,11,46,0,13,4.2,8,180,0,43,22.5,226
34,Eddie Royal,CHI,30,wr,9,1,19,166,1,65,8.7,,,,,,535
35,Bryan Walters,JAX,29,wr,10,3,17,86,0,14,5.1,2,39,0,23,19.5,360
36,John Brown,ARI,26,wr,15,6,17,119,0,32,7.0,1,51,0,51,51.0,697
37,Julian Edelman,NWE,30,WR,16,13,15,135,0,23,9.0,3,44,0,19,14.7,1342
38,Brittan Golden,ARI,28,wr,12,1,7,30,0,8,4.3,11,266,0,49,24.2,378
39,Duke Johnson,CLE,23,rb,16,1,17,112,0,18,6.6,1,19,0,19,19.0,1003
40,Nick Marshall,NYJ,24,,8,0,6,39,0,27,6.5,12,168,0,28,14.0,221
41,Ty Montgomery,GNB,23,rb,15,6,,,,,,18,366,0,40,20.3,1171
42,Darren Sproles*,PHI,33,rb,15,5,17,224,0,66,13.2,1,19,0,19,19.0,1108
43,Dexter McCluster,SDG,27,,6,0,8,57,0,16,7.1,9,182,0,30,20.2,277
44,Kalif Raymond,DEN,22,,4,0,11,111,0,25,10.1,6,137,0,40,22.8,248
45,Chris Thompson,WAS,26,,16,0,,,,,,17,360,0,28,21.2,1065
46,Mario Alford,CLE,24,,3,0,8,68,0,17,8.5,8,190,0,36,23.8,258
47,Quan Bray,IND,23,,6,0,7,58,0,20,8.3,9,231,0,39,25.7,332
48,Antonio Brown*+,PIT,28,WR,15,15,15,140,0,33,9.3,1,23,0,23,23.0,1456
49,Jarvis Landry*,MIA,24,WR,16,16,16,163,0,20,10.2,,,,,,1316
50,Jordan Todman,IND,26,,16,0,,,,,,16,478,1,99,29.9,537
51,De'Anthony Thomas,KAN,23,,12,0,,,,,,15,338,0,41,22.5,402
52,Adam Jones,CIN,33,cb/RCB,16,16,10,51,0,15,5.1,4,79,0,23,19.8,132
53,Patrick Peterson*,ARI,26,LCB,16,16,13,81,0,17,6.2,1,11,0,11,11.0,119
54,Bobby Rainey,NYG,29,,15,0,6,39,0,15,6.5,8,204,0,38,25.5,459
55,Kenyan Drake,MIA,22,rb,16,1,,,,,,13,397,1,96,30.5,622
56,Will Fuller,HOU,22,WR,14,13,11,165,1,67,15.0,2,31,0,19,15.5,828
57,Corey Grant,JAX,25,rb,11,1,,,,,,13,268,0,32,20.6,467
58,Josh Huff,2TM,25,,10,2,,,,,,13,324,1,98,24.9,452
59,Marcus Murphy,NOR,25,,3,0,6,57,0,22,9.5,7,105,0,26,15.0,165
60,Chester Rogers,IND,22,wr,14,2,13,119,0,30,9.2,,,,,,392
61,,,,,,,,,,,,,,,,,
62,Fitzgerald Toussaint,PIT,26,,16,0,,,,,,13,278,0,33,21.4,369
63,Trevor Davis,GNB,23,,11,0,9,115,0,55,12.8,3,64,0,26,21.3,203
64,Jeremy Ross,2TM,28,,6,1,1,10,0,10,10.0,11,224,0,28,20.4,271
65,Fozzy Whittaker,CAR,27,,16,0,,,,,,12,275,0,47,22.9,766
66,Kenjon Barner,PHI,26,,13,0,2,22,0,22,11.0,9,277,0,61,30.8,470
67,Micah Hyde,GNB,26,cb/de/rcb/s/ss,16,11,11,64,0,19,5.8,,,,,,75
68,Odell Beckham*,NYG,24,WR,16,16,10,66,0,19,6.6,,,,,,1442
69,Travaris Cadet,NOR,27,rb,15,1,,,,,,10,144,0,25,14.4,444
70,Knile Davis,2TM,25,,11,0,,,,,,10,207,0,30,20.7,260
71,Andre Ellington,ARI,27,,16,0,,,,,,10,163,0,25,16.3,344
72,Ryan Smith,TAM,23,,14,0,,,,,,10,169,0,24,16.9,169
73,Travis Benjamin,SDG,27,WR,14,8,9,59,0,18,6.6,,,,,,733
74,Akeem Hunt,HOU,23,,8,0,,,,,,9,194,0,39,21.6,332
75,Ricardo Louis,CLE,22,fb/wr,16,3,,,,,,9,164,0,24,18.2,370
76,Wendell Smallwood,PHI,22,rb,13,3,,,,,,9,261,1,86,29.0,628
77,Mike Thomas,LAR,22,,15,0,,,,,,9,180,0,41,20.0,217
78,George Atkinson,CLE,24,,16,0,,,,,,8,137,0,21,17.1,171
79,Taiwan Jones,OAK,28,,13,0,,,,,,8,112,0,21,14.0,147
80,Cody Latimer,DEN,24,wr,12,1,,,,,,8,200,0,46,25.0,276
81,Reggie Bush,BUF,31,,13,0,2,13,0,13,6.5,5,103,0,35,20.6,203
82,T.J. Carrie,OAK,26,cb/rcb,16,3,7,74,0,18,10.6,,,,,,88
83,Tracy Howard,CLE,22,fs,15,3,,,,,,7,111,0,21,15.9,111
84,Chris Moore,BAL,23,,15,0,,,,,,7,162,0,34,23.1,227
85,Eli Rogers,PIT,24,wr,13,8,7,45,0,15,6.4,,,,,,645
86,C.J. Spiller,2TM,29,,6,0,,,,,,7,142,0,24,20.3,210
87,Adam Thielen,MIN,26,WR,16,10,6,8,0,9,1.3,1,19,0,19,19.0,1009
88,Rex Burkhead,CIN,26,rb,16,1,,,,,,6,114,0,26,19.0,603
89,Sammie Coates,PIT,23,wr,14,5,,,,,,6,150,0,44,25.0,599
90,Chris Davis,SFO,26,c,4,1,,,,,,6,129,0,26,21.5,129
91,Stefon Diggs,MIN,23,WR,13,11,6,45,0,19,7.5,,,,,,958
92,,,,,,,,,,,,,,,,,
93,Jeff Janis,GNB,25,wr,16,1,,,,,,6,119,0,28,19.8,250
94,Joe Webb,CAR,30,,14,0,,,,,,6,131,0,37,21.8,134
95,Nelson Agholor,PHI,23,WR,15,14,,,,,,5,92,0,27,18.4,471
96,Will Blackmon,WAS,32,fs,15,6,1,16,0,16,16.0,4,109,0,45,27.3,204
97,Michael Campanaro,BAL,25,,3,0,5,63,0,17,12.6,,,,,,135
98,Josh Ferguson,IND,23,,16,0,1,0,0,0,0.0,4,80,0,24,20.0,236
99,Cobi Hamilton,PIT,26,WR,11,8,,,,,,5,83,0,20,16.6,317
100,Vernon Hargreaves,TAM,21,CB,16,16,5,29,0,12,5.8,,,,,,29
101,Cre'von LeBlanc,CHI,22,CB/db,13,9,5,43,0,13,8.6,,,,,,67
102,Paul Richardson,SEA,24,,15,0,,,,,,5,105,0,32,21.0,398
103,Antonio Andrews,TEN,24,,16,0,,,,,,4,37,0,17,9.3,52
104,Kapri Bibbs,DEN,23,,12,0,,,,,,4,79,0,26,19.8,283
105,Randall Cobb,GNB,26,WR,13,10,4,54,0,23,13.5,,,,,,697
106,Braxton Miller,HOU,24,wr,10,6,1,1,0,1,1.0,3,41,0,17,13.7,141
107,Griff Whalen,SDG,26,,8,0,,,,,,4,56,0,25,14.0,78
108,Bralon Addison,CHI,23,,2,0,2,3,0,3,1.5,1,18,0,18,18.0,36
109,Cole Beasley,DAL,27,fb/wr,16,6,3,3,0,3,1.0,,,,,,843
110,Bryce Callahan,CHI,25,CB/db,11,10,1,3,0,3,3.0,2,17,0,17,8.5,20
111,James Develin,NWE,28,fb/rb,16,4,,,,,,3,35,0,15,11.7,53
112,Justin Gilbert,PIT,25,,12,0,,,,,,3,69,0,32,23.0,69
113,Justin Hardy,ATL,25,wr,16,3,,,,,,3,52,0,32,17.3,255
114,Maurice Harris,WAS,24,,10,0,,,,,,3,47,0,26,15.7,113
115,Tim Hightower,NOR,30,rb,16,1,,,,,,3,61,0,31,20.3,809
116,T.Y. Hilton*,IND,27,WR,16,16,1,5,0,5,5.0,2,5,0,5,2.5,1458
117,Craig Mager,SDG,24,cb/lcb/rcb,11,8,,,,,,3,63,0,23,21.0,71
118,Christine Michael,2TM,26,,15,7,,,,,,3,64,0,30,21.3,754
119,Matthew Slater*+,NWE,31,,13,0,,,,,,3,52,0,19,17.3,57
120,Lardarius Webb,BAL,31,FS/rcb/s,16,16,2,3,0,3,1.5,1,8,0,8,8.0,11
121,Damien Williams,MIA,24,,15,0,,,,,,3,32,0,17,10.7,396
122,Kendall Wright,TEN,27,wr,11,4,,,,,,3,32,0,15,10.7,463
123,,,,,,,,,,,,,,,,,
124,Arrelious Benn,JAX,28,,15,0,,,,,,2,16,0,16,8.0,132
125,Ka'Deem Carey,CHI,24,,12,0,,,,,,2,38,0,22,19.0,219
126,Mike Davis,SFO,23,rb,8,1,,,,,,2,18,0,12,9.0,93
127,Lance Dunbar,DAL,26,,13,0,,,,,,2,32,0,16,16.0,185
128,Jerome Felton,BUF,30,fb,15,4,,,,,,2,18,0,11,9.0,88
129,Joe Haden,CLE,27,CB,13,13,2,18,0,13,9.0,,,,,,27
130,Dion Lewis,NWE,26,rb,7,5,,,,,,2,35,0,23,17.5,412
131,Cassius Marsh,SEA,24,lb,16,1,,,,,,2,17,0,10,8.5,17
132,Byron Marshall,PHI,22,,3,0,,,,,,2,36,0,23,18.0,110
133,Keshawn Martin,SFO,26,,1,0,,,,,,2,37,0,20,18.5,37
134,Devin McCourty*,NWE,29,S,16,16,,,,,,2,9,0,9,4.5,12
135,David Morgan,MIN,23,,12,0,,,,,,2,29,0,18,14.5,33
136,Raheem Mostert,2TM,24,,3,0,0,33,0,33,,2,35,0,26,17.5,74
137,JJ Nelson,ARI,24,wr,15,6,,,,,,2,53,0,39,26.5,704
138,Nick O'Leary,BUF,24,te,16,7,,,,,,2,27,0,14,13.5,141
139,Jordan Poyer,CLE,25,fs,6,6,2,2,0,2,1.0,,,,,,2
140,Aldrick Robinson,ATL,28,wr,16,1,,,,,,2,27,0,16,13.5,350
141,Dwayne Washington,DET,22,rb,12,2,,,,,,2,46,0,25,23.0,373
142,James White,NWE,24,rb,16,4,,,,,,2,28,0,18,14.0,745
143,D.J. Alexander*,KAN,25,lilb,16,1,1,0,0,0,0.0,,,,,,0
144,Matt Asiata,MIN,29,rb,16,6,,,,,,1,11,0,11,11.0,676
145,Josh Bellamy,CHI,27,wr,16,2,,,,,,1,15,0,15,15.0,334
146,Antwon Blake,TEN,26,cb,16,1,1,1,0,1,1.0,,,,,,-1
147,Austin Blythe,IND,24,rt,8,1,,,,,,1,10,0,10,10.0,10
148,Nick Boyle,BAL,23,,6,0,,,,,,1,0,0,0,0.0,44
149,Bashaud Breeland,WAS,24,CB,14,14,,,,,,1,18,0,18,18.0,50
150,Aaron Burbridge,SFO,23,wr,16,3,1,0,0,0,0.0,,,,,,88
151,Damiere Byrd,CAR,23,,1,0,,,,,,1,31,0,31,31.0,47
152,Jairus Byrd,NOR,30,FS/s,16,16,1,2,0,2,2.0,,,,,,37
153,Patrick Chung,NWE,29,S,16,16,1,7,0,7,7.0,,,,,,11
154,,,,,,,,,,,,,,,,,
155,Brandin Cooks,NOR,23,WR,16,12,1,2,0,2,2.0,,,,,,1205
156,Geremy Davis,SDG,24,,3,0,,,,,,1,9,0,9,9.0,9
157,Ryan Davis,DAL,27,,9,0,,,,,,1,0,0,0,0.0,0
158,Seth Devalve,CLE,23,te,12,2,,,,,,1,13,0,13,13.0,140
159,Patrick DiMarco,ATL,27,FB,16,8,,,,,,1,14,0,14,14.0,66
160,Quinton Dunbar,WAS,24,cb,14,2,1,0,0,0,0.0,,,,,,31
161,Quincy Enunwa,NYJ,24,WR,16,13,,,,,,1,54,0,54,54.0,923
162,Zach Ertz,PHI,26,TE,14,12,,,,,,1,8,0,8,8.0,824
163,Gavin Escobar,DAL,25,te,16,1,,,,,,1,5,0,5,5.0,35
164,Marwin Evans,GNB,23,,16,0,1,0,0,0,0.0,,,,,,0
165,D.J. Foster,NWE,23,,3,0,,,,,,1,30,0,30,30.0,56
166,Mike Gillislee,BUF,26,rb,15,1,,,,,,1,19,0,19,19.0,646
167,MarQueis Gray,MIA,27,te,16,7,,,,,,1,11,0,11,11.0,185
168,De'Vante Harris,NOR,23,cb,10,1,1,0,0,0,0.0,,,,,,0
169,Demetrius Harris,KAN,25,TE,16,11,,,,,,1,19,0,19,19.0,169
170,DuJuan Harris,SFO,28,rb,10,1,,,,,,1,18,0,18,18.0,271
171,Hunter Henry,SDG,22,TE,15,10,,,,,,1,10,0,10,10.0,488
172,Mark Herzlich,NYG,29,,14,0,,,,,,1,2,0,2,2.0,2
173,Julian Howsare,NYJ,24,,2,0,,,,,,1,15,0,15,15.0,15
174,Charles James,2TM,26,,13,0,,,,,,1,18,0,18,18.0,18
175,Charles Johnson,MIN,27,wr,16,7,,,,,,1,16,0,16,16.0,250
176,Dontae Johnson,SFO,25,,15,0,1,25,0,25,25.0,,,,,,25
177,Chandler Jones,ARI,26,LB,16,16,1,0,0,0,0.0,,,,,,0
178,Paul Lasike,CHI,26,fb/wr,10,3,,,,,,1,5,0,5,5.0,16
179,Darren McFadden,DAL,29,rb,3,2,,,,,,1,30,0,30,30.0,134
180,J.D. McKissic,SEA,23,,1,0,,,,,,1,22,0,22,22.0,40
181,Alfred Morris,DAL,28,,14,0,,,,,,1,12,0,12,12.0,266
182,Quinton Patton,SFO,26,WR,14,14,,,,,,1,11,0,11,11.0,419
183,Niles Paul,WAS,27,te,8,1,,,,,,1,14,0,14,14.0,41
184,Jay Prosch,HOU,24,fb,15,1,,,,,,1,10,0,10,10.0,25
185,,,,,,,,,,,,,,,,,
186,Damarious Randall,GNB,24,LCB,10,9,1,2,0,2,2.0,,,,,,93
187,Chase Reynolds,LAR,29,,16,0,,,,,,1,0,0,0,0.0,4
188,Darryl Roberts,NYJ,26,db/lb,12,2,1,0,0,0,0.0,,,,,,0
189,Denard Robinson,JAX,26,rb,13,1,,,,,,1,13,0,13,13.0,179
190,Richard Rodgers,GNB,24,te,16,6,,,,,,1,0,0,0,0.0,271
191,Rashad Ross,WAS,26,,5,0,,,,,,1,22,0,22,22.0,30
192,Richard Sherman*,SEA,28,cb/LCB,16,16,1,6,0,6,6.0,,,,,,57
193,Cecil Shorts,TAM,29,wr,9,5,,,,,,1,19,0,19,19.0,171
194,Buster Skrine,NYJ,27,CB,14,14,1,0,0,0,0.0,,,,,,51
195,Chris Smith,JAX,24,,6,0,,,,,,1,0,0,0,0.0,0
196,Rod Smith,DAL,24,,7,0,,,,,,1,19,0,19,19.0,23
197,Torrey Smith,SFO,27,WR,12,12,,,,,,1,13,0,13,13.0,280
198,Aqib Talib*+,DEN,30,LCB,13,13,1,1,0,1,1.0,,,,,,87
199,Laquon Treadwell,MIN,21,wr,9,1,,,,,,1,0,0,0,0.0,15
200,Paul Turner,PHI,23,wr,4,2,,,,,,1,11,0,11,11.0,137
201,DeAndre Washington,OAK,23,rb,14,2,,,,,,1,20,0,20,20.0,602
202,Kenny Wiggins,SDG,28,t,13,1,,,,,,1,0,0,0,0.0,0
203,Brandon Williams,SEA,29,fb,16,1,,,,,,1,12,0,12,12.0,48
204,Tramon Williams,CLE,33,cb/db/ss,12,7,1,0,0,0,0.0,,,,,,0
205,Luke Willson,SEA,26,te/wr,11,6,,,,,,1,0,0,0,0.0,129
206,Albert Wilson,KAN,24,wr,16,5,,,,,,1,13,0,13,13.0,342
