,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb
250,James O'Shaughnessy,JAX,25,te,16,1,24,14,58.3%,149,10.6,1,29,6.2,0.9,9.3,0
251,De'Anthony Thomas,KAN,24,wr,16,2,16,14,87.5%,143,10.2,2,57,8.9,0.9,8.9,1
252,Mike Tolbert,BUF,32,,12,0,17,14,82.4%,78,5.6,0,12,4.6,1.2,6.5,2
253,Tavon Austin,LAR,27,WR,16,9,22,13,59.1%,47,3.6,0,13,2.1,0.8,2.9,5
254,Daniel Brown,CHI,25,te,14,2,20,13,65.0%,129,9.9,0,17,6.5,0.9,9.2,0
255,Brent Celek,PHI,32,TE,16,10,24,13,54.2%,130,10.0,1,28,5.4,0.8,8.1,0
256,Jakeem Grant,MIA,25,,16,0,22,13,59.1%,203,15.6,2,65,9.2,0.8,12.7,2
257,Ryan Griffin,HOU,27,te,7,6,26,13,50.0%,158,12.2,1,35,6.1,1.9,22.6,0
258,Andre Holmes,BUF,29,wr,14,2,22,13,59.1%,120,9.2,3,36,5.5,0.9,8.6,0
259,Niles Paul,WAS,28,te/wr,14,8,19,13,68.4%,94,7.2,0,32,4.9,0.9,6.7,0
260,Wendell Smallwood,PHI,23,rb,8,3,18,13,72.2%,103,7.9,0,24,5.7,1.6,12.9,0
261,Jordan Taylor,DEN,25,wr,10,2,20,13,65.0%,142,10.9,0,30,7.1,1.3,14.2,1
262,Brandon Williams,IND,30,TE/wr,14,10,17,13,76.5%,121,9.3,0,32,7.1,0.9,8.6,0
263,Phillip Dorsett,NWE,24,wr,15,2,18,12,66.7%,194,16.2,0,39,10.8,0.8,12.9,0
264,Alex Erickson,CIN,25,,16,0,16,12,75.0%,180,15.0,1,37,11.3,0.8,11.3,6
265,Anthony Fasano,MIA,33,te,16,6,16,12,75.0%,107,8.9,1,29,6.7,0.8,6.7,1
266,Richard Rodgers,GNB,25,te,15,1,19,12,63.2%,160,13.3,1,36,8.4,0.8,10.7,0
267,Ricky Seals-Jones,ARI,22,te,10,1,28,12,42.9%,201,16.8,3,29,7.2,1.2,20.1,0
268,Adam Shaheen,CHI,23,te,13,7,14,12,85.7%,127,10.6,3,31,9.1,0.9,9.8,0
269,Levine Toilolo,ATL,26,TE,15,12,14,12,85.7%,122,10.2,1,25,8.7,0.8,8.1,0
270,Nick Vannett,SEA,24,te,15,4,15,12,80.0%,124,10.3,1,21,8.3,0.8,8.3,0
271,Chris Conley,KAN,25,wr,5,5,16,11,68.8%,175,15.9,0,35,10.9,2.2,35.0,0
272,Dalvin Cook,MIN,22,rb,4,4,16,11,68.8%,90,8.2,0,36,5.6,2.8,22.5,1
273,Pharoh Cooper*+,LAR,22,wr,16,1,19,11,57.9%,84,7.6,0,26,4.4,0.7,5.3,3
274,Derrick Henry,TEN,23,rb,16,2,17,11,64.7%,136,12.4,1,66,8.0,0.7,8.5,1
275,Troy Niklas,ARI,25,TE/wr,15,11,23,11,47.8%,132,12.0,1,21,5.7,0.7,8.8,0
276,Adrian Peterson,2TM,32,,10,7,19,11,57.9%,70,6.4,0,13,3.7,1.1,7.0,3
277,,,,,,,,,,,,,,,,,
278,Josh Reynolds,LAR,22,wr,16,1,24,11,45.8%,104,9.5,1,28,4.3,0.7,6.5,0
279,Mike Williams,LAC,23,wr,10,1,23,11,47.8%,95,8.6,0,20,4.1,1.1,9.5,0
280,Dwayne Allen,NWE,27,p/TE,16,8,22,10,45.5%,86,8.6,1,22,3.9,0.6,5.4,0
281,Damiere Byrd,CAR,24,wr,8,3,17,10,58.8%,105,10.5,2,31,6.2,1.3,13.1,0
282,Corey Clement,PHI,23,,16,0,15,10,66.7%,123,12.3,2,28,8.2,0.6,7.7,0
283,Michael Floyd,MIN,28,wr,11,1,17,10,58.8%,78,7.8,0,19,4.6,0.9,7.1,0
284,Tommylee Lewis,NOR,25,,15,0,14,10,71.4%,116,11.6,1,52,8.3,0.7,7.7,1
285,David Morgan,MIN,24,te,15,6,12,10,83.3%,95,9.5,1,23,7.9,0.7,6.3,0
286,Breshad Perriman,BAL,24,wr,11,3,35,10,28.6%,77,7.7,0,14,2.2,0.9,7.0,0
287,C.J. Uzomah,CIN,24,te,14,4,15,10,66.7%,92,9.2,1,21,6.1,0.7,6.6,0
288,Kerwynn Williams,ARI,26,rb,16,6,15,10,66.7%,93,9.3,0,25,6.2,0.6,5.8,0
289,Malcolm Brown,LAR,24,rb,11,1,11,9,81.8%,53,5.9,0,16,4.8,0.8,4.8,1
290,Chad Hansen,NYJ,22,wr,15,1,17,9,52.9%,94,10.4,0,24,5.5,0.6,6.3,0
291,Jeff Heuerman,DEN,25,te,14,6,21,9,42.9%,142,15.8,2,54,6.8,0.6,10.1,0
292,Johnny Holton,OAK,26,wr,16,1,18,9,50.0%,218,24.2,3,64,12.1,0.6,13.6,3
293,Aaron Jones,GNB,23,rb,12,4,18,9,50.0%,22,2.4,0,9,1.2,0.8,1.8,0
294,Doug Martin,TAM,28,RB,11,8,18,9,50.0%,84,9.3,0,17,4.7,0.8,7.6,1
295,Thomas Rawls,SEA,24,rb,12,3,13,9,69.2%,94,10.4,0,22,7.2,0.8,7.8,1
296,Jacquizz Rodgers,TAM,27,rb,16,4,11,9,81.8%,74,8.2,0,15,6.7,0.6,4.6,0
297,Robert Turbin,IND,28,rb,6,1,11,9,81.8%,56,6.2,0,16,5.1,1.5,9.3,0
298,Clive Walford,OAK,26,,13,0,13,9,69.2%,80,8.9,0,26,6.2,0.7,6.2,0
299,Kasen Williams,CLE,25,wr,7,2,18,9,50.0%,84,9.3,0,14,4.7,1.3,12.0,0
300,Jerell Adams,NYG,25,wr,16,1,11,8,72.7%,92,11.5,0,38,8.4,0.5,5.8,0
301,Brenton Bersin,CAR,27,wr,8,1,14,8,57.1%,128,16.0,0,27,9.1,1.0,16.0,0
302,LeGarrette Blount,PHI,31,RB,16,11,8,8,100.0%,50,6.3,1,20,6.3,0.5,3.1,1
303,Derek Carrier,LAR,27,te/wr,14,3,11,8,72.7%,71,8.9,0,17,6.5,0.6,5.1,0
304,Amara Darboh,SEA,23,,16,0,13,8,61.5%,71,8.9,0,16,5.5,0.5,4.4,0
305,Tyler Ervin,HOU,24,,4,0,11,8,72.7%,38,4.8,0,7,3.5,2.0,9.5,0
306,Tre McBride,CHI,25,wr,8,3,15,8,53.3%,144,18.0,0,45,9.6,1.0,18.0,0
307,Louis Murphy,SFO,30,wr,7,7,17,8,47.1%,121,15.1,1,40,7.1,1.1,17.3,0
308,,,,,,,,,,,,,,,,,
309,Paul Perkins,NYG,23,rb,11,4,10,8,80.0%,46,5.8,0,11,4.6,0.7,4.2,0
310,Travis Rudolph,NYG,22,wr,7,1,21,8,38.1%,101,12.6,0,29,4.8,1.1,14.4,0
311,Lee Smith,OAK,30,TE/wr,16,9,11,8,72.7%,76,9.5,0,21,6.9,0.5,4.8,0
312,Willie Snead,NOR,25,wr,11,7,16,8,50.0%,92,11.5,0,26,5.8,0.7,8.4,1
313,Jonathan Stewart,CAR,30,RB,15,10,15,8,53.3%,52,6.5,1,21,3.5,0.5,3.5,3
314,Eric Tomlinson,NYJ,25,TE/wr,14,12,11,8,72.7%,121,15.1,1,34,11.0,0.6,8.6,0
315,Austin Traylor,DEN,24,te,7,3,13,8,61.5%,100,12.5,0,34,7.7,1.1,14.3,0
316,Alfred Blue,HOU,26,,11,0,9,7,77.8%,54,7.7,0,14,6.0,0.6,4.9,0
317,Leonte Carroo,MIA,23,,14,0,12,7,58.3%,69,9.9,0,21,5.8,0.5,4.9,0
318,Chris Carson,SEA,23,rb,4,3,8,7,87.5%,59,8.4,1,10,7.4,1.8,14.8,0
319,Patrick DiMarco,BUF,28,FB/rb,16,9,10,7,70.0%,28,4.0,0,9,2.8,0.4,1.8,0
320,C.J. Ham,MIN,24,fb,16,1,8,7,87.5%,68,9.7,0,12,8.5,0.4,4.3,0
321,Alfred Morris,DAL,29,rb,14,5,9,7,77.8%,45,6.4,0,13,5.0,0.5,3.2,0
322,Aaron Ripkowski,GNB,25,fb,16,2,10,7,70.0%,39,5.6,0,12,3.9,0.4,2.4,0
323,Darren Sproles,PHI,34,,3,0,12,7,58.3%,73,10.4,0,16,6.1,2.3,24.3,1
324,Logan Thomas,BUF,26,te,12,2,9,7,77.8%,67,9.6,1,22,7.4,0.6,5.6,0
325,Ross Travis,2TM,24,,15,3,17,7,41.2%,76,10.9,0,20,4.5,0.5,5.1,1
326,Tommy Bohanon,JAX,27,FB,16,10,11,6,54.5%,43,7.2,1,14,3.9,0.4,2.7,0
327,Kaelin Clay,2TM,25,,13,2,19,6,31.6%,85,14.2,0,28,4.5,0.5,6.5,3
328,Sammie Coates,CLE,24,wr,12,1,11,6,54.5%,70,11.7,0,38,6.4,0.5,5.8,0
329,James Develin*,NWE,29,fb/rb/te,16,7,10,6,60.0%,38,6.3,0,10,3.8,0.4,2.4,0
330,D'Onta Foreman,HOU,21,rb,10,1,8,6,75.0%,83,13.8,0,34,10.4,0.6,8.3,2
331,Michael Hoomanawanui,NOR,29,TE,14,10,10,6,60.0%,52,8.7,1,25,5.2,0.4,3.7,0
332,David Johnson,ARI,26,rb,1,1,9,6,66.7%,67,11.2,0,24,7.4,6.0,67.0,2
333,Eddie Lacy,SEA,27,rb,9,3,6,6,100.0%,47,7.8,0,14,7.8,0.7,5.2,0
334,Josh Malone,CIN,21,wr,11,7,17,6,35.3%,63,10.5,1,25,3.7,0.5,5.7,0
335,Byron Marshall,WAS,23,,4,0,8,6,75.0%,36,6.0,0,12,4.5,1.5,9.0,0
336,Jaydon Mickens,JAX,23,,10,0,11,6,54.5%,77,12.8,2,41,7.0,0.6,7.7,4
337,Jamize Olawale,OAK,28,,12,0,7,6,85.7%,33,5.5,0,9,4.7,0.5,2.8,1
338,Branden Oliver,LAC,26,,8,0,11,6,54.5%,26,4.3,0,11,2.4,0.8,3.3,0
339,,,,,,,,,,,,,,,,,
340,C.J. Prosise,SEA,23,,5,0,11,6,54.5%,87,14.5,0,46,7.9,1.2,17.4,0
341,Brian Quick,WAS,28,wr,11,1,8,6,75.0%,76,12.7,0,31,9.5,0.5,6.9,0
342,Anthony Sherman,KAN,29,fb,16,3,8,6,75.0%,47,7.8,0,11,5.9,0.4,2.9,0
343,Neal Sterling,NYJ,25,fb,11,1,10,6,60.0%,82,13.7,0,35,8.2,0.5,7.5,0
344,ArDarius Stewart,NYJ,24,wr,15,2,13,6,46.2%,82,13.7,0,46,6.3,0.4,5.5,0
345,Ryan Switzer,DAL,23,,16,0,7,6,85.7%,41,6.8,0,12,5.9,0.4,2.6,1
346,Brandon Tate,BUF,30,wr,13,1,14,6,42.9%,81,13.5,1,24,5.8,0.5,6.2,1
347,Lawrence Thomas,NYJ,24,fb/rb,14,4,7,6,85.7%,43,7.2,0,15,6.1,0.4,3.1,0
348,Kenjon Barner,PHI,27,rb,13,1,8,5,62.5%,56,11.2,0,22,7.0,0.4,4.3,3
349,Alan Cross,TAM,24,fb/te,8,4,6,5,83.3%,58,11.6,0,23,9.7,0.6,7.3,0
350,Trevor Davis,GNB,24,,16,0,7,5,71.4%,70,14.0,0,29,10.0,0.3,4.4,0
351,Brittan Golden,ARI,29,,13,0,9,5,55.6%,70,14.0,0,29,7.8,0.4,5.4,0
352,Xavier Grimble,PIT,25,te/wr,15,2,9,5,55.6%,32,6.4,1,12,3.6,0.3,2.1,0
353,Chris Johnson,ARI,32,rb,4,3,6,5,83.3%,43,8.6,0,15,7.2,1.3,10.8,0
354,Marcus Johnson,PHI,23,,10,0,8,5,62.5%,45,9.0,0,16,5.6,0.5,4.5,1
355,Ben Koyack,JAX,24,te,16,3,7,5,71.4%,38,7.6,0,21,5.4,0.3,2.4,0
356,Freddie Martino,TAM,26,,8,0,6,5,83.3%,96,19.2,0,39,16.0,0.6,12.0,0
357,Tanner McEvoy,SEA,24,,15,0,9,5,55.6%,113,22.6,0,53,12.6,0.3,7.5,1
358,Bobby Rainey,BAL,30,,4,0,7,5,71.4%,18,3.6,0,12,2.6,1.3,4.5,0
359,Hunter Sharp,2TM,23,,3,1,9,5,55.6%,54,10.8,1,21,6.0,1.7,18.0,0
360,Keith Smith,DAL,25,fb,16,3,5,5,100.0%,26,5.2,0,12,5.2,0.3,1.6,0
361,Mike Thomas,LAR,23,wr,8,1,7,5,71.4%,93,18.6,0,50,13.3,0.6,11.6,1
362,Chris Thompson,HOU,23,,13,0,6,5,83.3%,84,16.8,0,32,14.0,0.4,6.5,3
363,Bryce Treggs,CLE,23,wr,6,1,18,5,27.8%,79,15.8,0,20,4.4,0.8,13.2,1
364,Fozzy Whittaker,CAR,28,,12,0,6,5,83.3%,47,9.4,1,28,7.8,0.4,3.9,0
365,Noah Brown,DAL,21,wr,13,1,9,4,44.4%,33,8.3,0,14,3.7,0.3,2.5,0
366,Michael Clark,GNB,22,,2,0,14,4,28.6%,41,10.3,0,19,2.9,2.0,20.5,0
367,Matthew Dayes,CLE,23,,16,0,5,4,80.0%,29,7.3,0,15,5.8,0.3,1.8,0
368,Tyler Eifert,CIN,27,,2,0,5,4,80.0%,46,11.5,0,22,9.2,2.0,23.0,0
369,James Hanna,DAL,28,TE,16,8,9,4,44.4%,88,22.0,1,31,9.8,0.3,5.5,0
370,,,,,,,,,,,,,,,,,
371,Maurice Harris,WAS,25,,6,0,6,4,66.7%,62,15.5,1,36,10.3,0.7,10.3,0
372,Jeremy Hill,CIN,25,rb,7,7,4,4,100.0%,16,4.0,0,10,4.0,0.6,2.3,1
373,Jacob Hollister,NWE,24,te,15,1,11,4,36.4%,42,10.5,0,19,3.8,0.3,2.8,0
374,Akeem Hunt,KAN,24,,15,0,7,4,57.1%,31,7.8,0,20,4.4,0.3,2.1,0
375,Justin Hunter,PIT,26,wr,7,1,10,4,40.0%,23,5.8,1,7,2.3,0.6,3.3,0
376,Andy Janovich,DEN,24,fb,16,4,6,4,66.7%,35,8.8,0,16,5.8,0.3,2.2,0
377,Robert Kelley,WAS,25,rb,7,7,7,4,57.1%,18,4.5,0,9,2.6,0.6,2.6,0
378,Sean McGrath,LAC,30,te,15,6,4,4,100.0%,46,11.5,0,23,11.5,0.3,3.1,0
379,Isaiah McKenzie,DEN,22,,11,0,13,4,30.8%,29,7.3,0,14,2.2,0.4,2.6,6
380,Elijhaa Penny,ARI,24,,16,0,6,4,66.7%,38,9.5,0,18,6.3,0.3,2.4,0
381,Jay Prosch,HOU,25,fb,16,5,4,4,100.0%,31,7.8,0,18,7.8,0.3,1.9,0
382,Patrick Ricard,BAL,23,,16,0,4,4,100.0%,12,3.0,2,6,3.0,0.3,0.8,0
383,Michael Roberts,DET,23,te,15,3,7,4,57.1%,46,11.5,0,23,6.6,0.3,3.1,0
384,Luke Stocker,2TM,29,,12,5,5,4,80.0%,30,7.5,1,12,6.0,0.3,2.5,0
385,Phillip Supernaw,TEN,27,te,16,3,6,4,66.7%,39,9.8,1,20,6.5,0.3,2.4,0
386,Will Tye,NYJ,26,te,3,1,6,4,66.7%,38,9.5,0,21,6.3,1.3,12.7,0
387,Griff Whalen,BAL,27,,2,0,6,4,66.7%,23,5.8,0,9,3.8,2.0,11.5,0
388,Jared Abbrederis,DET,27,,7,0,7,3,42.9%,44,14.7,0,25,6.3,0.4,6.3,0
389,Blake Bell,MIN,26,te,13,3,4,3,75.0%,19,6.3,0,12,4.8,0.2,1.5,0
390,Quan Bray,IND,24,,9,0,4,3,75.0%,39,13.0,0,22,9.8,0.3,4.3,1
391,Darrell Daniels,IND,23,te,12,3,13,3,23.1%,26,8.7,0,13,2.0,0.3,2.2,0
392,Josh Ferguson,IND,24,,10,0,4,3,75.0%,16,5.3,0,8,4.0,0.3,1.6,0
393,Tanner Gentry,CHI,23,wr,4,3,6,3,50.0%,35,11.7,0,15,5.8,0.8,8.8,0
394,Corey Grant,JAX,26,,16,0,4,3,75.0%,41,13.7,0,28,10.3,0.2,2.6,1
395,Chris Matthews,BAL,28,,6,0,6,3,50.0%,25,8.3,0,12,4.2,0.5,4.2,0
396,Devante Mays,GNB,23,,8,0,3,3,100.0%,0,0.0,0,1,0.0,0.4,0.0,2
397,De'Veon Smith,MIA,23,,5,0,3,3,100.0%,27,9.0,0,13,9.0,0.6,5.4,0
398,Jaelen Strong,2TM,23,,2,0,4,3,75.0%,38,12.7,1,19,9.5,1.5,19.0,0
399,Randall Telfer,CLE,25,TE,16,14,4,3,75.0%,36,12.0,0,20,9.0,0.2,2.3,0
400,Danny Vitale,CLE,24,fb,15,6,5,3,60.0%,19,6.3,0,11,3.8,0.2,1.3,0
401,,,,,,,,,,,,,,,,,
402,Terron Ward,ATL,25,,14,0,3,3,100.0%,14,4.7,0,11,4.7,0.2,1.0,1
403,Markus Wheaton,CHI,26,,11,0,17,3,17.6%,51,17.0,0,22,3.0,0.3,4.6,0
404,Chad Williams,ARI,23,wr,6,1,7,3,42.9%,31,10.3,0,15,4.4,0.5,5.2,0
405,Nick Williams,ATL,27,,1,0,4,3,75.0%,30,10.0,0,14,7.5,3.0,30.0,0
406,Jamal Agnew+,DET,22,,13,0,2,2,100.0%,18,9.0,0,12,9.0,0.2,1.4,3
407,Antony Auclair,TAM,24,te/wr,8,3,2,2,100.0%,25,12.5,0,14,12.5,0.3,3.1,0
408,Michael Burton,CHI,25,fb,16,3,4,2,50.0%,8,4.0,0,8,2.0,0.1,0.5,0
409,Emanuel Byrd,GNB,23,,1,0,2,2,100.0%,31,15.5,0,29,15.5,2.0,31.0,0
410,Orson Charles,KAN,26,,5,0,2,2,100.0%,53,26.5,0,35,26.5,0.4,10.6,0
411,Jehu Chesson,KAN,24,wr,12,1,4,2,50.0%,18,9.0,0,10,4.5,0.2,1.5,0
412,Derrick Coleman,ATL,27,fb,16,7,7,2,28.6%,20,10.0,0,11,2.9,0.1,1.3,0
413,Jeff Cumberland,LAC,30,te,7,3,3,2,66.7%,2,1.0,0,2,0.7,0.3,0.3,0
414,Shelton Gibson,PHI,22,,5,0,3,2,66.7%,11,5.5,0,6,3.7,0.4,2.2,0
415,Tion Green,DET,24,,5,0,2,2,100.0%,14,7.0,0,9,7.0,0.4,2.8,0
416,Marvin Hall,ATL,24,,8,0,9,2,22.2%,60,30.0,1,40,6.7,0.3,7.5,0
417,De'Angelo Henderson,DEN,25,,5,0,2,2,100.0%,36,18.0,1,29,18.0,0.4,7.2,0
418,Ryan Hewitt,CIN,26,rb,13,4,2,2,100.0%,22,11.0,0,16,11.0,0.2,1.7,0
419,Darrius Heyward-Bey,PIT,30,,16,0,3,2,66.7%,47,23.5,0,44,15.7,0.1,2.9,0
420,Cole Hikutini,SFO,23,,4,0,3,2,66.7%,15,7.5,0,10,5.0,0.5,3.8,0
421,Brian Hill,2TM,22,,7,0,2,2,100.0%,36,18.0,0,34,18.0,0.3,5.1,0
422,Jeff Janis,GNB,26,,16,0,5,2,40.0%,12,6.0,0,12,2.4,0.1,0.8,0
423,Zach Line,NOR,27,fb,12,4,5,2,40.0%,8,4.0,1,5,1.6,0.2,0.7,0
424,Tre Madden,SEA,24,fb,8,3,2,2,100.0%,65,32.5,0,66,32.5,0.3,8.1,0
425,Chris Manhertz,CAR,25,te,16,4,4,2,50.0%,17,8.5,0,11,4.3,0.1,1.1,0
426,Marcus Murphy,BUF,26,,1,0,2,2,100.0%,7,3.5,0,5,3.5,2.0,7.0,0
427,Jojo Natson,NYJ,23,,7,0,5,2,40.0%,18,9.0,0,19,3.6,0.3,2.6,1
428,Roosevelt Nix*,PIT,25,fb/rb,16,4,3,2,66.7%,6,3.0,1,5,2.0,0.1,0.4,0
429,Darius Powe,NYG,23,wr,1,1,4,2,50.0%,13,6.5,0,8,3.3,2.0,13.0,0
430,Bernard Reedy,2TM,26,,11,0,2,2,100.0%,21,10.5,0,15,10.5,0.2,1.9,1
431,Jeremy Sprinkle,WAS,23,te/wr,11,5,3,2,66.7%,13,6.5,1,7,4.3,0.2,1.2,0
432,,,,,,,,,,,,,,,,,
433,Geoff Swaim,DAL,24,te,15,2,2,2,100.0%,25,12.5,0,18,12.5,0.1,1.7,0
434,Fitzgerald Toussaint,PIT,27,,6,0,3,2,66.7%,9,4.5,0,7,3.0,0.3,1.5,0
435,Dwayne Washington,DET,23,,5,0,2,2,100.0%,14,7.0,0,10,7.0,0.4,2.8,0
436,Derek Watt,LAC,25,fb,16,4,3,2,66.7%,35,17.5,0,23,11.7,0.1,2.2,0
437,Terrance West,BAL,26,rb,5,4,4,2,50.0%,23,11.5,0,15,5.8,0.4,4.6,1
438,Kevin White,CHI,25,wr,1,1,4,2,50.0%,6,3.0,0,6,1.5,2.0,6.0,0
439,Cameron Artis-Payne,CAR,27,,13,0,1,1,100.0%,2,2.0,0,2,2.0,0.1,0.2,0
440,Nick Bellore,DET,28,mlb,13,2,1,1,100.0%,1,1.0,1,1,1.0,0.1,0.1,0
441,Arrelious Benn,JAX,29,,9,0,2,1,50.0%,12,12.0,0,12,6.0,0.1,1.3,0
442,Brandon Bolden,NWE,27,,16,0,4,1,25.0%,7,7.0,0,7,1.8,0.1,0.4,0
443,Mack Brown,2TM,26,,4,0,1,1,100.0%,11,11.0,0,11,11.0,0.3,2.8,0
444,Harry Douglas,TEN,33,,2,0,3,1,33.3%,8,8.0,0,8,2.7,0.5,4.0,0
445,Lance Dunbar,LAR,27,,4,0,3,1,33.3%,1,1.0,0,1,0.3,0.3,0.3,0
446,Jimmy Garoppolo,SFO,26,qb,6,5,1,1,100.0%,-6,-6.0,0,-6,-6.0,0.2,-1.0,1
447,Mike Gillislee,NWE,27,rb,9,2,1,1,100.0%,15,15.0,0,15,15.0,0.1,1.7,1
448,MarQueis Gray,MIA,28,,16,0,3,1,33.3%,10,10.0,0,10,3.3,0.1,0.6,0
449,Garrett Griffin,NOR,23,,3,0,1,1,100.0%,4,4.0,0,4,4.0,0.3,1.3,0
450,Cobi Hamilton,HOU,27,wr,3,1,6,1,16.7%,8,8.0,0,8,1.3,0.3,2.7,0
451,Matt Hazel,IND,25,,4,0,1,1,100.0%,1,1.0,0,1,1.0,0.3,0.3,0
452,Brett Hundley,GNB,24,QB,11,9,1,1,100.0%,10,10.0,0,10,10.0,0.1,0.9,4
453,Taiwan Jones,BUF,29,,8,0,2,1,50.0%,11,11.0,0,11,5.5,0.1,1.4,0
454,Joe Kerridge,GNB,25,,4,0,1,1,100.0%,3,3.0,0,3,3.0,0.3,0.8,0
455,Jordan Leslie,CLE,26,,2,0,1,1,100.0%,26,26.0,0,26,26.0,0.5,13.0,0
456,Ryan Malleck,HOU,24,,2,0,1,1,100.0%,3,3.0,0,3,3.0,0.5,1.5,0
457,Max McCaffrey,JAX,23,,5,0,1,1,100.0%,4,4.0,0,4,4.0,0.2,0.8,0
458,Brian Mihalik,DET,25,t,15,2,1,1,100.0%,-4,-4.0,0,-4,-4.0,0.1,-0.3,0
459,Ifeanyi Momah,ARI,28,te,9,2,2,1,50.0%,46,46.0,0,46,23.0,0.1,5.1,0
460,Charone Peake,NYJ,25,,3,0,1,1,100.0%,3,3.0,0,3,3.0,0.3,1.0,0
461,Senorise Perry,MIA,26,,16,0,1,1,100.0%,3,3.0,0,3,3.0,0.1,0.2,0
462,Larry Pinkard,JAX,25,,4,0,1,1,100.0%,5,5.0,0,5,5.0,0.3,1.3,0
463,,,,,,,,,,,,,,,,,
464,Kalif Raymond,2TM,23,,8,0,1,1,100.0%,12,12.0,0,12,12.0,0.1,1.5,5
465,Andre Roberts,ATL,29,,16,0,4,1,25.0%,12,12.0,0,12,3.0,0.1,0.8,4
466,Allen Robinson,JAX,24,wr,1,1,1,1,100.0%,17,17.0,0,17,17.0,1.0,17.0,0
467,Eric Weems,TEN,32,,16,0,2,1,50.0%,5,5.0,0,5,2.5,0.1,0.3,0
468,Leonard Wester,TAM,24,,8,0,1,1,100.0%,2,2.0,1,2,2.0,0.1,0.3,0
469,DeAndrew White,HOU,26,wr,2,1,7,1,14.3%,24,24.0,0,24,3.4,0.5,12.0,1
470,Marcus Williams,2TM,26,,15,0,1,1,100.0%,31,31.0,0,31,31.0,0.1,2.1,0
471,Bobo Wilson,TAM,22,wr,3,1,1,1,100.0%,18,18.0,1,18,18.0,0.3,6.0,0
472,Kevin Zeitler,CLE,27,RG,16,16,1,1,100.0%,-4,-4.0,0,-4,-4.0,0.1,-0.3,0
