,Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
45,Ryan Grant,GNB,27,RB,16,16,11,,,,,,,11,,,,,,,,66,4.1
46,Visanthe Shiancoe,MIN,29,TE,16,13,,11,,,,,,11,,,,,,,,66,4.1
47,Jonathan Stewart,CAR,22,rb,16,3,10,1,,,,,,11,,,,,,,,66,4.1
48,Roddy White*,ATL,28,WR,16,16,,11,,,,,,11,,,,,,,,66,4.1
49,Dallas Clark*+,IND,30,TE,16,16,,10,,,,,,10,,,,,,,,60,3.8
50,Brandon Marshall*,DEN,25,WR,15,13,,10,,,,,,10,,,,,,,,60,4.0
51,Robert Meachem,NOR,25,wr,16,7,,9,,,1,,,10,,,,,,,,60,3.8
52,Matt Stover,IND,41,K,10,0,,,,,,,,,,,33,33,9,11,,60,6.0
53,Michael Turner,ATL,27,RB,11,11,10,,,,,,,10,,,,,,,,60,5.5
54,Reggie Wayne*,IND,31,WR,16,16,,10,,,,,,10,,,,,,,,60,3.8
55,Jamaal Charles,KAN,23,RB,15,10,7,1,,1,,,,9,1,,,,,,,56,3.7
56,Andre Johnson*+,HOU,28,WR,16,16,,9,,,,,,9,1,,,,,,,56,3.5
57,Connor Barth,TAM,23,K,9,0,,,,,,,,,,,12,12,14,19,,54,6.0
58,Marques Colston,NOR,26,WR,16,14,,9,,,,,,9,,,,,,,,54,3.4
59,Stephen Hauschka,BAL,24,K,9,0,,,,,,,,,,,27,28,9,13,,54,6.0
60,,,,,,,,,,,,,,,,,,,,,,,
61,Vincent Jackson*,SDG,26,WR,15,15,,9,,,,,,9,,,,,,,,54,3.6
62,Chad Johnson*,CIN,31,,16,15,,9,,,,,,9,,,,,,,,54,3.4
63,Laurence Maroney,NWE,24,rb,15,5,9,,,,,,,9,,,,,,,,54,3.6
64,Knowshon Moreno,DEN,22,RB,16,9,7,2,,,,,,9,,,,,,,,54,3.4
65,Ronnie Brown,MIA,28,RB,9,9,8,,,,,,,8,,,,,,,,48,5.3
66,Reggie Bush,NOR,24,rb/wr,14,8,5,3,,,,,,8,,,,,,,,48,3.4
67,Brent Celek,PHI,24,TE,16,15,,8,,,,,,8,,,,,,,,48,3.0
68,Antonio Gates*,SDG,29,TE,16,16,,8,,,,,,8,,,,,,,,48,3.0
69,Percy Harvin*,MIN,21,WR,15,8,,6,,2,,,,8,,,,,,,,48,3.2
70,Tim Hightower,ARI,23,RB,16,16,8,,,,,,,8,,,,,,,,48,3.0
71,Rashard Mendenhall,PIT,22,RB,16,12,7,1,,,,,,8,,,,,,,,48,3.0
72,Greg Olsen,CHI,24,TE,16,15,,8,,,,,,8,,,,,,,,48,3.0
73,Ray Rice*,BAL,22,RB,16,15,7,1,,,,,,8,,,,,,,,48,3.0
74,Sidney Rice*,MIN,23,WR,16,14,,8,,,,,,8,,,,,,,,48,3.0
75,Darren Sproles,SDG,26,rb,16,2,3,4,1,,,,,8,,,,,,,,48,3.0
76,Pierre Thomas,NOR,25,rb,14,6,6,2,,,,,,8,,,,,,,,48,3.4
77,Steve Smith,CAR,30,WR,15,15,,7,,,,,,7,1,,,,,,,44,2.9
78,DeAngelo Williams*,CAR,26,RB,13,13,7,,,,,,,7,1,,,,,,,44,3.4
79,Marion Barber,DAL,26,RB,15,15,7,,,,,,,7,,,,,,,,42,2.8
80,Ahmad Bradshaw,NYG,23,rb,15,1,7,,,,,,,7,,,,,,,,42,2.8
81,John Carlson,SEA,25,TE,16,16,,7,,,,,,7,,,,,,,,42,2.6
82,Austin Collie,IND,24,wr,16,5,,7,,,,,,7,,,,,,,,42,2.6
83,Patrick Crayton,DAL,30,wr,16,6,,5,2,,,,,7,,,,,,,,42,2.6
84,Lee Evans,BUF,28,WR,16,16,,7,,,,,,7,,,,,,,,42,2.6
85,Jerome Harrison,CLE,26,rb,14,7,5,2,,,,,,7,,,,,,,,42,3.0
86,Jacoby Jones,HOU,25,wr,14,1,,6,,1,,,,7,,,,,,,,42,3.0
87,Derrick Mason,BAL,35,WR,16,16,,7,,,,,,7,,,,,,,,42,2.6
88,Mike Sims-Walker,JAX,25,WR,15,14,,7,,,,,,7,,,,,,,,42,2.8
89,Steve Slaton,HOU,23,RB,11,10,3,4,,,,,,7,,,,,,,,42,3.8
90,Steve Smith*,NYG,24,WR,16,15,,7,,,,,,7,,,,,,,,42,2.6
91,,,,,,,,,,,,,,,,,,,,,,,
92,Beanie Wells,ARI,21,,16,0,7,,,,,,,7,,,,,,,,42,2.6
93,Cadillac Williams,TAM,27,RB,16,15,4,3,,,,,,7,,,,,,,,42,2.6
94,Roy Williams,DAL,28,WR,15,13,,7,,,,,,7,,,,,,,,42,2.8
95,Adam Vinatieri,IND,37,k,6,0,,,,,,,,,,,17,18,7,9,,38,6.3
96,Garrett Hartley,NOR,23,k,5,0,,,,,,,,,,,10,11,9,11,,37,7.4
97,Cedric Benson,CIN,27,RB,13,13,6,,,,,,,6,,,,,,,,36,2.8
98,Josh Cribbs*+,CLE,26,WR,16,12,1,1,1,3,,,,6,,,,,,,,36,2.3
99,Fred Davis,WAS,23,fb/TE,16,10,,6,,,,,,6,,,,,,,,36,2.3
100,Donald Driver,GNB,34,WR,16,16,,6,,,,,,6,,,,,,,,36,2.3
101,Tony Gonzalez,ATL,33,TE,16,16,,6,,,,,,6,,,,,,,,36,2.3
102,Todd Heap,BAL,29,TE,16,16,,6,,,,,,6,,,,,,,,36,2.3
103,Brandon Jacobs,NYG,27,RB,15,15,5,1,,,,,,6,,,,,,,,36,2.4
104,Johnny Knox*,CHI,23,,15,0,,5,,1,,,,6,,,,,,,,36,2.4
105,Heath Miller*,PIT,27,TE,16,16,,6,,,,,,6,,,,,,,,36,2.3
106,Hakeem Nicks,NYG,21,wr,14,6,,6,,,,,,6,,,,,,,,36,2.6
107,Terrell Owens,BUF,36,WR,16,16,1,5,,,,,,6,,,,,,,,36,2.3
108,Mike Wallace,PIT,23,wr,16,4,,6,,,,,,6,,,,,,,,36,2.3
109,Hines Ward,PIT,33,fl/se/WR,16,16,,6,,,,,,6,,,,,,,,36,2.3
110,Nate Washington,TEN,26,WR,16,15,,6,,,,,,6,,,,,,,,36,2.3
111,Kevin Smith,DET,23,RB,13,13,4,1,,,,,,5,,,,,,,1,32,2.5
112,Matt Bryant,ATL,34,k,5,0,,,,,,,,,,,10,10,7,10,,31,6.2
113,Donnie Avery,STL,25,WR,16,16,,5,,,,,,5,,,,,,,,30,1.9
114,Mike Bell,NOR,26,rb,13,3,5,,,,,,,5,,,,,,,,30,2.3
115,Anquan Boldin,ARI,29,WR,15,15,1,4,,,,,,5,,,,,,,,30,2.0
116,Kevin Boss,NYG,25,TE,15,15,,5,,,,,,5,,,,,,,,30,2.0
117,Chris Chambers,2TM,31,,16,14,,5,,,,,,5,,,,,,,,30,1.9
118,Laveranues Coles,CIN,32,WR,16,13,,5,,,,,,5,,,,,,,,30,1.9
119,Owen Daniels,HOU,27,TE,8,8,,5,,,,,,5,,,,,,,,30,3.8
120,Jermichael Finley,GNB,22,TE,13,10,,5,,,,,,5,,,,,,,,30,2.3
121,Justin Forsett,SEA,24,rb,16,2,4,1,,,,,,5,,,,,,,,30,1.9
122,,,,,,,,,,,,,,,,,,,,,,,
123,Santonio Holmes,PIT,25,fl/se/WR,16,16,,5,,,,,,5,,,,,,,,30,1.9
124,Calvin Johnson,DET,24,WR,14,14,,5,,,,,,5,,,,,,,,30,2.1
125,James Jones,GNB,25,wr,16,3,,5,,,,,,5,,,,,,,,30,1.9
126,Mario Manningham,NYG,23,WR,14,10,,5,,,,,,5,,,,,,,,30,2.1
127,Ryan Moats,HOU,27,rb,14,2,4,1,,,,,,5,,,,,,,,30,2.1
128,Aaron Rodgers*,GNB,26,QB,16,16,5,,,,,,,5,,,,,,,,30,1.9
129,Jason Snelling,ATL,26,rb,14,2,4,1,,,,,,5,,,,,,,,30,2.1
130,Ben Watson,NWE,29,te,16,7,,5,,,,,,5,,,,,,,,30,1.9
131,Kellen Winslow,TAM,26,TE,16,14,,5,,,,,,5,,,,,,,,30,1.9
132,Greg Jennings,GNB,26,WR,16,13,,4,,,,,,4,2,,,,,,,28,1.8
133,Braylon Edwards,2TM,26,,16,15,,4,,,,,,4,1,,,,,,,26,1.6
134,Matt Forte,CHI,24,RB,16,16,4,,,,,,,4,1,,,,,,,26,1.6
135,LeSean McCoy,PHI,21,rb,16,4,4,,,,,,,4,1,,,,,,,26,1.6
136,Mike Nugent,2TM,27,,6,0,,,,,,,,,,,14,14,4,8,,26,4.3
137,Devin Aromashodu,CHI,25,wr,10,2,,4,,,,,,4,,,,,,,,24,2.4
138,Bernard Berrian,MIN,29,WR,16,15,,4,,,,,,4,,,,,,,,24,1.5
139,Dwayne Bowe,KAN,25,WR,11,9,,4,,,,,,4,,,,,,,,24,2.2
140,Antonio Bryant,TAM,28,WR,13,11,,4,,,,,,4,,,,,,,,24,1.8
141,Jerricho Cotchery,NYJ,27,WR,14,12,1,3,,,,,,4,,,,,,,,24,1.7
142,Pierre Garcon,IND,23,WR,14,13,,4,,,,,,4,,,,,,,,24,1.7
143,Brian Hartline,MIA,23,wr,16,2,1,3,,,,,,4,,,,,,,,24,1.5
144,Spencer Havner,GNB,26,te,16,1,,4,,,,,,4,,,,,,,,24,1.5
145,Fred Jackson,BUF,28,RB/wr,16,11,2,2,,,,,,4,,,,,,,,24,1.5
146,Steven Jackson*,STL,26,RB,15,15,4,,,,,,,4,,,,,,,,24,1.6
147,Julius Jones,SEA,28,RB,14,14,2,2,,,,,,4,,,,,,,,24,1.7
148,Jeremy Maclin,PHI,21,WR,15,13,,4,,,,,,4,,,,,,,,24,1.6
149,Louis Murphy,OAK,22,WR,16,9,,4,,,,,,4,,,,,,,,24,1.5
150,Brandon Stokley,DEN,33,wr,16,2,,4,,,,,,4,,,,,,,,24,1.5
151,Fred Taylor,NWE,33,rb,6,1,4,,,,,,,4,,,,,,,,24,4.0
152,Mike Tolbert,SDG,24,fb,16,3,1,3,,,,,,4,,,,,,,,24,1.5
153,,,,,,,,,,,,,,,,,,,,,,,
154,Leonard Weaver*+,PHI,27,fb,16,8,2,2,,,,,,4,,,,,,,,24,1.5
155,Wes Welker*+,NWE,28,WR,14,13,,4,,,,,,4,,,,,,,,24,1.7
156,Jason Avant,PHI,26,WR,16,9,,3,,,,,,3,1,,,,,,,20,1.3
157,Earl Bennett,CHI,22,WR,16,15,,2,1,,,,,3,1,,,,,,,20,1.3
158,Tashard Choice,DAL,25,,16,0,3,,,,,,,3,1,,,,,,,20,1.3
159,David Garrard*,JAX,31,QB,16,16,3,,,,,,,3,1,,,,,,,20,1.3
160,Brandon Jackson,GNB,24,,12,0,2,1,,,,,,3,1,,,,,,,20,1.7
161,Carson Palmer,CIN,30,QB,16,16,3,,,,,,,3,1,,,,,,,20,1.3
162,Steve Breaston,ARI,26,wr,15,6,,3,,,,,,3,,,,,,,,18,1.2
163,Kenny Britt,TEN,21,wr,16,6,,3,,,,,,3,,,,,,,,18,1.1
164,Chris Brown,HOU,28,rb,14,4,3,,,,,,,3,,,,,,,,18,1.3
165,Donald Brown,IND,22,rb,11,1,3,,,,,,,3,,,,,,,,18,1.6
166,Nate Burleson,SEA,28,WR,13,12,,3,,,,,,3,,,,,,,,18,1.4
167,Michael Bush,OAK,25,rb,16,7,3,,,,,,,3,,,,,,,,18,1.1
168,Andre Caldwell,CIN,24,wr,16,3,,3,,,,,,3,,,,,,,,18,1.1
169,Kellen Davis,CHI,24,te,16,2,,3,,,,,,3,,,,,,,,18,1.1
170,Heath Evans,NOR,31,fb,6,5,1,2,,,,,,3,,,,,,,,18,3.0
171,Justin Fargas,OAK,29,rb,12,4,3,,,,,,,3,,,,,,,,18,1.5
172,Kevin Faulk,NWE,33,rb,15,7,2,1,,,,,,3,,,,,,,,18,1.2
173,Daniel Fells,STL,26,fb/te,14,4,,3,,,,,,3,,,,,,,,18,1.3
174,Arian Foster,HOU,23,rb,6,1,3,,,,,,,3,,,,,,,,18,3.0
175,Justin Gage,TEN,28,WR,12,10,,3,,,,,,3,,,,,,,,18,1.5
176,Graham Gano,WAS,22,k,4,0,,,,,,,,,,,6,7,4,4,,18,4.5
177,Quinton Ganther,WAS,25,rb,8,4,3,,,,,,,3,,,,,,,,18,2.3
178,Ted Ginn,MIA,24,WR,16,12,,1,,2,,,,3,,,,,,,,18,1.1
179,Will Heller,DET,28,fb/TE,16,9,,3,,,,,,3,,,,,,,,18,1.1
180,Devin Hester,CHI,27,WR,13,12,,3,,,,,,3,,,,,,,,18,1.4
181,Lex Hilliard,MIA,25,,16,0,1,2,,,,,,3,,,,,,,,18,1.1
182,T.J. Houshmandzadeh,SEA,32,WR,16,16,,3,,,,,,3,,,,,,,,18,1.1
183,Bryant Johnson,DET,28,WR,16,16,,3,,,,,,3,,,,,,,,18,1.1
184,,,,,,,,,,,,,,,,,,,,,,,
185,Felix Jones,DAL,22,rb,14,1,3,,,,,,,3,,,,,,,,18,1.3
186,Jeff King,CAR,26,TE,16,15,,3,,,,,,3,,,,,,,,18,1.1
187,John Kuhn,GNB,27,fb,14,6,1,2,,,,,,3,,,,,,,,18,1.3
188,Mohamed Massaquoi,CLE,23,WR,16,11,,3,,,,,,3,,,,,,,,18,1.1
189,Zach Miller,OAK,24,TE,15,15,,3,,,,,,3,,,,,,,,18,1.2
190,Josh Morgan,SFO,24,WR,16,15,,3,,,,,,3,,,,,,,,18,1.1
191,Santana Moss,WAS,30,WR,16,16,,3,,,,,,3,,,,,,,,18,1.1
192,Mark Sanchez,NYJ,23,QB,15,15,3,,,,,,,3,,,,,,,,18,1.2
193,Darren Sharper*+,NOR,34,FS,14,14,,,,,,3,,3,,,,,,,,18,1.3
194,Jeremy Shockey,NOR,29,TE,13,12,,3,,,,,,3,,,,,,,,18,1.4
195,Chad Simpson,IND,24,,14,0,2,,,1,,,,3,,,,,,,,18,1.3
196,Brad Smith,NYJ,26,wr,13,2,1,,,1,,,1,3,,,,,,,,18,1.4
197,Devin Thomas,WAS,23,WR,14,10,,3,,,,,,3,,,,,,,,18,1.3
198,Derrick Ward,TAM,29,rb,14,1,1,2,,,,,,3,,,,,,,,18,1.3
199,Charles Woodson*+,GNB,33,LCB/ss,16,16,,,,,,3,,3,,,,,,,,18,1.1
200,Todd Yoder,WAS,31,te,16,1,,3,,,,,,3,,,,,,,,18,1.1
201,Louis Delmas,DET,22,FS,15,15,,,,,1,1,,2,,,,,,,1,14,0.9
202,Dustin Keller,NYJ,25,TE,16,12,,2,,,,,,2,1,,,,,,,14,0.9
203,Maurice Morris,DET,30,rb,14,3,2,,,,,,,2,1,,,,,,,14,1.0
204,Sam Aiken,NWE,29,wr,14,7,,2,,,,,,2,,,,,,,,12,0.9
205,Derek Anderson,CLE,26,qb,8,7,2,,,,,,,2,,,,,,,,12,1.5
206,Chris Baker,NWE,30,te,16,7,,2,,,,,,2,,,,,,,,12,0.8
207,Davone Bess,MIA,24,wr,16,2,,2,,,,,,2,,,,,,,,12,0.8
208,Ladell Betts,WAS,30,rb,10,2,2,,,,,,,2,,,,,,,,12,1.2
209,Mark Bradley,KAN,27,wr,13,6,,2,,,,,,2,,,,,,,,12,0.9
210,Deion Branch,SEA,30,wr,14,5,,2,,,,,,2,,,,,,,,12,0.9
211,Drew Brees*,NOR,30,QB,15,15,2,,,,,,,2,,,,,,,,12,0.8
212,Sheldon Brown,PHI,30,RCB,16,16,,,,,1,1,,2,,,,,,,,12,0.8
213,Desmond Clark,CHI,32,te,11,7,,2,,,,,,2,,,,,,,,12,1.1
214,Mark Clayton,BAL,27,wr,14,12,,2,,,,,,2,,,,,,,,12,0.9
215,,,,,,,,,,,,,,,,,,,,,,,
216,Chris Cooley,WAS,27,te,7,7,,2,,,,,,2,,,,,,,,12,1.7
217,Michael Crabtree,SFO,22,WR,11,11,,2,,,,,,2,,,,,,,,12,1.1
218,Jeff Dugan,MIN,28,te,16,4,,2,,,,,,2,,,,,,,,12,0.8
219,Anthony Fasano,MIA,25,TE,14,14,,2,,,,,,2,,,,,,,,12,0.9
220,J.P. Foschi,CIN,27,TE,15,10,,2,,,,,,2,,,,,,,,12,0.8
221,Vincent Fuller,TEN,27,db,13,1,,,,,,2,,2,,,,,,,,12,0.9
222,Jabar Gaffney,DEN,29,wr,16,7,,2,,,,,,2,,,,,,,,12,0.8
223,Shonn Greene,NYJ,24,,14,0,2,,,,,,,2,,,,,,,,12,0.9
224,Lynell Hamilton,NOR,24,rb,9,1,2,,,,,,,2,,,,,,,,12,1.3
225,Joey Haynos,MIA,25,TE,16,8,,2,,,,,,2,,,,,,,,12,0.8
226,Devery Henderson,NOR,27,WR,16,11,,2,,,,,,2,,,,,,,,12,0.8
227,Chris Henry,CIN,26,,8,0,,2,,,,,,2,,,,,,,,12,1.5
228,Jacob Hester,SDG,24,FB,15,10,,,,,1,,1,2,,,,,,,,12,0.8
229,Jason Hill,SFO,24,,11,0,,2,,,,,,2,,,,,,,,12,1.1
230,Domenik Hixon,NYG,25,wr,14,2,,1,1,,,,,2,,,,,,,,12,0.9
231,Brad Hoover,CAR,33,fb,11,4,1,1,,,,,,2,,,,,,,,12,1.1
232,Tanard Jackson,TAM,24,FS,12,12,,,,,,2,,2,,,,,,,,12,1.0
233,Derrick Johnson,KAN,27,lilb/rilb,15,3,,,,,,2,,2,,,,,,,,12,0.8
234,Marcedes Lewis,JAX,25,TE,15,15,,2,,,,,,2,,,,,,,,12,0.8
235,Marshawn Lynch,BUF,23,rb,13,6,2,,,,,,,2,,,,,,,,12,0.9
236,Le'Ron McClain*,BAL,25,FB,16,14,2,,,,,,,2,,,,,,,,12,0.8
237,Donovan McNabb*,PHI,33,QB,14,14,2,,,,,,,2,,,,,,,,12,0.9
238,Zach Miller,JAX,25,,14,0,,2,,,,,,2,,,,,,,,12,0.9
239,Lance Moore,NOR,26,,7,0,,2,,,,,,2,,,,,,,,12,1.7
240,Mewelde Moore,PIT,27,,16,0,,2,,,,,,2,,,,,,,,12,0.8
241,Sammy Morris,NWE,32,rb,12,5,2,,,,,,,2,,,,,,,,12,1.0
242,Legedu Naanee,SDG,26,wr,15,1,,2,,,,,,2,,,,,,,,12,0.8
243,Jordy Nelson,GNB,24,,13,0,,2,,,,,,2,,,,,,,,12,0.9
244,Ben Patrick,ARI,25,te,9,7,,2,,,,,,2,,,,,,,,12,1.3
245,Justin Peelle,ATL,30,fb/te,15,8,,2,,,,,,2,,,,,,,,12,0.8
246,,,,,,,,,,,,,,,,,,,,,,,
247,Brandon Pettigrew,DET,24,fb/TE,11,11,,2,,,,,,2,,,,,,,,12,1.1
248,Bernard Pollard,HOU,25,SS,13,13,,,,,1,1,,2,,,,,,,,12,0.9
249,Clinton Portis,WAS,28,RB,8,8,1,1,,,,,,2,,,,,,,,12,1.5
250,Ben Roethlisberger,PIT,27,QB,15,15,2,,,,,,,2,,,,,,,,12,0.8
251,Dante Rosario,CAR,25,TE,14,8,,2,,,,,,2,,,,,,,,12,0.9
252,Eddie Royal,DEN,23,WR,14,12,,,1,1,,,,2,,,,,,,,12,0.9
253,Sean Ryan,KAN,29,TE,10,8,,2,,,,,,2,,,,,,,,12,1.2
254,Tony Scheffler,DEN,26,TE,15,9,,2,,,,,,2,,,,,,,,12,0.8
255,Chaz Schilens,OAK,24,WR,8,8,,2,,,,,,2,,,,,,,,12,1.5
256,Mike Sellers,WAS,34,fb,15,7,,2,,,,,,2,,,,,,,,12,0.8
257,Matthew Stafford,DET,21,QB,10,10,2,,,,,,,2,,,,,,,,12,1.2
258,LaRod Stephens-Howling,ARI,22,rb,16,2,,1,,1,,,,2,,,,,,,,12,0.8
259,Sammie Stroughter,TAM,23,,13,0,,1,,1,,,,2,,,,,,,,12,0.9
260,Chansi Stuckey,2TM,26,,15,3,,2,,,,,,2,,,,,,,,12,0.8
261,Chester Taylor,MIN,30,,16,0,1,1,,,,,,2,,,,,,,,12,0.8
262,Michael Vick,PHI,29,rb,12,1,2,,,,,,,2,,,,,,,,12,1.0
263,Bobby Wade,KAN,28,wr,12,6,,2,,,,,,2,,,,,,,,12,1.0
264,Kevin Walter,HOU,28,WR,14,14,,2,,,,,,2,,,,,,,,12,0.9
265,Kelley Washington,BAL,30,wr,15,2,,2,,,,,,2,,,,,,,,12,0.8
266,Eric Weems,ATL,24,,16,0,,2,,,,,,2,,,,,,,,12,0.8
267,Brian Westbrook,PHI,30,rb,8,7,1,1,,,,,,2,,,,,,,,12,1.5
268,LenDale White,TEN,25,,13,0,2,,,,,,,2,,,,,,,,12,0.9
269,Josh Wilson,SEA,24,lcb/rcb,12,12,,,,,,2,,2,,,,,,,,12,1.0
270,Jason Witten*,DAL,27,TE,16,16,,2,,,,,,2,,,,,,,,12,0.8
271,Jason Wright,ARI,27,,16,0,,2,,,,,,2,,,,,,,,12,0.8
272,Vince Young*,TEN,26,QB,12,10,2,,,,,,,2,,,,,,,,12,1.0
273,Shane Andrus,3TM,29,,5,0,,,,,,,,,,,10,10,,1,,10,2.0
274,Jared Allen*+,MIN,27,DE,16,16,,,,,1,,,1,,,,,,,1,8,0.5
275,Michael Clayton,TAM,27,WR,13,11,,1,,,,,,1,1,,,,,,,8,0.6
276,Ricky Schmitt,SFO,24,k,1,0,,,,,,,,,,,2,2,2,3,,8,8.0
277,,,,,,,,,,,,,,,,,,,,,,,
278,Victor Abiamiri,PHI,23,de,13,5,,,,,1,,,1,,,,,,,,6,0.5
279,Danny Amendola,STL,24,wr,14,2,,1,,,,,,1,,,,,,,,6,0.4
280,Robert Ayers,DEN,24,de,15,1,,,,,1,,,1,,,,,,,,6,0.4
281,Remi Ayodele,NOR,26,dt/NT,15,13,,,,,,,1,1,,,,,,,,6,0.4
282,Dominique Barber,HOU,23,fs/ss,13,6,,,,,1,,,1,,,,,,,,6,0.5
283,Ronde Barber,TAM,34,RCB,16,16,,,,,,,1,1,,,,,,,,6,0.4
284,Anthony Becht,ARI,32,TE,16,10,,1,,,,,,1,,,,,,,,6,0.4
285,Kroy Biermann,ATL,24,de/nt,16,2,,,,,1,,,1,,,,,,,,6,0.4
286,Leigh Bodden,NWE,28,lcb/RCB,15,14,,,,,,1,,1,,,,,,,,6,0.4
287,Marty Booker,ATL,33,wr,16,1,,1,,,,,,1,,,,,,,,6,0.4
288,Tom Brady*,NWE,32,QB,16,16,1,,,,,,,1,,,,,,,,6,0.4
289,Aaron Brown,DET,24,wr,15,2,,1,,,,,,1,,,,,,,,6,0.4
290,Correll Buckhalter,DEN,31,rb,14,7,1,,,,,,,1,,,,,,,,6,0.4
291,Eldra Buckley,PHI,24,,16,0,1,,,,,,,1,,,,,,,,6,0.4
292,Darius Butler,NWE,23,db/lcb,14,5,,,,,,1,,1,,,,,,,,6,0.4
293,Jason Campbell,WAS,28,QB,16,16,1,,,,,,,1,,,,,,,,6,0.4
294,David Carr,NYG,30,,6,0,1,,,,,,,1,,,,,,,,6,1.0
295,Tyrone Carter,PIT,33,fs/SS,16,12,,,,,,1,,1,,,,,,,,6,0.4
296,Rock Cartwright,WAS,30,rb,16,2,,1,,,,,,1,,,,,,,,6,0.4
297,Tim Castille,KAN,25,,7,0,,1,,,,,,1,,,,,,,,6,0.9
298,Nate Clements,SFO,30,lcb,7,6,,,,,,,1,1,,,,,,,,6,0.9
