,Player,Tm,Age,Pos,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
25,Dan Carpenter,BUF,31,K,16,0,,,,,,,,,,,40,45,19,25,,97,6.1
26,Ezekiel Elliott*+,DAL,21,RB,15,15,15,1,,,,,,16,,,,,,,,96,6.4
27,Mike Nugent,CIN,34,K,13,0,,,,,,,,,,,23,29,23,29,,92,7.1
28,Andrew Franks,MIA,23,K,16,0,,,,,,,,,,,41,42,16,21,,89,5.6
29,,,,,,,,,,,,,,,,,,,,,,,
30,Phil Dawson,SFO,41,K,16,0,,,,,,,,,,,33,34,18,21,,87,5.4
31,LeSean McCoy*,BUF,28,RB,15,15,13,1,,,,,,14,1,,,,,,,86,5.7
32,Connor Barth,CHI,30,K,16,0,,,,,,,,,,,31,32,18,23,,85,5.3
33,Jordy Nelson,GNB,31,WR,16,16,,14,,,,,,14,,,,,,,,84,5.3
34,Cody Parkey,CLE,24,K,14,0,,,,,,,,,,,20,21,20,25,,80,5.7
35,Greg Zuerlein,LAR,29,K,16,0,,,,,,,,,,,23,23,19,22,,80,5.0
36,Devonta Freeman*,ATL,24,RB,16,16,11,2,,,,,,13,,,,,,,,78,4.9
37,Mike Evans*,TAM,23,WR,16,16,,12,,,,,,12,2,,,,,,,76,4.8
38,Davante Adams,GNB,24,WR,16,15,,12,,,,,,12,1,,,,,,,74,4.6
39,Antonio Brown*+,PIT,28,WR,15,15,,12,,,,,,12,,,,,,,,72,4.8
40,Melvin Gordon*,SDG,23,RB,13,11,10,2,,,,,,12,,,,,,,,72,5.5
41,Tyreek Hill*+,KAN,22,wr,16,1,3,6,2,1,,,,12,,,,,,,,72,4.5
42,DeMarco Murray*,TEN,28,RB,16,16,9,3,,,,,,12,,,,,,,,72,4.5
43,Latavius Murray,OAK,26,RB,14,12,12,,,,,,,12,,,,,,,,72,5.1
44,Tevin Coleman,ATL,23,,13,0,8,3,,,,,,11,,,,,,,,66,5.1
45,Mark Ingram,NOR,27,RB,16,14,6,4,,,,,,10,2,,,,,,,64,4.0
46,Odell Beckham*,NYG,24,WR,16,16,,10,,,,,,10,,,,,,,,60,3.8
47,Ryan Mathews,PHI,29,RB,13,8,8,1,,,,,,9,2,,,,,,,58,4.5
48,Le'Veon Bell*,PIT,24,RB,12,12,7,2,,,,,,9,1,,,,,,,56,4.7
49,Kai Forbath,MIN,29,k,7,0,,,,,,,,,,,11,14,15,15,,56,8.0
50,Carlos Hyde,SFO,26,RB,13,13,6,3,,,,,,9,1,,,,,,,56,4.3
51,Mike Gillislee,BUF,26,rb,15,1,8,1,,,,,,9,,,,,,,,54,3.6
52,Jeremy Hill,CIN,24,RB,15,13,9,,,,,,,9,,,,,,,,54,3.6
53,Rishard Matthews,TEN,27,WR,16,10,,9,,,,,,9,,,,,,,,54,3.4
54,Jonathan Stewart,CAR,29,RB,13,13,9,,,,,,,9,,,,,,,,54,4.2
55,Kenny Stills,MIA,24,WR,16,16,,9,,,,,,9,,,,,,,,54,3.4
56,Michael Thomas,NOR,23,WR,15,12,,9,,,,,,9,,,,,,,,54,3.6
57,Blair Walsh,MIN,26,K,9,0,,,,,,,,,,,15,19,12,16,,51,5.7
58,Michael Crabtree,OAK,29,WR,16,16,,8,,,,,,8,1,,,,,,,50,3.1
59,Robbie Gould,NYG,34,K,10,0,,,,,,,,,,,20,23,10,10,,50,5.0
60,,,,,,,,,,,,,,,,,,,,,,,
61,Jay Ajayi*,MIA,23,RB,15,12,8,,,,,,,8,,,,,,,,48,3.2
62,Anquan Boldin,DET,36,WR,16,16,,8,,,,,,8,,,,,,,,48,3.0
63,Cameron Brate,TAM,25,TE,15,10,,8,,,,,,8,,,,,,,,48,3.2
64,Dez Bryant*,DAL,28,WR,13,13,,8,,,,,,8,,,,,,,,48,3.7
65,Brandin Cooks,NOR,23,WR,16,12,,8,,,,,,8,,,,,,,,48,3.0
66,Jamison Crowder,WAS,23,WR,16,9,,7,1,,,,,8,,,,,,,,48,3.0
67,Matt Forte,NYJ,31,RB,14,13,7,1,,,,,,8,,,,,,,,48,3.4
68,Frank Gore,IND,33,RB,16,16,4,4,,,,,,8,,,,,,,,48,3.0
69,Hunter Henry,SDG,22,TE,15,10,,8,,,,,,8,,,,,,,,48,3.2
70,Christine Michael,2TM,26,,15,7,7,1,,,,,,8,,,,,,,,48,3.2
71,Sterling Shepard,NYG,23,WR,16,16,,8,,,,,,8,,,,,,,,48,3.0
72,Robert Turbin,IND,27,,15,0,7,1,,,,,,8,,,,,,,,48,3.2
73,Doug Baldwin*,SEA,28,WR,16,15,,7,,,,,,7,,,,,,,,42,2.6
74,Kelvin Benjamin,CAR,25,WR,16,13,,7,,,,,,7,,,,,,,,42,2.6
75,Martellus Bennett,NWE,29,TE,16,12,,7,,,,,,7,,,,,,,,42,2.6
76,Josh Brown,NYG,37,k,5,0,,,,,,,,,,,9,9,11,12,,42,8.4
77,Isaiah Crowell,CLE,23,RB,16,16,7,,,,,,,7,,,,,,,,42,2.6
78,Taylor Gabriel,ATL,25,wr,13,3,1,6,,,,,,7,,,,,,,,42,3.2
79,Antonio Gates,SDG,36,TE,14,9,,7,,,,,,7,,,,,,,,42,3.0
80,Jordan Howard*,CHI,22,RB,15,13,6,1,,,,,,7,,,,,,,,42,2.8
81,Robert Kelley,WAS,24,RB,15,9,6,1,,,,,,7,,,,,,,,42,2.8
82,Donte Moncrief,IND,23,wr,9,7,,7,,,,,,7,,,,,,,,42,4.7
83,JJ Nelson,ARI,24,wr,15,6,1,6,,,,,,7,,,,,,,,42,2.8
84,Kyle Rudolph,MIN,27,TE,16,16,,7,,,,,,7,,,,,,,,42,2.6
85,Delanie Walker*,TEN,32,TE,15,10,,7,,,,,,7,,,,,,,,42,2.8
86,Tyrell Williams,SDG,24,WR,16,12,,7,,,,,,7,,,,,,,,42,2.6
87,Dwayne Allen,IND,26,tb/TE,14,14,,6,,,,,,6,1,,,,,,,38,2.7
88,T.Y. Hilton*,IND,27,WR,16,16,,6,,,,,,6,1,,,,,,,38,2.4
89,Allen Robinson,JAX,23,WR,16,16,,6,,,,,,6,1,,,,,,,38,2.4
90,Tyrod Taylor,BUF,27,QB,15,15,6,,,,,,,6,1,,,,,,,38,2.5
91,,,,,,,,,,,,,,,,,,,,,,,
92,Matt Asiata,MIN,29,rb,16,6,6,,,,,,,6,,,,,,,,36,2.3
93,Shaun Draughn,SFO,29,rb,16,1,4,2,,,,,,6,,,,,,,,36,2.3
94,Larry Fitzgerald*,ARI,33,WR,16,16,,6,,,,,,6,,,,,,,,36,2.3
95,Jimmy Graham*,SEA,30,TE,16,15,,6,,,,,,6,,,,,,,,36,2.3
96,Todd Gurley,LAR,22,RB,16,16,6,,,,,,,6,,,,,,,,36,2.3
97,Julio Jones*+,ATL,27,WR,14,14,,6,,,,,,6,,,,,,,,36,2.6
98,Brandon LaFell,CIN,30,WR,16,14,,6,,,,,,6,,,,,,,,36,2.3
99,Lamar Miller,HOU,25,RB,14,14,5,1,,,,,,6,,,,,,,,36,2.6
100,Dak Prescott*,DAL,23,QB,16,16,6,,,,,,,6,,,,,,,,36,2.3
101,Jordan Reed*,WAS,26,TE,12,8,,6,,,,,,6,,,,,,,,36,3.0
102,Theo Riddick,DET,25,RB,10,8,1,5,,,,,,6,,,,,,,,36,3.6
103,Terrance West,BAL,25,RB,16,13,5,1,,,,,,6,,,,,,,,36,2.3
104,Damien Williams,MIA,24,,15,0,3,3,,,,,,6,,,,,,,,36,2.4
105,DeAngelo Williams,PIT,33,rb,9,4,4,2,,,,,,6,,,,,,,,36,4.0
106,Amari Cooper*,OAK,22,WR,16,14,,5,,,,,,5,2,,,,,,,34,2.1
107,Seth Roberts,OAK,25,wr,16,6,,5,,,,,,5,2,,,,,,,34,2.1
108,Steve Smith,BAL,37,WR,14,14,,5,,,,,,5,2,,,,,,,34,2.4
109,Randy Bullock,3TM,27,,5,0,,,,,,,,,,,9,10,8,9,,33,6.6
110,Cam Newton,CAR,27,QB,15,14,5,,,,,,,5,1,,,,,,,32,2.1
111,Terrelle Pryor,CLE,27,WR,16,15,1,4,,,,,,5,1,,,,,,,32,2.0
112,C.J. Anderson,DEN,25,rb,7,7,4,1,,,,,,5,,,,,,,,30,4.3
113,Cole Beasley,DAL,27,fb/wr,16,6,,5,,,,,,5,,,,,,,,30,1.9
114,Devontae Booker,DEN,24,rb,16,6,4,1,,,,,,5,,,,,,,,30,1.9
115,Kenny Britt,LAR,28,WR,15,15,,5,,,,,,5,,,,,,,,30,2.0
116,Jack Doyle,IND,26,TE,16,14,,5,,,,,,5,,,,,,,,30,1.9
117,Tyler Eifert,CIN,26,te,8,2,,5,,,,,,5,,,,,,,,30,3.8
118,Michael Floyd,2TM,27,,15,8,,5,,,,,,5,,,,,,,,30,2.0
119,Derrick Henry,TEN,22,rb,15,2,5,,,,,,,5,,,,,,,,30,2.0
120,Tim Hightower,NOR,30,rb,16,1,4,1,,,,,,5,,,,,,,,30,1.9
121,John Kuhn,NOR,34,fb,16,3,4,1,,,,,,5,,,,,,,,30,1.9
122,,,,,,,,,,,,,,,,,,,,,,,
123,Bilal Powell,NYJ,28,rb/wr,16,4,3,2,,,,,,5,,,,,,,,30,1.9
124,Emmanuel Sanders*,DEN,29,WR,16,16,,5,,,,,,5,,,,,,,,30,1.9
125,Alex Smith*,KAN,32,QB,15,15,5,,,,,,,5,,,,,,,,30,2.0
126,Adam Thielen,MIN,26,WR,16,10,,5,,,,,,5,,,,,,,,30,1.9
127,Demaryius Thomas*,DEN,29,WR,16,16,,5,,,,,,5,,,,,,,,30,1.9
128,Chris Thompson,WAS,26,,16,0,3,2,,,,,,5,,,,,,,,30,1.9
129,Spencer Ware,KAN,25,RB,14,14,3,2,,,,,,5,,,,,,,,30,2.1
130,James White,NWE,24,rb,16,4,,5,,,,,,5,,,,,,,,30,1.9
131,Blake Bortles,JAX,24,QB,16,16,3,1,,,,,,4,1,,,,,,,26,1.6
132,Devin Funchess,CAR,22,wr,15,7,,4,,,,,,4,1,,,,,,,26,1.7
133,Travis Kelce*+,KAN,27,TE,16,15,,4,,,,,,4,1,,,,,,,26,1.6
134,Jarvis Landry*,MIA,24,WR,16,16,,4,,,,,,4,1,,,,,,,26,1.6
135,Jerick McKinnon,MIN,24,rb,15,7,2,2,,,,,,4,1,,,,,,,26,1.7
136,Aaron Rodgers*,GNB,33,QB,16,16,4,,,,,,,4,1,,,,,,,26,1.6
137,Mohamed Sanu,ATL,27,WR,15,15,,4,,,,,,4,1,,,,,,,26,1.7
138,Golden Tate,DET,28,WR,16,16,,4,,,,,,4,1,,,,,,,26,1.6
139,Mike Wallace,BAL,30,WR,16,16,,4,,,,,,4,1,,,,,,,26,1.6
140,Danny Amendola,NWE,31,wr,12,4,,4,,,,,,4,,,,,,,,24,2.0
141,Tavon Austin,LAR,26,WR,15,15,1,3,,,,,,4,,,,,,,,24,1.6
142,Travis Benjamin,SDG,27,WR,14,8,,4,,,,,,4,,,,,,,,24,1.7
143,Travaris Cadet,NOR,27,rb,15,1,,4,,,,,,4,,,,,,,,24,1.6
144,Charles Clay,BUF,27,TE,15,15,,4,,,,,,4,,,,,,,,24,1.6
145,Randall Cobb,GNB,26,WR,13,10,,4,,,,,,4,,,,,,,,24,1.8
146,Kirk Cousins*,WAS,28,QB,16,16,4,,,,,,,4,,,,,,,,24,1.5
147,Andy Dalton*,CIN,29,QB,16,16,4,,,,,,,4,,,,,,,,24,1.5
148,Quincy Enunwa,NYJ,24,WR,16,13,,4,,,,,,4,,,,,,,,24,1.5
149,Zach Ertz,PHI,26,TE,14,12,,4,,,,,,4,,,,,,,,24,1.7
150,C.J. Fiedorowicz,HOU,25,TE,15,15,,4,,,,,,4,,,,,,,,24,1.6
151,Coby Fleener,NOR,28,TE,16,8,1,3,,,,,,4,,,,,,,,24,1.5
152,Ted Ginn,CAR,31,WR,16,8,,4,,,,,,4,,,,,,,,24,1.5
153,,,,,,,,,,,,,,,,,,,,,,,
154,A.J. Green*,CIN,28,WR,10,10,,4,,,,,,4,,,,,,,,24,2.4
155,Justin Hardy,ATL,25,wr,16,3,,4,,,,,,4,,,,,,,,24,1.5
156,Chris Hogan,NWE,29,WR,15,14,,4,,,,,,4,,,,,,,,24,1.6
157,DeAndre Hopkins,HOU,24,WR,16,16,,4,,,,,,4,,,,,,,,24,1.5
158,Justin Hunter,2TM,25,,13,5,,4,,,,,,4,,,,,,,,24,1.8
159,Dontrelle Inman,SDG,27,WR,16,16,,4,,,,,,4,,,,,,,,24,1.5
160,DeSean Jackson,WAS,30,WR,15,15,,4,,,,,,4,,,,,,,,24,1.6
161,Rashad Jennings,NYG,31,RB,13,12,3,1,,,,,,4,,,,,,,,24,1.8
162,Marvin Jones,DET,26,WR,15,15,,4,,,,,,4,,,,,,,,24,1.6
163,Jeremy Langford,CHI,25,rb,12,3,4,,,,,,,4,,,,,,,,24,2.0
164,Marqise Lee,JAX,25,wr,16,6,,3,,1,,,,4,,,,,,,,24,1.5
165,Vance McDonald,SFO,26,TE,11,11,,4,,,,,,4,,,,,,,,24,2.2
166,Cameron Meredith,CHI,24,WR,14,10,,4,,,,,,4,,,,,,,,24,1.7
167,Zach Miller,CHI,32,TE,10,8,,4,,,,,,4,,,,,,,,24,2.4
168,Malcolm Mitchell,NWE,24,rb/wr,14,6,,4,,,,,,4,,,,,,,,24,1.7
169,DeVante Parker,MIA,23,WR,15,8,,4,,,,,,4,,,,,,,,24,1.6
170,Dion Sims,MIA,25,TE,14,11,,4,,,,,,4,,,,,,,,24,1.7
171,Willie Snead,NOR,24,wr,15,4,,4,,,,,,4,,,,,,,,24,1.6
172,Darren Sproles*,PHI,33,rb,15,5,2,2,,,,,,4,,,,,,,,24,1.6
173,Julius Thomas,JAX,28,te,9,6,,4,,,,,,4,,,,,,,,24,2.7
174,Terrance Williams,DAL,27,WR,16,15,,4,,,,,,4,,,,,,,,24,1.5
175,Zach Zenner,DET,25,rb,14,4,4,,,,,,,4,,,,,,,,24,1.7
176,Julian Edelman,NWE,30,WR,16,13,,3,,,,,,3,1,,,,,,,20,1.3
177,Greg Olsen*,CAR,31,TE,16,16,,3,,,,,,3,1,,,,,,,20,1.3
178,Giovani Bernard,CIN,25,rb,10,2,2,1,,,,,,3,,,,,,,,18,1.8
179,Brice Butler,DAL,26,wr,16,3,,3,,,,,,3,,,,,,,,18,1.1
180,Garrett Celek,SFO,28,te,16,6,,3,,,,,,3,,,,,,,,18,1.1
181,Brandon Coleman,NOR,24,wr,16,4,,3,,,,,,3,,,,,,,,18,1.1
182,Corey Coleman,CLE,22,WR,10,10,,3,,,,,,3,,,,,,,,18,1.8
183,Stefon Diggs,MIN,23,WR,13,11,,3,,,,,,3,,,,,,,,18,1.4
184,,,,,,,,,,,,,,,,,,,,,,,
185,Kenneth Dixon,BAL,22,,12,0,2,1,,,,,,3,,,,,,,,18,1.5
186,Kenyan Drake,MIA,22,rb,16,1,2,,,1,,,,3,,,,,,,,18,1.1
187,Will Fuller,HOU,22,WR,14,13,,2,1,,,,,3,,,,,,,,18,1.3
188,Pierre Garcon,WAS,30,WR,16,16,,3,,,,,,3,,,,,,,,18,1.1
189,Marquise Goodwin,BUF,26,WR,15,9,,3,,,,,,3,,,,,,,,18,1.2
190,Rob Gronkowski,NWE,27,te,8,6,,3,,,,,,3,,,,,,,,18,2.3
191,Andrew Hawkins,CLE,30,wr,16,5,,3,,,,,,3,,,,,,,,18,1.1
192,Darrius Heyward-Bey,PIT,29,,10,0,1,2,,,,,,3,,,,,,,,18,1.8
193,Andre Holmes,OAK,28,wr,16,2,,3,,,,,,3,,,,,,,,18,1.1
194,Austin Hooper,ATL,22,te,14,3,,3,,,,,,3,,,,,,,,18,1.3
195,Allen Hurns,JAX,25,WR,11,11,,3,,,,,,3,,,,,,,,18,1.6
196,Chris Ivory,JAX,28,rb,11,1,3,,,,,,,3,,,,,,,,18,1.6
197,Jesse James,PIT,22,TE,16,13,,3,,,,,,3,,,,,,,,18,1.1
198,Matt Jones,WAS,23,rb,7,7,3,,,,,,,3,,,,,,,,18,2.6
199,Jeremy Kerley,SFO,28,WR,16,13,,3,,,,,,3,,,,,,,,18,1.1
200,Brandon Marshall,NYJ,32,WR,15,15,,3,,,,,,3,,,,,,,,18,1.2
201,Doug Martin,TAM,27,RB,8,8,3,,,,,,,3,,,,,,,,18,2.3
202,Jordan Matthews,PHI,24,WR,14,13,,3,,,,,,3,,,,,,,,18,1.3
203,Ty Montgomery,GNB,23,rb,15,6,3,,,,,,,3,,,,,,,,18,1.2
204,Jamize Olawale,OAK,27,fb,16,7,2,1,,,,,,3,,,,,,,,18,1.1
205,Cordarrelle Patterson*+,MIN,25,WR,16,8,,2,,1,,,,3,,,,,,,,18,1.1
206,Breshad Perriman,BAL,23,wr,16,1,,3,,,,,,3,,,,,,,,18,1.1
207,Brian Quick,LAR,27,wr,16,8,,3,,,,,,3,,,,,,,,18,1.1
208,Thomas Rawls,SEA,23,rb,9,7,3,,,,,,,3,,,,,,,,18,2.0
209,Jalen Richard,OAK,23,,16,0,1,2,,,,,,3,,,,,,,,18,1.1
210,Aaron Ripkowski,GNB,24,FB,16,8,2,1,,,,,,3,,,,,,,,18,1.1
211,Andre Roberts,DET,28,wr,16,1,,1,2,,,,,3,,,,,,,,18,1.1
212,Eli Rogers,PIT,24,wr,13,8,,3,,,,,,3,,,,,,,,18,1.4
213,Eddie Royal,CHI,30,wr,9,1,,2,1,,,,,3,,,,,,,,18,2.0
214,Torrey Smith,SFO,27,WR,12,12,,3,,,,,,3,,,,,,,,18,1.5
215,,,,,,,,,,,,,,,,,,,,,,,
216,Jacob Tamme,ATL,31,te,8,5,,3,,,,,,3,,,,,,,,18,2.3
217,Clive Walford,OAK,25,te/wr,15,8,,3,,,,,,3,,,,,,,,18,1.2
218,Charcandrick West,KAN,25,rb,15,2,1,2,,,,,,3,,,,,,,,18,1.2
219,Albert Wilson,KAN,24,wr,16,5,1,2,,,,,,3,,,,,,,,18,1.1
220,Jason Witten,DAL,34,TE,16,16,,3,,,,,,3,,,,,,,,18,1.1
221,Kendall Wright,TEN,27,wr,11,4,,3,,,,,,3,,,,,,,,18,1.6
222,Nelson Agholor,PHI,23,WR,15,14,,2,,,,,,2,1,,,,,,,14,0.9
223,Gary Barnidge,CLE,31,TE,16,16,,2,,,,,,2,1,,,,,,,14,0.9
224,Eric Berry*+,KAN,28,SS,16,16,,,,,,2,,2,1,,,,,,,14,0.9
225,Demetrius Harris,KAN,25,TE,16,11,,1,,,1,,,2,1,,,,,,,14,0.9
226,Adam Humphries,TAM,23,wr,15,4,,2,,,,,,2,1,,,,,,,14,0.9
227,Colin Kaepernick,SFO,29,QB,12,11,2,,,,,,,2,1,,,,,,,14,1.2
228,Carson Wentz,PHI,24,QB,16,16,2,,,,,,,2,1,,,,,,,14,0.9
229,Geronimo Allison,GNB,22,wr,10,2,,2,,,,,,2,,,,,,,,12,1.2
230,Robby Anderson,NYJ,23,wr,16,8,,2,,,,,,2,,,,,,,,12,0.8
231,Cameron Artis-Payne,CAR,26,rb,3,3,2,,,,,,,2,,,,,,,,12,4.0
232,Kenjon Barner,PHI,26,,13,0,2,,,,,,,2,,,,,,,,12,0.9
233,Drew Brees*,NOR,37,QB,16,16,2,,,,,,,2,,,,,,,,12,0.8
234,John Brown,ARI,26,wr,15,6,,2,,,,,,2,,,,,,,,12,0.8
235,Rex Burkhead,CIN,26,rb,16,1,2,,,,,,,2,,,,,,,,12,0.8
236,Sammie Coates,PIT,23,wr,14,5,,2,,,,,,2,,,,,,,,12,0.9
237,Orleans Darkwa,NYG,24,rb,10,2,2,,,,,,,2,,,,,,,,12,1.2
238,Vernon Davis,WAS,32,TE/wr,16,14,,2,,,,,,2,,,,,,,,12,0.8
239,Eric Decker,NYJ,29,wr,3,3,,2,,,,,,2,,,,,,,,12,4.0
240,Seth Devalve,CLE,23,te,12,2,,2,,,,,,2,,,,,,,,12,1.0
241,Phillip Dorsett,IND,23,wr,15,7,,2,,,,,,2,,,,,,,,12,0.8
242,Eric Ebron,DET,23,TE,13,13,1,1,,,,,,2,,,,,,,,12,0.9
243,Anthony Fasano,TEN,32,TE,16,10,,2,,,,,,2,,,,,,,,12,0.8
244,Joe Flacco,BAL,31,QB,16,16,2,,,,,,,2,,,,,,,,12,0.8
245,Bennie Fowler,DEN,25,,13,0,,2,,,,,,2,,,,,,,,12,0.9
246,,,,,,,,,,,,,,,,,,,,,,,
247,Blaine Gabbert,SFO,27,qb,6,5,2,,,,,,,2,,,,,,,,12,2.0
248,Corey Grant,JAX,25,rb,11,1,1,1,,,,,,2,,,,,,,,12,1.1
249,Dorial Green-Beckham,PHI,23,wr,15,7,,2,,,,,,2,,,,,,,,12,0.8
250,Jermaine Gresham,ARI,28,TE,16,14,,2,,,,,,2,,,,,,,,12,0.8
251,Robert Griffin,CLE,26,qb,5,5,2,,,,,,,2,,,,,,,,12,2.4
252,Ryan Griffin,HOU,26,te,16,5,,2,,,,,,2,,,,,,,,12,0.8
253,Xavier Grimble,PIT,24,te,13,2,,2,,,,,,2,,,,,,,,12,0.9
254,Cobi Hamilton,PIT,26,WR,11,8,,2,,,,,,2,,,,,,,,12,1.1
255,Josh Huff,2TM,25,,10,2,,1,,1,,,,2,,,,,,,,12,1.2
256,Jeff Janis,GNB,25,wr,16,1,1,1,,,,,,2,,,,,,,,12,0.8
257,Alshon Jeffery,CHI,26,WR,12,12,,2,,,,,,2,,,,,,,,12,1.0
258,Malcolm Jenkins,PHI,29,cb/S,16,16,,,,,,2,,2,,,,,,,,12,0.8
259,Andre Johnson,TEN,35,wr,8,4,,2,,,,,,2,,,,,,,,12,1.5
260,Deion Jones,ATL,22,LB,15,13,,,,,,2,,2,,,,,,,,12,0.8
261,Lance Kendricks,LAR,28,TE,16,16,,2,,,,,,2,,,,,,,,12,0.8
262,Roger Lewis,NYG,23,wr,13,1,,2,,,,,,2,,,,,,,,12,0.9
263,Tyler Lockett,SEA,24,WR,15,9,1,1,,,,,,2,,,,,,,,12,0.8
264,Andrew Luck,IND,27,QB,15,15,2,,,,,,,2,,,,,,,,12,0.8
265,Jeremy Maclin,KAN,28,WR,12,12,,2,,,,,,2,,,,,,,,12,1.0
266,Marcus Mariota,TEN,23,QB,15,15,2,,,,,,,2,,,,,,,,12,0.8
267,Jalin Marshall,NYJ,21,wr,10,1,,2,,,,,,2,,,,,,,,12,1.2
268,Tanner McEvoy,SEA,23,,14,0,,2,,,,,,2,,,,,,,,12,0.9
269,Chris Moore,BAL,23,,15,0,,,,,1,,1,2,,,,,,,,12,0.8
270,Alfred Morris,DAL,28,,14,0,2,,,,,,,2,,,,,,,,12,0.9
271,Brock Osweiler,HOU,26,QB,15,14,2,,,,,,,2,,,,,,,,12,0.8
272,Dennis Pitta,BAL,31,TE,16,12,,2,,,,,,2,,,,,,,,12,0.8
273,Nickell Robey-Coleman,BUF,24,db,16,3,,,,,1,1,,2,,,,,,,,12,0.8
274,Aldrick Robinson,ATL,28,wr,16,1,,2,,,,,,2,,,,,,,,12,0.8
275,Bradley Roby,DEN,24,cb/lcb,16,4,,,,,,2,,2,,,,,,,,12,0.8
276,Jacquizz Rodgers,TAM,26,rb,10,5,2,,,,,,,2,,,,,,,,12,1.2
277,,,,,,,,,,,,,,,,,,,,,,,
278,Richard Rodgers,GNB,24,te,16,6,,2,,,,,,2,,,,,,,,12,0.8
279,Tajae Sharpe,TEN,22,WR,16,10,,2,,,,,,2,,,,,,,,12,0.8
280,Russell Shepard,TAM,26,wr,14,4,,2,,,,,,2,,,,,,,,12,0.9
281,Marcus Sherels,MIN,29,,11,0,,,2,,,,,2,,,,,,,,12,1.1
282,Charles Sims,TAM,26,rb,7,2,1,1,,,,,,2,,,,,,,,12,1.7
283,Wendell Smallwood,PHI,22,rb,13,3,1,,,1,,,,2,,,,,,,,12,0.9
284,Matthew Stafford,DET,28,QB,16,16,2,,,,,,,2,,,,,,,,12,0.8
285,James Starks,GNB,30,rb,9,4,,2,,,,,,2,,,,,,,,12,1.3
286,Rod Streater,SFO,28,wr,16,2,,2,,,,,,2,,,,,,,,12,0.8
287,Jordan Taylor,DEN,24,,16,0,,2,,,,,,2,,,,,,,,12,0.8
288,Deonte Thompson,CHI,27,wr,16,6,,2,,,,,,2,,,,,,,,12,0.8
289,Levine Toilolo,ATL,25,TE,16,11,,2,,,,,,2,,,,,,,,12,0.8
290,Darren Waller,BAL,24,te,12,3,,2,,,,,,2,,,,,,,,12,1.0
291,Bryan Walters,JAX,29,wr,10,3,,2,,,,,,2,,,,,,,,12,1.2
292,DeAndre Washington,OAK,23,rb,14,2,2,,,,,,,2,,,,,,,,12,0.9
293,Sammy Watkins,BUF,23,WR,8,8,,2,,,,,,2,,,,,,,,12,1.5
294,Kerwynn Williams,ARI,25,,10,0,2,,,,,,,2,,,,,,,,12,1.2
295,Luke Willson,SEA,26,te/wr,11,6,,2,,,,,,2,,,,,,,,12,1.1
296,Russell Wilson,SEA,28,QB,16,16,1,1,,,,,,2,,,,,,,,12,0.8
