,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb
529,Brandon McManus,DEN,25,K,16,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,6,0,6,6.0,0.4,0.1,1,6.0,6,0,0
530,Paul McRoberts,LAR,24,,2,0,1,1,6,6.0,0,6,0.5,3.0,100.0%,6.0,,,,,,,,1,6.0,6,0,0
531,Raheem Mostert,2TM,24,,3,0,0,0,0,,0,0,0.0,0.0,0.0%,,1,6,0,6,6.0,2.0,0.3,1,6.0,6,0,0
532,George Farmer,SEA,23,,2,0,3,1,4,4.0,0,4,0.5,2.0,33.3%,1.3,1,1,0,1,1.0,0.5,0.5,2,2.5,5,0,0
533,Shaun Hill,MIN,36,qb,3,1,0,0,0,,0,0,0.0,0.0,0.0%,,5,5,0,9,1.0,1.7,1.7,5,1.0,5,0,0
534,Roosevelt Nix,PIT,24,fb,10,3,2,2,5,2.5,0,3,0.2,0.5,100.0%,2.5,,,,,,,,2,2.5,5,0,0
535,Matthew Slater*+,NWE,31,,13,0,1,0,0,,0,0,0.0,0.0,0.0%,0.0,1,5,0,5,5.0,0.4,0.1,1,5.0,5,0,2
536,Derek Anderson,CAR,33,qb,5,2,0,0,0,,0,0,0.0,0.0,0.0%,,1,4,0,4,4.0,0.8,0.2,1,4.0,4,0,1
537,Matt Barkley,CHI,26,qb,7,6,1,1,2,2.0,1,2,0.1,0.3,100.0%,2.0,7,2,0,5,0.3,0.3,1.0,8,0.5,4,1,4
538,Joique Bell,2TM,30,,7,0,1,1,-2,-2.0,0,0,0.1,-0.3,100.0%,-2.0,3,6,0,6,2.0,0.9,0.4,4,1.0,4,0,0
539,David Morgan,MIN,23,,12,0,1,1,4,4.0,0,4,0.1,0.3,100.0%,4.0,,,,,,,,1,4.0,4,0,0
540,Chase Reynolds,LAR,29,,16,0,1,1,4,4.0,0,4,0.1,0.3,100.0%,4.0,,,,,,,,1,4.0,4,0,0
541,Rod Smith,DAL,24,,7,0,1,1,4,4.0,0,4,0.1,0.6,100.0%,4.0,,,,,,,,1,4.0,4,0,0
542,Randall Telfer,CLE,24,te,14,5,7,2,4,2.0,0,7,0.1,0.3,28.6%,0.6,,,,,,,,2,2.0,4,0,0
543,Matt Cassel,TEN,34,qb,4,1,0,0,0,,0,0,0.0,0.0,0.0%,,4,3,0,3,0.8,0.8,1.0,4,0.8,3,0,1
544,Marcus Murphy,NOR,25,,3,0,1,1,3,3.0,0,3,0.3,1.0,100.0%,3.0,,,,,,,,1,3.0,3,0,0
545,Jordan Payton,CLE,23,,4,0,3,1,3,3.0,0,3,0.3,0.8,33.3%,1.0,,,,,,,,1,3.0,3,0,0
546,Scott Tolzien,IND,29,qb,3,1,0,0,0,,0,0,0.0,0.0,0.0%,,6,3,0,5,0.5,1.0,2.0,6,0.5,3,0,1
547,Joe Webb,CAR,30,,14,0,3,1,3,3.0,0,3,0.1,0.2,33.3%,1.0,,,,,,,,1,3.0,3,0,0
548,Chris Prosinski,CHI,29,s,16,1,0,0,0,,0,0,0.0,0.0,0.0%,,1,2,0,2,2.0,0.1,0.1,1,2.0,2,0,0
549,Will Tukuafu,SEA,32,fb,7,1,1,0,0,,0,0,0.0,0.0,0.0%,0.0,2,2,0,2,1.0,0.3,0.3,2,1.0,2,0,0
550,Trevone Boykin,SEA,23,,5,0,0,0,0,,0,0,0.0,0.0,0.0%,,8,1,0,11,0.1,0.2,1.6,8,0.1,1,0,1
551,Jakeem Grant,MIA,24,,16,0,1,0,0,,0,0,0.0,0.0,0.0%,0.0,1,1,0,1,1.0,0.1,0.1,1,1.0,1,0,4
552,Donald Penn*,OAK,33,LT,16,16,1,1,1,1.0,1,1,0.1,0.1,100.0%,1.0,,,,,,,,1,1.0,1,1,0
553,Dontari Poe,KAN,26,NT,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,1,1,1,1,1.0,0.1,0.1,1,1.0,1,1,0
554,D.J. Tialavea,ATL,25,,2,0,1,1,1,1.0,1,1,0.5,0.5,100.0%,1.0,,,,,,,,1,1.0,1,1,0
555,Charlie Whitehurst,CLE,34,,1,0,0,0,0,,0,0,0.0,0.0,0.0%,,2,1,0,2,0.5,1.0,2.0,2,0.5,1,0,0
