,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb
169,Thomas Rawls,SEA,23,rb,9,7,17,13,96,7.4,0,20,1.4,10.7,76.5%,5.6,109,349,3,45,3.2,38.8,12.1,122,3.6,445,3,0
170,Ryan Griffin,HOU,26,te,16,5,74,50,442,8.8,2,45,3.1,27.6,67.6%,6.0,,,,,,,,50,8.8,442,2,1
171,Marquise Goodwin,BUF,26,WR,15,9,68,29,431,14.9,3,84,1.9,28.7,42.6%,6.3,,,,,,,,29,14.9,431,3,0
172,Kendall Wright,TEN,27,wr,11,4,42,29,416,14.3,3,48,2.6,37.8,69.0%,9.9,1,15,0,15,15.0,1.4,0.1,30,14.4,431,3,0
173,Sammy Watkins,BUF,23,WR,8,8,52,28,430,15.4,2,62,3.5,53.8,53.8%,8.3,,,,,,,,28,15.4,430,2,0
174,Corey Coleman,CLE,22,WR,10,10,73,33,413,12.5,3,58,3.3,41.3,45.2%,5.7,2,10,0,9,5.0,1.0,0.2,35,12.1,423,3,0
175,Quinton Patton,SFO,26,WR,14,14,63,37,408,11.0,0,45,2.6,29.1,58.7%,6.5,,,,,,,,37,11.0,408,0,1
176,Dwayne Allen,IND,26,tb/TE,14,14,52,35,406,11.6,6,23,2.5,29.0,67.3%,7.8,,,,,,,,35,11.6,406,6,1
177,Malcolm Mitchell,NWE,24,rb/wr,14,6,48,32,401,12.5,4,56,2.3,28.6,66.7%,8.4,,,,,,,,32,12.5,401,4,0
178,Seth Roberts,OAK,25,wr,16,6,77,38,397,10.4,5,41,2.4,24.8,49.4%,5.2,,,,,,,,38,10.4,397,5,0
179,Will Tye,NYG,25,TE,16,10,70,48,395,8.2,1,27,3.0,24.7,68.6%,5.6,,,,,,,,48,8.2,395,1,0
180,Tyler Eifert,CIN,26,te,8,2,47,29,394,13.6,5,71,3.6,49.3,61.7%,8.4,,,,,,,,29,13.6,394,5,0
181,Dorial Green-Beckham,PHI,23,wr,15,7,74,36,392,10.9,2,26,2.4,26.1,48.6%,5.3,,,,,,,,36,10.9,392,2,0
182,Jermaine Gresham,ARI,28,TE,16,14,61,37,391,10.6,2,34,2.3,24.4,60.7%,6.4,,,,,,,,37,10.6,391,2,1
183,Vance McDonald,SFO,26,TE,11,11,45,24,391,16.3,4,75,2.2,35.5,53.3%,8.7,,,,,,,,24,16.3,391,4,0
184,Eddie Lacy,GNB,26,rb,5,5,7,4,28,7.0,0,17,0.8,5.6,57.1%,4.0,71,360,0,31,5.1,72.0,14.2,75,5.2,388,0,0
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,C.J. Prosise,SEA,22,rb,6,2,19,17,208,12.2,0,43,2.8,34.7,89.5%,10.9,30,172,1,72,5.7,28.7,5.0,47,8.1,380,1,0
187,Nelson Agholor,PHI,23,WR,15,14,69,36,365,10.1,2,40,2.4,24.3,52.2%,5.3,5,14,0,5,2.8,0.9,0.3,41,9.2,379,2,1
188,Blake Bortles,JAX,24,QB,16,16,1,1,20,20.0,1,20,0.1,1.3,100.0%,20.0,58,359,3,27,6.2,22.4,3.6,59,6.4,379,4,8
189,Jared Cook,GNB,29,tb/te,10,5,51,30,377,12.6,1,47,3.0,37.7,58.8%,7.4,,,,,,,,30,12.6,377,1,1
190,Dion Lewis,NWE,26,rb,7,5,24,17,94,5.5,0,16,2.4,13.4,70.8%,3.9,64,283,0,15,4.4,40.4,9.1,81,4.7,377,0,1
191,Justin Forsett,3TM,31,,9,6,27,20,85,4.3,0,11,2.2,9.4,74.1%,3.1,87,291,1,64,3.3,32.3,9.7,107,3.5,376,1,2
192,Devin Funchess,CAR,22,wr,15,7,58,23,371,16.1,4,48,1.5,24.7,39.7%,6.4,,,,,,,,23,16.1,371,4,0
193,Aaron Rodgers*,GNB,33,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,67,369,4,23,5.5,23.1,4.2,67,5.5,369,4,8
194,Eddie Royal,CHI,30,wr,9,1,43,33,369,11.2,2,64,3.7,41.0,76.7%,8.6,,,,,,,,33,11.2,369,2,2
195,Wendell Smallwood,PHI,22,rb,13,3,13,6,55,9.2,0,18,0.5,4.2,46.2%,4.2,77,312,1,19,4.1,24.0,5.9,83,4.4,367,1,1
196,Damien Williams,MIA,24,,15,0,32,23,249,10.8,3,58,1.5,16.6,71.9%,7.8,35,115,3,23,3.3,7.7,2.3,58,6.3,364,6,1
197,Cam Newton,CAR,27,QB,15,14,0,0,0,,0,0,0.0,0.0,0.0%,,90,359,5,28,4.0,23.9,6.0,90,4.0,359,5,3
198,Clive Walford,OAK,25,te/wr,15,8,52,33,359,10.9,3,31,2.2,23.9,63.5%,6.9,,,,,,,,33,10.9,359,3,0
199,Garrett Celek,SFO,28,te,16,6,50,29,350,12.1,3,31,1.8,21.9,58.0%,7.0,,,,,,,,29,12.1,350,3,2
200,Russell Shepard,TAM,26,wr,14,4,40,23,341,14.8,2,24,1.6,24.4,57.5%,8.5,1,9,0,9,9.0,0.6,0.1,24,14.6,350,2,0
201,Marcus Mariota,TEN,23,QB,15,15,1,0,0,,0,0,0.0,0.0,0.0%,0.0,60,349,2,41,5.8,23.3,4.0,60,5.8,349,2,9
202,Robert Turbin,IND,27,,15,0,35,26,179,6.9,1,19,1.7,11.9,74.3%,5.1,47,164,7,18,3.5,10.9,3.1,73,4.7,343,8,0
203,Jeremy Langford,CHI,25,rb,12,3,27,19,142,7.5,0,19,1.6,11.8,70.4%,5.3,62,200,4,23,3.2,16.7,5.2,81,4.2,342,4,2
204,Andrew Luck,IND,27,QB,15,15,0,0,0,,0,0,0.0,0.0,0.0%,,64,341,2,33,5.3,22.7,4.3,64,5.3,341,2,6
205,Charles Sims,TAM,26,rb,7,2,32,24,190,7.9,1,33,3.4,27.1,75.0%,5.9,51,149,1,23,2.9,21.3,7.3,75,4.5,339,2,1
206,Jesse James,PIT,22,TE,16,13,60,39,338,8.7,3,24,2.4,21.1,65.0%,5.6,,,,,,,,39,8.7,338,3,0
207,Albert Wilson,KAN,24,wr,16,5,51,31,279,9.0,2,42,1.9,17.4,60.8%,5.5,2,50,1,55,25.0,3.1,0.1,33,10.0,329,3,0
208,Kamar Aiken,BAL,27,wr,16,6,50,29,328,11.3,1,29,1.8,20.5,58.0%,6.6,,,,,,,,29,11.3,328,1,0
209,Trey Burton,PHI,25,te,15,4,60,37,327,8.8,1,32,2.5,21.8,61.7%,5.5,,,,,,,,37,8.8,327,1,0
210,Dwayne Washington,DET,22,rb,12,2,15,10,62,6.2,0,11,0.8,5.2,66.7%,4.1,90,265,1,28,2.9,22.1,7.5,100,3.3,327,1,0
211,Andrew Hawkins,CLE,30,wr,16,5,54,33,324,9.8,3,33,2.1,20.3,61.1%,6.0,2,0,0,1,0.0,0.0,0.1,35,9.3,324,3,0
212,Aldrick Robinson,ATL,28,wr,16,1,32,20,323,16.2,2,59,1.3,20.2,62.5%,10.1,,,,,,,,20,16.2,323,2,0
213,Josh Bellamy,CHI,27,wr,16,2,38,19,282,14.8,1,31,1.2,17.6,50.0%,7.4,4,37,0,22,9.3,2.3,0.3,23,13.9,319,1,0
214,Donte Moncrief,IND,23,wr,9,7,56,30,307,10.2,7,39,3.3,34.1,53.6%,5.5,1,-1,0,-1,-1.0,-0.1,0.1,31,9.9,306,7,0
215,Ladarius Green,PIT,26,te,6,2,34,18,304,16.9,1,37,3.0,50.7,52.9%,8.9,,,,,,,,18,16.9,304,1,0
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Travaris Cadet,NOR,27,rb,15,1,54,40,281,7.0,4,25,2.7,18.7,74.1%,5.2,4,19,0,16,4.8,1.3,0.3,44,6.8,300,4,0
218,Erik Swoope,IND,24,te,16,4,22,15,297,19.8,1,45,0.9,18.6,68.2%,13.5,,,,,,,,15,19.8,297,1,0
219,Paul Richardson,SEA,24,,15,0,36,21,288,13.7,1,39,1.4,19.2,58.3%,8.0,1,5,0,5,5.0,0.3,0.1,22,13.3,293,1,0
220,Kyle Juszczyk*,BAL,25,fb,16,7,49,37,266,7.2,0,40,2.3,16.6,75.5%,5.4,5,22,1,10,4.4,1.4,0.3,42,6.9,288,1,0
221,Corey Brown,CAR,25,WR,16,8,53,27,276,10.2,1,27,1.7,17.3,50.9%,5.2,2,6,0,9,3.0,0.4,0.1,29,9.7,282,1,1
222,Dak Prescott*,DAL,23,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,57,282,6,18,4.9,17.6,3.6,57,4.9,282,6,9
223,Brandon Coleman,NOR,24,wr,16,4,38,26,281,10.8,3,38,1.6,17.6,68.4%,7.4,,,,,,,,26,10.8,281,3,0
224,Julius Thomas,JAX,28,te,9,6,51,30,281,9.4,4,24,3.3,31.2,58.8%,5.5,,,,,,,,30,9.4,281,4,0
225,James Starks,GNB,30,rb,9,4,25,19,134,7.1,2,31,2.1,14.9,76.0%,5.4,63,145,0,11,2.3,16.1,7.0,82,3.4,279,2,1
226,Jamize Olawale,OAK,27,fb,16,7,14,12,227,18.9,1,75,0.8,14.2,85.7%,16.2,17,47,2,17,2.8,2.9,1.1,29,9.4,274,3,0
227,Chester Rogers,IND,22,wr,14,2,34,19,273,14.4,0,36,1.4,19.5,55.9%,8.0,,,,,,,,19,14.4,273,0,2
228,Russell Wilson,SEA,28,QB,16,16,2,2,14,7.0,1,15,0.1,0.9,100.0%,7.0,72,259,1,18,3.6,16.2,4.5,74,3.7,273,2,8
229,Austin Hooper,ATL,22,te,14,3,27,19,271,14.3,3,44,1.4,19.4,70.4%,10.0,,,,,,,,19,14.3,271,3,0
230,Richard Rodgers,GNB,24,te,16,6,47,30,271,9.0,2,22,1.9,16.9,63.8%,5.8,,,,,,,,30,9.0,271,2,0
231,Torrey Smith,SFO,27,WR,12,12,49,20,267,13.4,3,53,1.7,22.3,40.8%,5.4,,,,,,,,20,13.4,267,3,0
232,Levine Toilolo,ATL,25,TE,16,11,19,13,264,20.3,2,46,0.8,16.5,68.4%,13.9,,,,,,,,13,20.3,264,2,0
233,Kenneth Farrow,SDG,23,rb,13,2,16,13,70,5.4,0,16,1.0,5.4,81.3%,4.4,60,192,0,11,3.2,14.8,4.6,73,3.6,262,0,2
234,Dion Sims,MIA,25,TE,14,11,35,26,256,9.8,4,28,1.9,18.3,74.3%,7.3,,,,,,,,26,9.8,256,4,0
235,Alfred Morris,DAL,28,,14,0,6,3,11,3.7,0,6,0.2,0.8,50.0%,1.8,69,243,2,17,3.5,17.4,4.9,72,3.5,254,2,0
236,DuJuan Harris,SFO,28,rb,10,1,9,8,115,14.4,1,47,0.8,11.5,88.9%,12.8,38,138,0,19,3.6,13.8,3.8,46,5.5,253,1,2
237,Shane Vereen,NYG,27,rb,5,1,19,11,94,8.5,0,16,2.2,18.8,57.9%,4.9,33,158,1,25,4.8,31.6,6.6,44,5.7,252,1,2
238,Peyton Barber,TAM,22,rb,15,1,6,5,28,5.6,0,11,0.3,1.9,83.3%,4.7,55,223,1,44,4.1,14.9,3.7,60,4.2,251,1,0
239,Deonte Thompson,CHI,27,wr,16,6,36,22,249,11.3,2,24,1.4,15.6,61.1%,6.9,,,,,,,,22,11.3,249,2,1
240,Danny Amendola,NWE,31,wr,12,4,29,23,243,10.6,4,32,1.9,20.3,79.3%,8.4,,,,,,,,23,10.6,243,4,3
241,Virgil Green,DEN,28,TE,12,11,37,22,237,10.8,1,31,1.8,19.8,59.5%,6.4,,,,,,,,22,10.8,237,1,0
242,Bryan Walters,JAX,29,wr,10,3,34,24,231,9.6,2,23,2.4,23.1,70.6%,6.8,1,4,0,4,4.0,0.4,0.1,25,9.4,235,2,1
243,Cobi Hamilton,PIT,26,WR,11,8,28,17,234,13.8,2,39,1.5,21.3,60.7%,8.4,,,,,,,,17,13.8,234,2,0
244,C.J. Uzomah,CIN,23,TE,10,8,38,25,234,9.4,1,54,2.5,23.4,65.8%,6.2,,,,,,,,25,9.4,234,1,0
245,Charles Johnson,MIN,27,wr,16,7,37,20,232,11.6,0,40,1.3,14.5,54.1%,6.3,,,,,,,,20,11.6,232,0,0
246,Jordan Norwood,DEN,30,wr,14,6,35,21,232,11.0,1,36,1.5,16.6,60.0%,6.6,1,0,0,0,0.0,0.0,0.1,22,10.5,232,1,5
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Kenyan Drake,MIA,22,rb,16,1,10,9,46,5.1,0,9,0.6,2.9,90.0%,4.6,33,179,2,45,5.4,11.2,2.1,42,5.4,225,2,1
249,Ronnie Hillman,2TM,25,,8,1,15,7,93,13.3,0,32,0.9,11.6,46.7%,6.2,41,131,0,17,3.2,16.4,5.1,48,4.7,224,0,0
250,Brice Butler,DAL,26,wr,16,3,32,16,219,13.7,3,41,1.0,13.7,50.0%,6.8,,,,,,,,16,13.7,219,3,0
251,Bobby Rainey,NYG,29,,15,0,25,20,153,7.7,0,24,1.3,10.2,80.0%,6.1,17,63,0,14,3.7,4.2,1.1,37,5.8,216,0,1
252,Harry Douglas,TEN,32,wr,11,2,22,15,210,14.0,0,35,1.4,19.1,68.2%,9.5,,,,,,,,15,14.0,210,0,0
253,Jacob Tamme,ATL,31,te,8,5,31,22,210,9.5,3,19,2.8,26.3,71.0%,6.8,,,,,,,,22,9.5,210,3,0
254,Alex Collins,SEA,22,,11,0,11,11,84,7.6,0,14,1.0,7.6,100.0%,7.6,31,125,1,26,4.0,11.4,2.8,42,5.0,209,1,2
255,Jordan Taylor,DEN,24,,16,0,25,16,209,13.1,2,35,1.0,13.1,64.0%,8.4,,,,,,,,16,13.1,209,2,1
256,Matthew Stafford,DET,28,QB,16,16,1,0,0,,0,0,0.0,0.0,0.0%,0.0,37,207,2,24,5.6,12.9,2.3,37,5.6,207,2,3
257,Ricardo Louis,CLE,22,fb/wr,16,3,35,18,205,11.4,0,42,1.1,12.8,51.4%,5.9,,,,,,,,18,11.4,205,0,1
258,Kapri Bibbs,DEN,23,,12,0,4,2,75,37.5,1,69,0.2,6.3,50.0%,18.8,29,129,0,24,4.4,10.8,2.4,31,6.6,204,1,0
259,Justin Hardy,ATL,25,wr,16,3,31,21,203,9.7,4,27,1.3,12.7,67.7%,6.5,,,,,,,,21,9.7,203,4,0
260,Geronimo Allison,GNB,22,wr,10,2,22,12,202,16.8,2,39,1.2,20.2,54.5%,9.2,,,,,,,,12,16.8,202,2,0
261,Cody Core,CIN,22,wr,8,4,27,17,200,11.8,0,50,2.1,25.0,63.0%,7.4,,,,,,,,17,11.8,200,0,0
262,Corey Grant,JAX,25,rb,11,1,7,4,35,8.8,1,15,0.4,3.2,57.1%,5.0,32,164,1,57,5.1,14.9,2.9,36,5.5,199,2,0
263,Jonathan Grimes,HOU,27,,10,0,18,13,94,7.2,0,15,1.3,9.4,72.2%,5.2,23,105,0,14,4.6,10.5,2.3,36,5.5,199,0,0
264,Aaron Ripkowski,GNB,24,FB,16,8,10,9,46,5.1,1,9,0.6,2.9,90.0%,4.6,34,150,2,15,4.4,9.4,2.1,43,4.6,196,3,0
265,Kevin White,CHI,24,wr,4,4,36,19,187,9.8,0,32,4.8,46.8,52.8%,5.2,1,9,0,9,9.0,2.3,0.3,20,9.8,196,0,0
266,Eric Decker,NYJ,29,wr,3,3,21,9,194,21.6,2,35,3.0,64.7,42.9%,9.2,,,,,,,,9,21.6,194,2,0
267,Benny Cunningham,LAR,26,,11,0,21,16,91,5.7,0,12,1.5,8.3,76.2%,4.3,21,101,0,24,4.8,9.2,1.9,37,5.2,192,0,1
268,Mychal Rivera,OAK,26,te,13,2,25,18,192,10.7,1,27,1.4,14.8,72.0%,7.7,,,,,,,,18,10.7,192,1,0
269,Rod Streater,SFO,28,wr,16,2,27,18,191,10.6,2,25,1.1,11.9,66.7%,7.1,,,,,,,,18,10.6,191,2,0
270,Robert Griffin,CLE,26,qb,5,5,0,0,0,,0,0,0.0,0.0,0.0%,,31,190,2,20,6.1,38.0,6.2,31,6.1,190,2,4
271,Justin Hunter,2TM,25,,13,5,23,10,189,18.9,4,64,0.8,14.5,43.5%,8.2,,,,,,,,10,18.9,189,4,0
272,Andre Roberts,DET,28,wr,16,1,25,14,188,13.4,1,44,0.9,11.8,56.0%,7.5,,,,,,,,14,13.4,188,1,2
273,Jaron Brown,ARI,26,wr,7,2,22,11,187,17.0,1,51,1.6,26.7,50.0%,8.5,,,,,,,,11,17.0,187,1,0
274,Charone Peake,NYJ,24,,15,1,35,19,186,9.8,0,27,1.3,12.4,54.3%,5.3,,,,,,,,19,9.8,186,0,0
275,Mike Tolbert*,CAR,31,fb,16,2,15,10,72,7.2,1,17,0.6,4.5,66.7%,4.8,35,114,0,14,3.3,7.1,2.2,45,4.1,186,1,0
276,Andy Dalton*,CIN,29,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,46,184,4,15,4.0,11.5,2.9,46,4.0,184,4,9
277,Ka'Deem Carey,CHI,24,,12,0,7,5,55,11.0,0,16,0.4,4.6,71.4%,7.9,32,126,0,24,3.9,10.5,2.7,37,4.9,181,0,0
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Andre Ellington,ARI,27,,16,0,19,12,85,7.1,0,16,0.8,5.3,63.2%,4.5,34,96,0,13,2.8,6.0,2.1,46,3.9,181,0,0
280,MarQueis Gray,MIA,27,te,16,7,17,14,174,12.4,0,53,0.9,10.9,82.4%,10.2,,,,,,,,14,12.4,174,0,0
281,Darrius Heyward-Bey,PIT,29,,10,0,19,6,114,19.0,2,46,0.6,11.4,31.6%,6.0,1,60,1,60,60.0,6.0,0.1,7,24.9,174,3,0
282,Vincent Jackson,TAM,33,wr,5,5,32,15,173,11.5,0,18,3.0,34.6,46.9%,5.4,,,,,,,,15,11.5,173,0,0
283,Kenjon Barner,PHI,26,,13,0,11,5,42,8.4,0,15,0.4,3.2,45.5%,3.8,27,129,2,19,4.8,9.9,2.1,32,5.3,171,2,0
284,Marcedes Lewis,JAX,32,TE,10,10,30,20,169,8.5,1,37,2.0,16.9,66.7%,5.6,,,,,,,,20,8.5,169,1,0
285,Denard Robinson,JAX,26,rb,13,1,5,3,22,7.3,0,11,0.2,1.7,60.0%,4.4,41,144,0,9,3.5,11.1,3.2,44,3.8,166,0,0
286,Brandon Tate,BUF,29,wr,15,1,12,8,117,14.6,0,34,0.5,7.8,66.7%,9.8,3,48,0,30,16.0,3.2,0.2,11,15.0,165,0,0
287,Jameis Winston,TAM,22,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,53,165,1,14,3.1,10.3,3.3,53,3.1,165,1,10
288,Ryan Tannehill,MIA,28,QB,13,13,0,0,0,,0,0,0.0,0.0,0.0%,,39,164,1,18,4.2,12.6,3.0,39,4.2,164,1,9
289,Kerwynn Williams,ARI,25,,10,0,2,1,6,6.0,0,6,0.1,0.6,50.0%,3.0,18,157,2,49,8.7,15.7,1.8,19,8.6,163,2,0
290,Jalin Marshall,NYJ,21,wr,10,1,23,14,162,11.6,2,27,1.4,16.2,60.9%,7.0,,,,,,,,14,11.6,162,2,4
291,Terron Ward,ATL,24,,5,0,2,1,11,11.0,0,11,0.2,2.2,50.0%,5.5,31,151,0,45,4.9,30.2,6.2,32,5.1,162,0,0
292,Ben Koyack,JAX,23,te,14,7,24,19,161,8.5,1,17,1.4,11.5,79.2%,6.7,,,,,,,,19,8.5,161,1,0
293,A.J. Derby,2TM,25,,10,3,20,16,160,10.0,0,17,1.6,16.0,80.0%,8.0,,,,,,,,16,10.0,160,0,1
294,Marquess Wilson,CHI,24,wr,3,1,16,9,160,17.8,1,35,3.0,53.3,56.3%,10.0,,,,,,,,9,17.8,160,1,0
295,Ameer Abdullah,DET,23,rb,2,2,5,5,57,11.4,1,18,2.5,28.5,100.0%,11.4,18,101,0,24,5.6,50.5,9.0,23,6.9,158,1,0
296,Blaine Gabbert,SFO,27,qb,6,5,1,1,-16,-16.0,0,-16,0.2,-2.7,100.0%,-16.0,40,173,2,24,4.3,28.8,6.7,41,3.8,157,2,0
297,Carson Wentz,PHI,24,QB,16,16,1,1,7,7.0,0,7,0.1,0.4,100.0%,7.0,46,150,2,17,3.3,9.4,2.9,47,3.3,157,2,14
298,Josh Ferguson,IND,23,,16,0,26,20,136,6.8,0,14,1.3,8.5,76.9%,5.2,15,20,0,11,1.3,1.3,0.9,35,4.5,156,0,1
299,Cameron Artis-Payne,CAR,26,rb,3,3,1,1,11,11.0,0,11,0.3,3.7,100.0%,11.0,36,144,2,14,4.0,48.0,12.0,37,4.2,155,2,0
300,Brent Celek,PHI,31,te/wr,16,8,19,14,155,11.1,0,24,0.9,9.7,73.7%,8.2,,,,,,,,14,11.1,155,0,1
301,Darren Fells,ARI,30,te,14,7,18,14,154,11.0,1,37,1.0,11.0,77.8%,8.6,,,,,,,,14,11.0,154,1,0
302,Austin Seferian-Jenkins,2TM,24,,9,2,20,13,154,11.8,1,30,1.4,17.1,65.0%,7.7,,,,,,,,13,11.8,154,1,0
303,Lance Dunbar,DAL,26,,13,0,24,16,122,7.6,0,16,1.2,9.4,66.7%,5.1,9,31,1,10,3.4,2.4,0.7,25,6.1,153,1,1
304,Cecil Shorts,TAM,29,wr,9,5,27,11,152,13.8,0,22,1.2,16.9,40.7%,5.6,,,,,,,,11,13.8,152,0,0
305,Danny Woodhead,SDG,31,rb,2,1,8,6,35,5.8,1,12,3.0,17.5,75.0%,4.4,19,116,0,23,6.1,58.0,9.5,25,6.0,151,1,0
306,Josh Hill,NOR,26,TE,9,8,22,15,149,9.9,1,35,1.7,16.6,68.2%,6.8,,,,,,,,15,9.9,149,1,0
307,Bennie Fowler,DEN,25,,13,0,24,11,145,13.2,2,76,0.8,11.2,45.8%,6.0,,,,,,,,11,13.2,145,2,0
308,Freddie Martino,TAM,25,,13,0,11,8,142,17.8,1,43,0.6,10.9,72.7%,12.9,,,,,,,,8,17.8,142,1,0
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Walt Powell,BUF,25,fb/wr,9,2,25,14,142,10.1,0,35,1.6,15.8,56.0%,5.7,,,,,,,,14,10.1,142,0,0
311,Jeff Heuerman,DEN,24,te,12,2,17,9,141,15.7,0,31,0.8,11.8,52.9%,8.3,,,,,,,,9,15.7,141,0,0
312,Tanner McEvoy,SEA,23,,14,0,11,9,140,15.6,2,42,0.6,10.0,81.8%,12.7,,,,,,,,9,15.6,140,2,0
313,Akeem Hunt,HOU,23,,8,0,4,3,29,9.7,0,24,0.4,3.6,75.0%,7.3,20,109,0,19,5.5,13.6,2.5,23,6.0,138,0,2
314,Alex Smith*,KAN,32,QB,15,15,1,1,3,3.0,0,3,0.1,0.2,100.0%,3.0,48,134,5,24,2.8,8.9,3.2,49,2.8,137,5,7
315,Ed Dickson,CAR,29,TE,16,8,19,10,134,13.4,1,28,0.6,8.4,52.6%,7.1,,,,,,,,10,13.4,134,1,0
316,Arian Foster,MIA,30,rb/wr,4,2,10,6,78,13.0,0,50,1.5,19.5,60.0%,7.8,22,55,0,9,2.5,13.8,5.5,28,4.8,133,0,1
317,Chris Harper,SFO,23,wr,9,2,21,13,133,10.2,0,19,1.4,14.8,61.9%,6.3,,,,,,,,13,10.2,133,0,0
318,Jeff Janis,GNB,25,wr,16,1,19,11,93,8.5,1,25,0.7,5.8,57.9%,4.9,2,38,1,19,19.0,2.4,0.1,13,10.1,131,2,0
319,Jaelen Strong,HOU,22,wr,8,2,24,14,131,9.4,0,36,1.8,16.4,58.3%,5.5,,,,,,,,14,9.4,131,0,0
320,Ryan Fitzpatrick,NYJ,34,QB,14,11,0,0,0,,0,0,0.0,0.0,0.0%,,33,130,0,14,3.9,9.3,2.4,33,3.9,130,0,9
321,Lucky Whitehead,DAL,24,wr,15,1,3,3,48,16.0,0,35,0.2,3.2,100.0%,16.0,10,82,0,26,8.2,5.5,0.7,13,10.0,130,0,3
322,Luke Willson,SEA,26,te/wr,11,6,21,15,129,8.6,2,19,1.4,11.7,71.4%,6.1,,,,,,,,15,8.6,129,2,0
323,Josh Huff,2TM,25,,10,2,23,16,113,7.1,1,17,1.6,11.3,69.6%,4.9,4,15,0,10,3.8,1.5,0.4,20,6.4,128,1,0
324,Seth Devalve,CLE,23,te,12,2,12,10,127,12.7,2,25,0.8,10.6,83.3%,10.6,,,,,,,,10,12.7,127,2,0
325,Andre Holmes,OAK,28,wr,16,2,25,14,126,9.0,3,23,0.9,7.9,56.0%,5.0,,,,,,,,14,9.0,126,3,0
326,Paul Turner,PHI,23,wr,4,2,14,9,126,14.0,0,41,2.3,31.5,64.3%,9.0,,,,,,,,9,14.0,126,0,0
327,Daniel Brown,2TM,24,,8,3,20,16,124,7.8,1,12,2.0,15.5,80.0%,6.2,,,,,,,,16,7.8,124,1,0
328,Antone Smith,TAM,31,,3,0,9,6,77,12.8,0,30,2.0,25.7,66.7%,8.6,10,47,0,8,4.7,15.7,3.3,16,7.8,124,0,2
329,Orleans Darkwa,NYG,24,rb,10,2,4,2,12,6.0,0,9,0.2,1.2,50.0%,3.0,30,111,2,17,3.7,11.1,3.0,32,3.8,123,2,0
330,Demetrius Harris,KAN,25,TE,16,11,31,17,123,7.2,1,13,1.1,7.7,54.8%,4.0,,,,,,,,17,7.2,123,1,1
331,Jerell Adams,NYG,24,te,13,2,21,16,122,7.6,1,14,1.2,9.4,76.2%,5.8,,,,,,,,16,7.6,122,1,1
332,Xavier Grimble,PIT,24,te,13,2,21,11,118,10.7,2,20,0.8,9.1,52.4%,5.6,,,,,,,,11,10.7,118,2,0
333,Brock Osweiler,HOU,26,QB,15,14,1,1,-14,-14.0,0,-6,0.1,-0.9,100.0%,-14.0,30,131,2,21,4.4,8.7,2.0,31,3.8,117,2,5
334,Matt Ryan*+,ATL,31,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,35,117,0,18,3.3,7.3,2.2,35,3.3,117,0,4
335,Arrelious Benn,JAX,28,,15,0,10,5,116,23.2,1,51,0.3,7.7,50.0%,11.6,,,,,,,,5,23.2,116,1,0
336,Nick O'Leary,BUF,24,te,16,7,14,9,114,12.7,0,28,0.6,7.1,64.3%,8.1,,,,,,,,9,12.7,114,0,0
337,Neal Sterling,JAX,24,te,10,1,16,12,110,9.2,0,17,1.2,11.0,75.0%,6.9,,,,,,,,12,9.2,110,0,0
338,John Kuhn,NOR,34,fb,16,3,20,16,70,4.4,1,11,1.0,4.4,80.0%,3.5,18,37,4,4,2.1,2.3,1.1,34,3.1,107,5,0
339,Pharoh Cooper,LAR,21,wr,10,3,20,14,106,7.6,0,23,1.4,10.6,70.0%,5.3,,,,,,,,14,7.6,106,0,0
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Kevin Hogan,CLE,24,,4,0,0,0,0,,0,0,0.0,0.0,0.0%,,8,105,1,28,13.1,26.3,2.0,8,13.1,105,1,0
342,Darren McFadden,DAL,29,rb,3,2,5,3,17,5.7,0,11,1.0,5.7,60.0%,3.4,24,87,0,24,3.6,29.0,8.0,27,3.9,104,0,0
343,James Wright,CIN,25,wr,13,2,19,13,106,8.2,0,15,1.0,8.2,68.4%,5.6,2,-6,0,2,-3.0,-0.5,0.2,15,6.7,100,0,0
344,Braxton Miller,HOU,24,wr,10,6,28,15,99,6.6,1,12,1.5,9.9,53.6%,3.5,3,0,0,1,0.0,0.0,0.3,18,5.5,99,1,0
345,Roger Lewis,NYG,23,wr,13,1,19,7,97,13.9,2,30,0.5,7.5,36.8%,5.1,,,,,,,,7,13.9,97,2,0
346,Kirk Cousins*,WAS,28,QB,16,16,0,0,0,,0,0,0.0,0.0,0.0%,,34,96,4,19,2.8,6.0,2.1,34,2.8,96,4,9
